,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_day,synthetic
12718,U-f7743c,S-7553fb,2024-06-22,feature_38,12,4464,0,False,2024-06-22,False
12719,U-3c9ed0,S-a02981,2023-09-30,feature_9,6,2310,2,True,2023-09-30,False
12720,U-de8297,S-8ec197,2024-05-18,feature_22,10,2240,4,False,2024-05-18,False
12721,U-94828d,S-ee5448,2024-03-29,feature_32,8,608,2,True,2024-03-29,False
12722,U-1189f5,S-7f8cd8,2024-01-07,feature_15,12,5484,0,False,2024-01-07,False
12723,U-4df8e8,S-97df3f,2024-01-02,feature_27,8,2856,1,False,2024-01-02,False
12724,U-8ad7c3,S-a68b52,2023-08-18,feature_14,7,3591,2,False,2023-08-18,False
12725,U-798569,S-7bebc1,2023-09-21,feature_13,10,3190,2,False,2023-09-21,False
12726,U-13a8ac,S-b9fe85,2024-07-20,feature_39,11,880,0,False,2024-07-20,False
12727,U-e3acd9,S-a3a1c1,2023-01-26,feature_2,14,420,0,False,2023-01-26,False
12728,U-55f9ed,S-0d93fe,2023-09-14,feature_12,12,324,0,False,2023-09-14,False
12729,U-509322,S-bf3403,2023-05-16,feature_29,13,6214,2,False,2023-05-16,False
12730,U-2cf2f9,S-e32b16,2023-01-29,feature_25,9,3708,0,False,2023-01-29,False
12731,U-f31ea4,S-e715bb,2024-01-18,feature_38,9,3456,2,False,2024-01-18,False
12732,U-6f21e2,S-4a724b,2024-07-11,feature_31,8,2456,0,False,2024-07-11,False
12733,U-9ff420,S-f50851,2023-04-24,feature_7,12,1644,0,False,2023-04-24,False
12734,U-258156,S-dc1c10,2023-11-15,feature_33,8,2384,0,False,2023-11-15,False
12735,U-604787,S-9cb1f7,2023-04-06,feature_31,15,2760,1,False,2023-04-06,False
12736,U-a4f065,S-c37ee1,2023-09-17,feature_10,6,504,1,False,2023-09-17,False
12737,U-6f2030,S-8e701b,2023-02-26,feature_19,18,8802,0,False,2023-02-26,False
12738,U-25b460,S-78e1c6,2024-07-30,feature_6,6,1272,1,False,2024-07-30,False
12739,U-82a8e5,S-d6dc7a,2024-05-06,feature_8,6,2712,0,True,2024-05-06,False
12740,U-174a16,S-924925,2024-10-07,feature_27,4,2168,0,False,2024-10-07,False
12741,U-c1f320,S-4911f9,2024-08-25,feature_33,10,5850,0,False,2024-08-25,False
12742,U-5a658e,S-0bdf55,2024-10-20,feature_5,11,1771,0,False,2024-10-20,False
12743,U-88c696,S-4ad7b1,2023-08-30,feature_34,2,268,1,False,2023-08-30,False
12744,U-6fca7d,S-112733,2024-08-31,feature_20,11,1023,0,True,2024-08-31,False
12745,U-be3580,S-3e453b,2023-12-25,feature_23,13,104,4,False,2023-12-25,False
12746,U-6cc516,S-950c4e,2024-04-21,feature_16,7,1547,0,False,2024-04-21,False
12747,U-81af78,S-8f2b13,2023-02-17,feature_39,8,4304,1,False,2023-02-17,False
12748,U-4e8e0b,S-65d722,2023-02-17,feature_15,10,5310,0,False,2023-02-17,False
12749,U-095e3a,S-61d573,2024-12-22,feature_18,10,1790,0,False,2024-12-22,False
12750,U-22013e,S-34512a,2024-07-13,feature_24,10,1640,0,False,2024-07-13,False
12751,U-7257f0,S-d22c1d,2023-03-02,feature_19,6,2766,4,False,2023-03-02,False
12752,U-67b545,S-0fdcfe,2023-10-12,feature_20,13,4134,0,False,2023-10-12,False
12753,U-cf3eb9,S-7f9ce5,2023-08-03,feature_19,4,1588,0,False,2023-08-03,False
12754,U-978e35,S-987539,2024-05-07,feature_17,10,5870,0,False,2024-05-07,False
12755,U-bffdff,S-4206eb,2023-12-13,feature_37,14,1806,0,False,2023-12-13,False
12756,U-24c164,S-1d5f4e,2023-04-11,feature_6,6,114,0,False,2023-04-11,False
12757,U-9ee2dc,S-872bdd,2024-01-17,feature_9,9,1566,0,True,2024-01-17,False
12758,U-4f48c1,S-9d36ff,2024-10-02,feature_34,4,400,2,False,2024-10-02,False
12759,U-f860ec,S-58ccb4,2024-08-21,feature_23,9,5022,0,False,2024-08-21,False
12760,U-53203b,S-69b66d,2023-03-15,feature_11,15,3075,0,False,2023-03-15,False
12761,U-48705d,S-ed2593,2024-07-28,feature_34,12,5112,0,False,2024-07-28,False
12762,U-aed49a,S-7bcd95,2023-02-03,feature_33,7,3990,0,False,2023-02-03,False
12763,U-2f9f63,S-206227,2023-08-26,feature_10,11,2717,1,False,2023-08-26,False
12764,U-b4d4dc,S-615487,2023-04-14,feature_5,8,2056,0,False,2023-04-14,False
12765,U-a0dabb,S-c0352b,2023-12-03,feature_11,7,1267,4,True,2023-12-03,False
12766,U-c541c4,S-a61485,2023-09-28,feature_37,9,2682,0,False,2023-09-28,False
12767,U-1d7597,S-561d54,2024-04-05,feature_2,13,2847,0,False,2024-04-05,False
12768,U-dfd9cc,S-7685a3,2024-04-25,feature_26,7,3941,0,False,2024-04-25,False
12769,U-0612a4,S-44a7c3,2023-02-27,feature_6,10,2240,0,False,2023-02-27,False
12770,U-0364b6,S-2b4a26,2023-10-12,feature_31,12,720,4,False,2023-10-12,False
12771,U-7786c5,S-6102fe,2023-07-12,feature_4,14,7392,0,False,2023-07-12,False
12772,U-3a6f54,S-d97ff1,2023-10-27,feature_6,8,2312,1,False,2023-10-27,False
12773,U-3cf85c,S-b81c97,2023-08-17,feature_29,8,2968,0,False,2023-08-17,False
12774,U-890493,S-3909f9,2023-10-10,feature_22,6,1710,2,False,2023-10-10,False
12775,U-eb0417,S-22778a,2024-10-27,feature_8,12,5484,0,False,2024-10-27,False
12776,U-761f67,S-3a6a71,2024-10-18,feature_13,4,40,0,True,2024-10-18,False
12777,U-f4b159,S-70af60,2024-02-21,feature_22,13,3549,0,False,2024-02-21,False
12778,U-4b9084,S-2361ec,2024-04-11,feature_26,11,4202,1,True,2024-04-11,False
12779,U-a47531,S-6bdda7,2024-06-27,feature_6,12,4620,0,False,2024-06-27,False
12780,U-17f1e3,S-84dd93,2023-03-17,feature_27,15,6075,0,False,2023-03-17,False
12781,U-d03e47,S-55ef07,2023-12-10,feature_6,15,6810,0,False,2023-12-10,False
12782,U-0d3577,S-246f9c,2024-07-25,feature_25,11,2871,0,True,2024-07-25,False
12783,U-8ce730,S-fa05d7,2023-03-20,feature_14,11,4939,0,False,2023-03-20,False
12784,U-381636,S-ed4e09,2023-04-27,feature_31,9,900,1,False,2023-04-27,False
12785,U-fabcb4,S-8c9649,2024-05-10,feature_11,8,1456,0,True,2024-05-10,False
12786,U-574759,S-335e1e,2024-09-13,feature_19,9,3087,0,False,2024-09-13,False
12787,U-c73551,S-dc28c6,2023-04-12,feature_37,10,4200,3,False,2023-04-12,False
12788,U-94722e,S-531e3a,2023-03-25,feature_25,5,1465,0,False,2023-03-25,False
12789,U-7d8e9b,S-5313fa,2023-04-11,feature_36,10,200,0,False,2023-04-11,False
12790,U-66eecd,S-91c435,2023-10-02,feature_1,14,462,0,False,2023-10-02,False
12791,U-3c6306,S-3da8ee,2023-11-29,feature_15,7,3745,0,False,2023-11-29,False
12792,U-467667,S-2661dc,2024-11-11,feature_39,7,1988,1,False,2024-11-11,False
12793,U-bb3049,S-813cdc,2023-01-20,feature_30,12,4944,2,False,2023-01-20,False
12794,U-14594e,S-29b014,2024-12-13,feature_40,13,559,0,False,2024-12-13,False
12795,U-e32d90,S-55aa8a,2024-08-28,feature_35,9,3969,3,False,2024-08-28,False
12796,U-fa8f40,S-65b963,2024-08-12,feature_6,9,2124,2,False,2024-08-12,False
12797,U-18dae7,S-d11e9f,2023-04-18,feature_36,14,7224,2,True,2023-04-18,False
12798,U-b97bee,S-61e86c,2024-11-10,feature_34,9,4275,0,False,2024-11-10,False
12799,U-b92175,S-d6f31b,2023-03-20,feature_22,10,4630,0,False,2023-03-20,False
12800,U-480d48,S-987539,2024-12-11,feature_38,8,1024,0,False,2024-12-11,False
12801,U-8891ca,S-7863b1,2024-05-12,feature_5,5,2190,1,False,2024-05-12,False
12802,U-af8cc1,S-a3300f,2024-03-19,feature_31,11,605,0,False,2024-03-19,False
12803,U-c85515,S-2dc98b,2024-06-22,feature_28,12,5340,2,False,2024-06-22,False
12804,U-6ce0cf,S-eef92e,2024-07-13,feature_35,8,2736,0,False,2024-07-13,False
12805,U-14267a,S-9225ac,2024-03-11,feature_36,15,2805,0,True,2024-03-11,False
12806,U-55cbb7,S-3c0121,2023-07-26,feature_36,6,2286,0,False,2023-07-26,False
12807,U-d5a215,S-935e79,2024-11-01,feature_34,18,6822,0,False,2024-11-01,False
12808,U-983232,S-b633be,2024-09-18,feature_20,9,594,0,True,2024-09-18,False
12809,U-fb4a9c,S-d449e1,2023-12-12,feature_19,13,1170,0,False,2023-12-12,False
12810,U-71c909,S-26bf58,2023-01-19,feature_26,5,2655,1,True,2023-01-19,False
12811,U-5c15ae,S-fcbd92,2024-07-24,feature_22,6,576,0,True,2024-07-24,False
12812,U-c52469,S-36ee88,2024-07-10,feature_36,10,980,3,False,2024-07-10,False
12813,U-45a1f3,S-a900c2,2024-01-25,feature_32,8,4416,1,False,2024-01-25,False
12814,U-f51262,S-f1826f,2023-07-24,feature_18,8,4224,0,False,2023-07-24,False
12815,U-77e2f2,S-e32789,2024-07-26,feature_21,5,620,3,False,2024-07-26,False
12816,U-8871cd,S-628884,2024-09-21,feature_26,13,5538,4,True,2024-09-21,False
12817,U-1e1b9a,S-593787,2024-01-19,feature_30,11,1177,0,False,2024-01-19,False
12818,U-08d4ea,S-6b7487,2024-08-08,feature_21,6,1812,3,False,2024-08-08,False
12819,U-c4b685,S-721fea,2023-05-24,feature_13,9,909,3,True,2023-05-24,False
12820,U-c50534,S-e11cde,2023-10-22,feature_12,11,4389,0,False,2023-10-22,False
12821,U-ac1328,S-f132ab,2023-07-21,feature_40,11,4356,0,False,2023-07-21,False
12822,U-f3c551,S-2b2532,2024-09-25,feature_23,14,6678,0,False,2024-09-25,False
12823,U-5a7fed,S-ad26e3,2023-08-14,feature_40,16,5856,0,False,2023-08-14,False
12824,U-365b47,S-c855b0,2023-01-23,feature_3,9,1017,0,False,2023-01-23,False
12825,U-4ea24b,S-8d3495,2024-07-14,feature_19,9,3240,0,False,2024-07-14,False
12826,U-8439ff,S-c693b6,2024-10-02,feature_10,7,1239,0,False,2024-10-02,False
12827,U-7dab66,S-d31de5,2024-10-07,feature_4,7,1281,0,False,2024-10-07,False
12828,U-554482,S-30e0c1,2024-06-15,feature_29,10,5530,1,False,2024-06-15,False
12829,U-583b6d,S-0865f1,2023-02-15,feature_13,13,7215,1,False,2023-02-15,False
12830,U-95b5d8,S-ca0eb1,2023-10-30,feature_30,10,4060,0,False,2023-10-30,False
12831,U-ece266,S-2c270f,2023-10-09,feature_1,10,5920,1,False,2023-10-09,False
12832,U-5a14bb,S-111683,2024-12-16,feature_12,11,4807,0,False,2024-12-16,False
12833,U-0a4999,S-de9e50,2024-07-30,feature_11,13,2067,0,True,2024-07-30,False
12834,U-b6e14c,S-5d0f41,2024-08-04,feature_23,7,1484,0,False,2024-08-04,False
12835,U-5c232e,S-ac1f01,2024-03-12,feature_11,12,1512,0,False,2024-03-12,False
12836,U-469d66,S-e97b9f,2024-08-01,feature_36,3,1119,3,False,2024-08-01,False
12837,U-3b4888,S-a94f54,2023-07-05,feature_29,9,1233,0,False,2023-07-05,False
12838,U-b60183,S-ff93b5,2023-05-20,feature_3,9,4023,2,True,2023-05-20,False
12839,U-b3566d,S-8464b6,2024-04-19,feature_24,6,1710,0,False,2024-04-19,False
12840,U-098405,S-d914d8,2024-10-25,feature_1,12,4524,1,False,2024-10-25,False
12841,U-0892ed,S-2ebd06,2024-05-24,feature_14,12,252,0,False,2024-05-24,False
12842,U-09b67d,S-e768c6,2024-04-12,feature_21,9,2268,3,False,2024-04-12,False
12843,U-80035a,S-a19f87,2023-09-19,feature_24,10,670,0,False,2023-09-19,False
12844,U-f62d77,S-d5eae3,2024-12-21,feature_34,5,1065,0,False,2024-12-21,False
12845,U-d72219,S-2877e6,2024-02-15,feature_36,9,1323,1,False,2024-02-15,False
12846,U-96f215,S-f1778c,2023-09-24,feature_34,10,1300,0,False,2023-09-24,False
12847,U-baa8e7,S-a3dc1e,2023-02-22,feature_18,3,1791,0,False,2023-02-22,False
12848,U-b16435,S-92afb8,2024-05-14,feature_10,1,310,0,False,2024-05-14,False
12849,U-3383a2,S-4a8fda,2024-04-01,feature_40,13,1183,0,False,2024-04-01,False
12850,U-853105,S-07c0da,2023-03-13,feature_28,16,3552,0,False,2023-03-13,False
12851,U-67c1db,S-d91908,2024-12-11,feature_40,7,3780,0,False,2024-12-11,False
12852,U-f7440c,S-ceaca8,2023-02-06,feature_18,8,3704,0,False,2023-02-06,False
12853,U-8e2198,S-1f4db5,2023-01-02,feature_11,8,4384,0,False,2023-01-02,False
12854,U-454a29,S-466093,2024-07-24,feature_11,10,2230,0,True,2024-07-24,False
12855,U-9df117,S-66a834,2024-03-29,feature_37,7,3528,0,False,2024-03-29,False
12856,U-58f219,S-82989b,2024-07-28,feature_29,11,5412,1,False,2024-07-28,False
12857,U-e8f702,S-c317f9,2023-03-12,feature_21,9,1593,0,False,2023-03-12,False
12858,U-a7fef7,S-37a280,2024-12-03,feature_12,6,1668,0,True,2024-12-03,False
12859,U-dfdd84,S-23a6c5,2023-09-12,feature_6,14,700,0,False,2023-09-12,False
12860,U-aca32b,S-44c9ae,2024-09-27,feature_37,12,2724,3,False,2024-09-27,False
12861,U-ca8486,S-08a3d4,2023-04-07,feature_2,7,1568,0,False,2023-04-07,False
12862,U-8862d2,S-865af3,2024-04-28,feature_17,7,287,0,False,2024-04-28,False
12863,U-d4f96d,S-808668,2024-08-25,feature_12,10,3530,0,False,2024-08-25,False
12864,U-a94cf6,S-eccbe0,2023-05-31,feature_32,16,464,1,False,2023-05-31,False
12865,U-b307f2,S-ff5ff8,2024-06-11,feature_14,9,1035,0,False,2024-06-11,False
12866,U-d1b8f6,S-180ae3,2023-05-05,feature_35,13,871,0,True,2023-05-05,False
12867,U-b44d79,S-d747bc,2023-10-13,feature_13,9,315,0,False,2023-10-13,False
12868,U-357a8a,S-e3165d,2023-04-18,feature_20,5,2795,2,False,2023-04-18,False
12869,U-c4e2ab,S-099dbc,2024-10-19,feature_14,8,376,0,False,2024-10-19,False
12870,U-12081b,S-691d69,2023-11-11,feature_23,10,300,0,True,2023-11-11,False
12871,U-b3ef8c,S-6b0789,2023-05-16,feature_32,8,2968,0,False,2023-05-16,False
12872,U-1233ef,S-3c8e09,2024-07-11,feature_26,8,4280,4,False,2024-07-11,False
12873,U-78aada,S-507731,2024-07-21,feature_7,10,5100,2,False,2024-07-21,False
12874,U-aadcea,S-1da72c,2024-06-02,feature_36,11,3421,3,True,2024-06-02,False
12875,U-526ccc,S-4904cd,2024-11-02,feature_29,15,4035,0,False,2024-11-02,False
12876,U-3e1fe1,S-c62428,2023-06-09,feature_11,16,3184,0,False,2023-06-09,False
12877,U-a4944e,S-5aff5f,2024-07-04,feature_26,10,2650,3,False,2024-07-04,False
12878,U-d4874e,S-aaf1d0,2023-12-09,feature_1,4,1260,0,False,2023-12-09,False
12879,U-e258e2,S-12f05a,2023-10-13,feature_30,6,600,0,False,2023-10-13,False
12880,U-f55e1e,S-0d8cfd,2023-10-27,feature_9,10,4010,3,False,2023-10-27,False
12881,U-7cc621,S-c021c2,2024-07-11,feature_35,13,4030,0,False,2024-07-11,False
12882,U-074921,S-6587d8,2024-02-22,feature_28,8,728,0,False,2024-02-22,False
12883,U-df82ed,S-8ec197,2023-10-04,feature_23,5,155,0,False,2023-10-04,False
12884,U-5b634d,S-82484b,2023-03-13,feature_28,11,473,0,False,2023-03-13,False
12885,U-994e7e,S-b250cc,2023-06-10,feature_18,17,2074,0,False,2023-06-10,False
12886,U-c36fd5,S-a0e1dc,2023-04-18,feature_7,11,4664,0,True,2023-04-18,False
12887,U-5ac541,S-a14f63,2024-04-12,feature_26,11,2057,0,False,2024-04-12,False
12888,U-b59def,S-a88726,2023-01-24,feature_38,4,1656,1,False,2023-01-24,False
12889,U-701a9d,S-9a44ec,2024-02-23,feature_12,6,594,1,False,2024-02-23,False
12890,U-d12f02,S-04d260,2024-07-28,feature_18,15,7275,0,False,2024-07-28,False
12891,U-895b44,S-462547,2023-01-20,feature_11,11,583,1,False,2023-01-20,False
12892,U-11dca9,S-92a38d,2023-07-19,feature_5,7,2268,0,False,2023-07-19,False
12893,U-c5d04e,S-260d1e,2023-02-05,feature_38,17,2346,0,False,2023-02-05,False
12894,U-95bf87,S-d20d7c,2023-09-21,feature_14,10,1910,0,False,2023-09-21,False
12895,U-a201f3,S-fcbd92,2024-01-01,feature_20,8,72,0,False,2024-01-01,False
12896,U-1cb4a7,S-37b6b2,2024-03-22,feature_34,6,2424,0,False,2024-03-22,False
12897,U-740d40,S-ea3c2c,2023-06-01,feature_37,7,2856,0,False,2023-06-01,False
12898,U-fc9e32,S-5c631b,2024-12-25,feature_32,12,2184,0,False,2024-12-25,False
12899,U-4d61df,S-455183,2024-04-13,feature_9,11,5588,2,False,2024-04-13,False
12900,U-8696ed,S-a80511,2023-03-11,feature_34,12,6876,2,True,2023-03-11,False
12901,U-89e61f,S-a3455c,2024-05-17,feature_3,10,4490,0,False,2024-05-17,False
12902,U-0ce20e,S-fa7c1a,2023-11-13,feature_18,5,2015,3,False,2023-11-13,False
12903,U-51e493,S-1e15d1,2023-01-18,feature_14,17,7786,0,False,2023-01-18,False
12904,U-779f82,S-d6cffe,2023-10-22,feature_23,12,5892,0,False,2023-10-22,False
12905,U-9f1c3a,S-8f7c91,2024-08-13,feature_40,11,913,0,False,2024-08-13,False
12906,U-603af5,S-b12284,2024-11-27,feature_31,7,1463,0,False,2024-11-27,False
12907,U-79753b,S-cd4d67,2024-12-16,feature_10,6,480,0,False,2024-12-16,False
12908,U-389c78,S-6c9763,2023-05-29,feature_6,10,1060,0,False,2023-05-29,False
12909,U-0e56a3,S-cb38be,2023-01-26,feature_30,7,4032,0,False,2023-01-26,False
12910,U-e67b7a,S-6ed77d,2023-08-25,feature_28,10,3940,3,False,2023-08-25,False
12911,U-6c7f74,S-f973d4,2024-09-03,feature_9,16,240,0,False,2024-09-03,False
12912,U-3f6a0e,S-be3ff6,2023-02-28,feature_13,13,6955,1,False,2023-02-28,False
12913,U-a9e6f1,S-f9b1d0,2024-07-31,feature_19,7,1274,0,False,2024-07-31,False
12914,U-a47289,S-47048b,2023-04-28,feature_15,8,2208,0,False,2023-04-28,False
12915,U-198b9f,S-da164e,2023-11-01,feature_32,6,378,0,False,2023-11-01,False
12916,U-259165,S-aeec81,2024-11-14,feature_20,10,5870,0,False,2024-11-14,False
12917,U-9f34b3,S-276d44,2023-05-12,feature_9,9,2943,0,False,2023-05-12,False
12918,U-c7040b,S-78c894,2023-04-10,feature_27,7,2114,0,False,2023-04-10,False
12919,U-751d14,S-d9ad28,2023-01-29,feature_18,7,3626,0,False,2023-01-29,False
12920,U-339ec5,S-9b5676,2024-01-04,feature_11,8,2192,0,False,2024-01-04,False
12921,U-054ce3,S-f60667,2023-09-30,feature_15,10,2920,0,False,2023-09-30,False
12922,U-d649a1,S-d735d1,2024-03-15,feature_20,12,5076,0,False,2024-03-15,False
12923,U-fbe40a,S-bbd26a,2023-08-12,feature_39,10,4970,3,False,2023-08-12,False
12924,U-f0a00c,S-2e7756,2024-05-27,feature_3,11,1067,0,False,2024-05-27,False
12925,U-0d1047,S-e73303,2023-02-15,feature_25,7,1519,0,False,2023-02-15,False
12926,U-03b02e,S-5b58b1,2023-12-29,feature_32,6,2220,0,False,2023-12-29,False
12927,U-4c417f,S-66a834,2024-09-19,feature_31,17,4828,1,False,2024-09-19,False
12928,U-1ce49b,S-712e69,2024-04-23,feature_21,6,2514,0,False,2024-04-23,False
12929,U-eee8f2,S-9b8167,2023-12-31,feature_27,10,2920,0,True,2023-12-31,False
12930,U-3e52c6,S-012b26,2024-11-06,feature_28,12,6144,0,False,2024-11-06,False
12931,U-4683c4,S-e477e9,2024-02-11,feature_29,11,2926,0,False,2024-02-11,False
12932,U-d85a05,S-0fc73c,2023-04-06,feature_15,6,1884,1,False,2023-04-06,False
12933,U-1dde4f,S-778307,2023-04-16,feature_26,8,2320,2,False,2023-04-16,False
12934,U-793599,S-121b4d,2023-08-06,feature_11,10,3130,0,False,2023-08-06,False
12935,U-f568cd,S-150c71,2023-06-15,feature_8,9,3942,0,False,2023-06-15,False
12936,U-e7fd3f,S-574b52,2023-12-28,feature_13,5,720,0,False,2023-12-28,False
12937,U-384754,S-934bd4,2023-10-21,feature_9,11,1397,0,False,2023-10-21,False
12938,U-8b47c8,S-0185ce,2024-02-13,feature_7,18,324,3,False,2024-02-13,False
12939,U-acdcea,S-ca0c98,2023-10-18,feature_37,9,4779,0,False,2023-10-18,False
12940,U-78b906,S-921f19,2023-11-19,feature_40,9,432,0,False,2023-11-19,False
12941,U-832beb,S-a14f63,2023-12-09,feature_33,10,1070,0,False,2023-12-09,False
12942,U-631936,S-c92850,2023-07-16,feature_28,13,4927,0,False,2023-07-16,False
12943,U-cb7720,S-f32440,2023-10-27,feature_26,8,4800,0,False,2023-10-27,False
12944,U-4cdfb0,S-863c87,2023-11-27,feature_39,4,368,2,False,2023-11-27,False
12945,U-0f1488,S-d98caa,2023-08-21,feature_31,14,5978,0,False,2023-08-21,False
12946,U-365acd,S-f71bb0,2023-07-29,feature_40,12,5676,0,False,2023-07-29,False
12947,U-410cbd,S-522a6f,2023-02-03,feature_3,11,3663,1,False,2023-02-03,False
12948,U-c5f5e7,S-f3c329,2024-07-05,feature_14,7,1862,0,False,2024-07-05,False
12949,U-98725f,S-bd9394,2023-01-18,feature_35,13,715,1,False,2023-01-18,False
12950,U-776db8,S-9ac7cb,2024-01-02,feature_3,6,2064,0,False,2024-01-02,False
12951,U-076c61,S-abff7d,2024-11-04,feature_14,10,3360,1,False,2024-11-04,False
12952,U-7c13b6,S-02a3aa,2024-01-17,feature_8,11,2409,0,False,2024-01-17,False
12953,U-eb8c52,S-aede24,2023-10-09,feature_3,8,1064,0,False,2023-10-09,False
12954,U-80feb2,S-6d9705,2023-11-02,feature_12,10,1570,0,False,2023-11-02,False
12955,U-b0570a,S-f7b0e0,2024-11-12,feature_36,8,2760,0,False,2024-11-12,False
12956,U-6c7228,S-a648e7,2023-11-26,feature_1,6,1200,0,False,2023-11-26,False
12957,U-24c2ab,S-3b29ea,2023-05-29,feature_7,11,4103,0,False,2023-05-29,False
12958,U-33da3d,S-ac6547,2024-08-10,feature_23,7,4151,0,False,2024-08-10,False
12959,U-fb966c,S-3ceff3,2024-08-07,feature_12,10,2790,1,False,2024-08-07,False
12960,U-edcf43,S-924925,2024-09-14,feature_29,10,1180,2,True,2024-09-14,False
12961,U-eabf17,S-7d66fb,2024-02-05,feature_22,7,2345,1,False,2024-02-05,False
12962,U-a331ad,S-9210e7,2024-01-24,feature_3,11,1375,0,False,2024-01-24,False
12963,U-874706,S-5ddeef,2023-03-30,feature_7,9,4374,0,False,2023-03-30,False
12964,U-393d8a,S-51c0d1,2023-07-29,feature_9,8,4528,1,False,2023-07-29,False
12965,U-f3f480,S-e052d8,2024-11-17,feature_16,7,1113,0,False,2024-11-17,False
12966,U-98ee71,S-decbf7,2023-07-25,feature_35,5,1045,0,False,2023-07-25,False
12967,U-e1672e,S-8464b6,2023-03-14,feature_19,6,1668,0,False,2023-03-14,False
12968,U-3c1c52,S-5a6941,2024-04-26,feature_38,7,1148,0,False,2024-04-26,False
12969,U-4194e8,S-51924b,2024-11-01,feature_27,14,4914,1,False,2024-11-01,False
12970,U-8d8180,S-8f7c91,2023-11-16,feature_35,17,2176,0,False,2023-11-16,False
12971,U-3770c4,S-de3416,2023-04-12,feature_19,12,5076,0,False,2023-04-12,False
12972,U-af6102,S-69a2d8,2024-05-25,feature_12,9,3537,0,True,2024-05-25,False
12973,U-f5989d,S-b15faf,2023-05-02,feature_32,7,1715,0,True,2023-05-02,False
12974,U-d3d777,S-1526b7,2023-01-15,feature_12,5,650,0,False,2023-01-15,False
12975,U-d2a4f6,S-93592e,2023-08-02,feature_35,6,1608,1,False,2023-08-02,False
12976,U-74dbb7,S-a3ab14,2023-02-12,feature_14,9,3384,0,True,2023-02-12,False
12977,U-6b716e,S-890baf,2024-10-04,feature_38,7,2877,0,False,2024-10-04,False
12978,U-e74be0,S-da3b68,2023-08-18,feature_6,13,2704,0,False,2023-08-18,False
12979,U-c2cf79,S-7f7e38,2023-06-05,feature_8,6,1272,0,False,2023-06-05,False
12980,U-f6ef2c,S-f0ad87,2023-07-09,feature_20,11,2277,0,False,2023-07-09,False
12981,U-3e8d2c,S-85c06f,2024-12-26,feature_25,17,6681,0,False,2024-12-26,False
12982,U-69765b,S-e874c1,2023-05-12,feature_39,12,1416,0,False,2023-05-12,False
12983,U-cdc5fc,S-6cdfb7,2024-12-12,feature_25,12,2244,3,False,2024-12-12,False
12984,U-cfc34b,S-33eb1d,2023-12-09,feature_15,5,1435,3,False,2023-12-09,False
12985,U-254439,S-f29e7f,2023-01-15,feature_25,8,56,2,False,2023-01-15,False
12986,U-c7da4e,S-f6cd70,2023-10-26,feature_27,8,960,0,False,2023-10-26,False
12987,U-f5c2f2,S-7d2c1b,2023-01-10,feature_22,13,7423,4,False,2023-01-10,False
12988,U-d4335d,S-f9ec8f,2024-09-02,feature_36,11,3223,0,False,2024-09-02,False
12989,U-f7e83a,S-2f2ba3,2024-04-07,feature_24,10,2300,1,False,2024-04-07,False
12990,U-8363bf,S-ab06f4,2024-03-11,feature_4,15,495,0,False,2024-03-11,False
12991,U-f3b446,S-c27e9c,2023-10-31,feature_34,8,928,0,False,2023-10-31,False
12992,U-2ca399,S-f4dc54,2024-12-02,feature_13,6,2298,1,False,2024-12-02,False
12993,U-a0a365,S-820711,2023-08-05,feature_16,11,4873,0,False,2023-08-05,False
12994,U-cc410c,S-5da1b8,2023-03-06,feature_29,7,2541,0,False,2023-03-06,False
12995,U-2ff9bc,S-8c61f4,2024-05-28,feature_2,16,128,0,False,2024-05-28,False
12996,U-9bfc29,S-7eb81c,2024-11-10,feature_23,7,2800,1,False,2024-11-10,False
12997,U-f627b3,S-c26c22,2024-07-02,feature_10,7,2443,4,False,2024-07-02,False
12998,U-963590,S-d7163c,2023-09-25,feature_33,12,2988,0,False,2023-09-25,False
12999,U-e4c148,S-15afd8,2024-03-12,feature_36,6,2334,0,False,2024-03-12,False
13000,U-9dfda4,S-afc545,2023-05-25,feature_13,13,4589,0,False,2023-05-25,False
13001,U-1fc4fd,S-79e254,2024-05-13,feature_40,8,56,0,False,2024-05-13,False
13002,U-e36ade,S-dcde3f,2023-01-05,feature_31,11,2365,3,False,2023-01-05,False
13003,U-9df6cb,S-3503cb,2024-12-20,feature_39,9,612,1,True,2024-12-20,False
13004,U-302e3d,S-c48d0d,2023-05-11,feature_37,13,3393,1,False,2023-05-11,False
13005,U-08576f,S-b4b084,2023-11-18,feature_25,7,1813,0,False,2023-11-18,False
13006,U-e42fea,S-f30a79,2024-03-12,feature_26,4,1828,2,False,2024-03-12,False
13007,U-60884b,S-3673f2,2023-04-11,feature_14,6,2514,1,False,2023-04-11,False
13008,U-1dfb33,S-8b486a,2024-12-07,feature_34,9,3699,0,False,2024-12-07,False
13009,U-905c50,S-991f61,2023-07-29,feature_35,7,4172,0,False,2023-07-29,False
13010,U-5e947d,S-270a4e,2023-12-09,feature_20,13,6578,0,False,2023-12-09,False
13011,U-0346c5,S-3c0121,2023-05-01,feature_6,6,1140,0,False,2023-05-01,False
13012,U-fc03f2,S-891eb4,2023-10-22,feature_13,10,3720,0,False,2023-10-22,False
13013,U-7a680b,S-617065,2023-07-15,feature_40,9,2133,0,False,2023-07-15,False
