...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,post_release,usage_pk
9334,usa%ge_9334,S-937#207,1970-01-20,fea(ture_3,6,1979,0,FALSE,FALSE,id-RgCHWN
9335,@usage_9335 ,S-#42daaa,1970-01-21,feature_2,12,4566,2 ,FALSE,NA,-id-xS_ZC.cs
9336,us#a#ge_93_36,S-869978,1970-01-21,feature_17,NA,NA,NA,FALSE,FALSE,id-buFdWE
9337 ,(usage_#9337,S-(7ff88c,1970-01-20,f#eature_7,8,1613,0,FALSE,FALSE ,id&-uMaffv
9338,.usage_-9338,S-2636a7,1970-01-20,f#eature_12,9,703,0,NA,FALSE,id-FkUdN(p 
9339,usage_9339,S*-+f.1778c,1970-01-20,fea)ture_3&7,17,3870,0,FALSE,NA,!id-^tpee#Uj
9340,usage_9340,S-4#b7873,1970-01-21,feature_28,9,1041,1,NA,FALSE,id-fXQZdt
9341,usage_(93^4.1,NA,NA,feature_16,10,2700,0,NA,NA,id-fZALqo
NA,usage_9342,s-18f829,1970-01-21,NA,10,3627,0,false,false,id-imlzed
NA,usage_9343,_S-.f$18)0#b5,1970-01-20,feature_17 ,7,4730 ,0,FALSE,NA,id-X&vQctD 
9344 ,usage_@9344,s-d26bbf,1970-01-20,feature_24,15,9364,0,false,false,id-tbaeqa
9345,NA,S-64d514,1970-01-20,feature_30,7,NA,2,FALSE ,FALSE,id-(K$n!vjrz
9346 ,+usa_ge_9346,S-e!c690c,1970-01-20,featu(re_)19,11,1986,0,FALSE,FALSE,id@-jiVY%Z#o
9347,usage&_9347,NA,1970-01-21,featu#re^_4,4,738,0,NA,false,id-afk&vmi
9348,usag+e_9!348,NA,NA,f!eatu!re#_38 ,11,3007,1 ,FALSE,FALSE,(id-EFT_JnX
9349,usage_9349,S-f^0d2f-d,1970-01-20,fea(ture_22,15,525,0,FALSE,FALSE,id--VMDLIJ 
9350,usag#e_(9350,)S-d07@886,1970-01-20,f*eatu+re_!3(9,14,2636 ,0,FALSE,FALSE,NA
9351,usage_9351,S-&9917a2 ,1970-01-21,feat-ure_39,11,1692 ,1,FALSE,FALSE,id-DwJC^kD
9352,usage_9352,S-61&d573,1970-01-20,feature._40,8,3769,0,FALSE ,FALSE,id-VerxHU
9353,us@age_935^3,S-444c6a,1970-01-20,feature_2,4,581,NA,FALSE,FALSE,id-j.FFaFw
9354,usage_9354,S-332@0)0e,1970-01-20,feature_15,13,7853,0,FALSE,FALSE,id-LHKu$jW
9355,usage_9355,S-!06#fb6f,1970-01-20 ,NA,NA,3735 ,0,FALSE,FALSE,id$-kTgssc
9356,usage_)9356,S-f40*97a,NA,#fea!t_ure_33,12,1905,2,FALSE,FALSE,id-sYhmHX
NA,usa%ge_9357,S-76*b06c,1970-01-20,feature_14,14,3451,0,FALSE ,FALSE,id-hNde.fW
9358,NA,S-dbcf87,1970-01-20,feature_19,7,1310 ,0,NA,NA,id-bI^j_TSa
NA,usage_9359,S-68%4915,1970-01-20,_feature_2&5,11,1774,0,FALSE,FALSE,#id-oIHsrd
NA,NA,S-$b17d^04,1970-01-20,feature_9,10,1308,2,FALSE,FALSE,^id-vJoEm)g
9361,NA,S-dfbd79,1970-01-20,featur#e_#1&5 ,11,7287 ,3,NA,FALSE,*id-+WfXJuw
9362 ,^usage_93#6*2,S-27c00d,1970-01-21,^fea(ture_6,11,1084,0 ,FALSE,FALSE,id-YPOpLh
9363 ,usage_*93_63,S-d71fe9,1970-01-20,feature_11 ,17,5565,0 ,FALSE,FALSE,id-dkTzQi
9364,u%sage_9364,S-00(fcc5,1970-01-20,#feat%u&re_19,10,366,0,FALSE,FALSE ,id-WKEHcN
NA,u.sa$ge_9_365,S-5281ee,1970-01-20,feature*_34,8,1200,NA,FALSE ,NA,id-Qcxn%AK
9366 ,usage_9366,S-5bde76,1970-01-20,featu(re_18,7,2261,0,TRUE,FALSE,id-qarfqH
9367 ,+usage_9367,S-1*8b1f9,1970-01-21 ,featu@re_16,7,918,1,FALSE,FALSE ,id-_uR*Ubuo
9368,usage_9368,S-%6b7487,1970-01-20,feature_33,6,1706,4 ,FALSE,FALSE,id(-OIek-Tu
9369,usage_9369 ,*S-0b8b0-c,1970-01-20,feature_3^0,9,4824,0,FALSE,FALSE,NA
9370,usage_937^0,S-67965d,1970-01-20,feature__27,9,1062,1,FALSE,FALSE,id-ILPAOv
NA,usage_9371,S-8-ca&9f0 ,1970-01-20,)feature_14,10 ,NA,0,FALSE,FALSE,id-MZtzuS
9372,usage_9372,NA,1970-01-20,feature_8,11,3193,0 ,FALSE ,FALSE,id-zbtn$ea
9373,usage_9373,S-24ecbf ,NA,featu.r$e_38,7 ,334,0,FALSE,NA,id-J#kMi^xv
9374,usage_9374,S-8ed780,1970-01-20,featur#e_6 ,8,2247,1,FALSE,FALSE,i(d-O-lEeVl
9375,USAGE_9375,S!-631)547 ,1970-01-20,FEATURE_@26,11,3519,2,FALSE,FALSE,I)D-VJHFY-P
9376,usage_9376,(S-e052d8,1970-01-20,f-eature_2-1,13,7926,0,FALSE,NA,id-XiIqwF
9377,NA,S-3da8*ee,1970-01-20,feat.ure_37,10,2430,0,NA,FALSE,id-yZRuRd
9378,usage_*9378,S-94c!fff ,1970-01-20,#f^eature_34,14,3715,0,TRUE,FALSE,id-fEIcXu
9379,usag(e_9379,S-3af70e ,NA,NA,NA,4805,0,FALSE,FALSE,NA
9380,)usage#_9380,S-941e0f,1970-01-21,fea*tu)r(e_2@0,13,6019,0,NA,NA,id-w&DerBD
9381,usage-_9381,S-e09e04,1970-01-20,fea.ture_3,14,4900,0,FALSE,FALSE,id-tYcPeu
9382,+usage_9382,s+-2081!2a,1970-01-20,$fe#ature_12,13,3316,NA,NA,false,id-rxae&ht 
9383,usage_)9383,S-a09e*70,1970-01-20,featur_e_38,7,NA,NA,FALSE,FALSE ,id$-.fpPYae
9384,usage%_9384,S-8)cf2%ef,1970-01-21,feat)u.re_37,11,2421,0,FALSE,FALSE,id-XzGn+TK
9385,usage_9!385,NA,1970-01-20,feature_9 ,9,4660,NA,TRUE,FALSE,%id-lKOZyo
9386,NA,S-1b0848,1970-01-20,feat!ure._5,14 ,3282,0,FALSE,FALSE,id-pdWN)wX
9387 ,usage_9387,S-1b6+221,1970-01-20,feature_25,9 ,1709,0 ,FALSE,FALSE,id-(IMCWyn
9388,usage_9388,S-f11653,1970-01-20,f!e.ature_21,NA,152 ,1,FALSE,FALSE,id-yX@Qj&HU
NA,u(sage_9389,.S-9a%c+7cb,1970-01-20,feature_18,17,6520,0,FALSE,FALSE,id-#Cd#JC$MR
NA,u#sage_9390,S-0+b62cc,1970-01-20,feature_1!0,11,2264,NA,FALSE,FALSE ,id-rZZw)Na
9391,USAGE_9&39%1,S-7E09!C4,1970-01-20,FEATUR.E_1,9,639,1,TRUE,FALSE,ID-BE*QLVZ 
9392,usage_9!392,NA,1970-01-21,%featu(re_17,12,4334 ,0,FALSE,FALSE,id-cMlp(Kp 
9393,us.a$ge%_9393,S-fcbd92,1970-01-20,featu@re_12 ,16,8222,0,FALSE,FALSE,id-xPwAti
9394,usage_#9394,S-911b0a,1970-01-21,feature_26,NA,2824,0,FALSE,FALSE,id-@FRIFqw
9395,usage_9395,$S-%bb1a91,1970-01-20,f(eature)_1,9,NA,0,FALSE,FALSE,)id-tWIRTu
9396,usage_9396,S-eae806,1970-01-20,featur&e_15 ,9,4261,0 ,FALSE,FALSE,NA
9397,USAG#E_9397,S-3%F00DC,1970-01-20,FE-ATU+RE_25,11,1130,0,FALSE,FALSE,NA
9398,u*sage_9398,S-8eb95+5,1970-01-20 ,f-eature_1,9,4914,0,TRUE,FALSE,id-HR_OPaE
9399,%usage_9399,S-3ae8d8,1970-01-21,feature_24,10,5822,4 ,FALSE,FALSE,NA
9400,usage_9400,S-10@a%b8d,1970-01-20,fe&ature_22,14,1895,0,FALSE,FALSE,id-^qLSOTq
9401,usage_9401,s-ed76ff,1970-01-20,fe^ature_22,16,2977,0,false,false,id-ochg*sg
9402,usa!g#e_-9)40+2,NA,1970-01-20,featur!e_19,17,9246,0,FALSE,FALSE,id-HpNaaQ
9403,&usage_9%403 ,S-d#1dbf7,1970-01-20,feature__4,11,3142,0,FALSE ,FALSE,id-BAmIqa 
9404,usage_940-4 ,S@-19cb09,1970-01-21,$feature#_.23,12,1662,1,FALSE,NA,NA
9405,us.age_.940@5,S-3&ae7af,1970-01-20,feature_1%3 ,16,NA,0,FALSE,FALSE ,id-yXAR@oL
9406,NA,S-ce61e0,1970-01-20,&featur.e_23,10,2797,NA,NA,NA,id--GUXvsk
9407,usa)ge_9$40+7,NA,1970-01-20,feature_12,14,3800,0,FALSE,FALSE,id-vkNFoF 
9408,^USAGE_-9408,S-0036(47,1970-01-20,FEATURE_20 ,NA,8302,0,FALSE,FALSE,ID#-LGZWBW
NA,us.age^_9^409,S-c14f9#7,NA,feature_38,NA,NA,0 ,FALSE,FALSE,id-W(xeNI_a
9410,usage_9410,S-7fbc53,1970-01-20,feature_13,8 ,2274,1,FALSE,FALSE,id-AnOzfU
9411,usa-ge_9411,S-da198f ,1970-01-21,feature_24,8,4221,0,FALSE,FALSE,id-rPldNI
9412,usage_9412,S-d9eb73,1970-01-20,NA,NA,3380,2,FALSE,FALSE,id-AXeEva
9413,u!sage_94(1-3,S+-db@7c1d,NA,featu#r*e_39,8,4839,0,FALSE,FALSE,id-gv(NdXQ
NA,usage_9414,S-8$ba+96_c,1970-01-20,(feature_3@3,NA,346,4,FALSE,FALSE,id-co!Dt(wU
9415,usag&e_94_15,S-55aafd,1970-01-20,f!eature_38,6,6507,0,FALSE,FALSE,i$d-a*wyZKD
9416,usage_(9+416,S-!5f.9a67,1970-01-20 ,featur&e_12,9,NA,0,FALSE,FALSE,id-$yqkSBW
9417,usage_9417,S-82&484.b,1970-01-20,feature_18,10,4689,NA,FALSE,FALSE,id#-jhFhWF
9418,us(age_9418,S-3359*8f,1970-01-20 ,f)eature_23 ,13,2440,0,FALSE ,FALSE ,@id-Wyp-EtB
9419,usage_9419,S-1$b8454,1970-01-21,feature*_2,8,2114,NA,FALSE,NA,id-NNbVWp
9420,usage@_9420,S-bc2633,1970-01-20,NA,9 ,2199,1,FALSE,FALSE,id-uPBhjb
9421,usag_e*_9421,S-)8dd@1cf,1970-01-20,fe.atur%e_40,13,4095,1,FALSE,FALSE,id-EqteP^E
9422,usage_9422,NA,1970-01-20,NA,8,1625,2,FALSE,FALSE,NA
NA,u-sage_9423,S-0a1$5fa,1970-01-20 ,feature_23,16,5741,0,NA,FALSE,NA
9424,NA,S-$035#9cf,1970-01-20 ,feature_$36,11,NA,2,FALSE,FALSE,i.d.-FkDQpT
9425,@usage_94)25,S-b33593,NA,feat_ure&_27 ,13,2146,0,FALSE,FALSE,id-i(h^TBsY
9426 ,us&age_9426,S-050a91,1970-01-20,featu%re_%39,18,7890,0,FALSE,FALSE,NA
9427,u+sage_9427,s@-13a948,1970-01-20,.feat.ure_@32,10 ,1238,0,false,false,id(-gac#fsn 
9428,usage_9428,S-&59c5d7,1970-01-20,feature_21,10,2395,0,FALSE,FALSE,id-ulAv(Ak
9429,usa!ge_9429,-S-a%53e06,1970-01-21,feature_11,5,685,3,NA,NA,i&d-ioDPRl
9430,usage_9+430,S-6485d5,1970-01-20 ,feat(ure_-13,10,3313,1,FALSE,FALSE,id-EgpMBb
9431,usage_9431,S-3ba19e,1970-01-20 ,feature#_5 ,15,6601 ,0,FALSE,FALSE,id$-LUeiYg
9432,usage_9432,S#-ff2761 ,1970-01-21,feature_27,9,1055,0,FALSE,NA,id-vCkbGL
9433,$us!age_9433,S-afed2d ,1970-01-20,NA,19,5066,1,FALSE,FALSE,id$-mnIOOO
9434,usa_ge_9434,!s&-2aa395 ,1970-01-20,featu@re_1+5,9,1135,0,false,false,id-&sl!nfte
9435,usage_9435,S-6(5dbf3,1970-01-20,fea-ture_@11,13,3926,0,FALSE,FALSE,i!d-zDGaKo
9436,usage_9436,S-3c#e79c,1970-01-21,fea_ture_9 ,7,4147,0,FALSE,FALSE ,id-WLtTRd 
9437,@u%sage_9437 ,S-632acf,1970-01-20,NA,14,4339,0,FALSE,FALSE,id-(WbzKGY
9438,usage_9438,S-46b63b,NA,^fea.ture_&26,9,NA,0,NA,FALSE,id-zVXx+Cg
9439 ,u*sage_943(9,!S-03a5b0,1970-01-20,feature+_12,17,4353,0,FALSE,FALSE,$id-M.rZp$p%n
9440,u_sage_9+4%40,s-1a2f35,1970-01-20,feature_22,13,3806,0,false,false,id-qcznwq
9441,(usage_9441,NA,1970-01-20,fea)tu.re_33,18,10299,0,TRUE,FALSE,^id-risbM!n
NA,usage_9442,S-a2cd6a,1970-01-21,fea)tu$re_7,9,519,1,FALSE,FALSE,id-C+VBzpl
9443,&usage_9443,S-c62bb7,NA,feature_26,NA,4053,4,FALSE ,FALSE,id-vygKRn
9444,usage_9444,S-#6c969^d,1970-01-20,feature_8 ,10,6106 ,0,FALSE,FALSE,id-whYPu)T
9445 ,*usa#ge_9445,S-aaed)3e,1970-01-20,featur@e_2&2,9,5747,0,FALSE,FALSE,NA
NA,usage_9446,S-2c3d7d ,1970-01-21,fea.ture_(37,9,739,1,FALSE,FALSE ,id-QFgxv@F
9447,NA,S-f690e0,1970-01-20,&feature_11 ,8,3644,0,FALSE,NA,NA
9448,.usage_9448,!S_-&70b_1cf,1970-01-20,feature_21,17,3253,0,NA,FALSE,id-PqKKFa
9449 ,us*a!ge_9449,*S-1e8^c9!e,1970-01-21,fe!ature_1*1,10,5422 ,0,FALSE,FALSE,NA
9450,usage_9450,S-7cc0ec,NA,NA,7,2898,NA,FALSE,FALSE,id-xolSNO
9451,usage_945&1,S-a36*a36,1970-01-20,feature_28,6,1278,0,FALSE,FALSE,id-znVl_rn
9452,usa#g^e_9452 ,S-81fe83,1970-01-20,featur(e_25,NA,64,NA,FALSE,FALSE,)id-UgawI@q
9453 ,usa*g#e+_945%3,S-97bc99,1970-01-20,&featur(e(_27,18,975,1,FALSE,FALSE,id-kWsukj
NA,usage_9454,NA,1970-01-20,)feature_37,9,1886,0,FALSE,FALSE ,id-Y*boNcd
9455,usag+e_9455,S-2c4909,NA,feature_4,7,64,0 ,FALSE,NA,id-giXcxq
9456,usag.e_9456,S-a16038,1970-01-20,feature_14,12 ,NA,0,FALSE,FALSE,id-+PxcLV#K
9457 ,usa^ge_945&7,S-(be828b,1970-01-20,_feature_37,17,3435,0,FALSE,NA,id-Pb*oDaM
9458,usa_ge__9458,S-41871d,1970-01-20,feature_37,17,3841,0,FALSE,FALSE,id-H^xFVhm
9459,u-s.ag.e_94^59,S-2&245c*0,1970-01-20,feature_22,17,7418,0,FALSE,FALSE ,_id-hIeKe&Z
9460,USAGE_9)460,S-EAF2E2,1970-01-20,NA,4,1092,0,FALSE,FALSE,NA
NA,us#age_9461,S--ac01fb ,1970-01-20,fe.ature_)13,5,6202,0,FALSE,FALSE,id-SyyCVM
9462,usage_94&62,^S-c3cb12,1970-01-20,feature_#12,7,2148,0 ,FALSE,FALSE,id-BatfrW
9463,USAGE_9463,+S-C65456,1970-01-21,FEAT#URE-_33,11,6734,NA,FALSE,FALSE,ID-NB@NQUA
9464,usage_9464,S-1ccdd4,1970-01-20,featur%e_28,12,6507,0,FALSE,FALSE,i%d-ErtCah
9465,usage_9*465,S-695.6dc,1970-01-20,feat#ure$_2%8,9 ,NA,0,TRUE,FALSE ,id-^vfvjin
9466,usage@_9466,S-(57800a,1970-01-20,feature+_4,15,7398 ,0,FALSE,FALSE,id-LtZiyC
9467,usage_9467,S-cdd28^1 ,1970-01-21,feat$ur(e_5,15,5335 ,2,FALSE,FALSE,id@-t_dnPpu
9468,usage_9468,S-a330@0f ,1970-01-20,fea-t+ure_20,16,NA,1,TRUE,FALSE,id-q^do%X(oL
9469,usage)_9469,S-f0e458,1970-01-20,f^ea(ture_22,7,NA,1,TRUE,FALSE,NA
9470,usage_9470,S-!41d7(41,NA,feature_38,8,1927,0,FALSE,NA,&id-xOUvhp
9471,usage_9471,S-f1a_a04,1970-01-21,feature_15 ,10,5241,0,TRUE,FALSE,id-gGwRXe
9472,usage_947$2,S-@56#12^2a,1970-01-20,f(eature_&21,NA,3227,NA,FALSE,NA,id-YDp)BlJ
9473 ,usage_94&7(3,S-3d7bed,1970-01-20,feature_35,NA,113 ,NA,FALSE,FALSE,id-FyK$Cos
9474,usage_9474,S-62af-97 ,1970-01-20,f_eature_38,10,3789,0,FALSE,NA,id-GqmaOi
9475,usa_ge_9475,S-001561,1970-01-20,fe#ature._37,11,2854,0,FALSE,FALSE,id-kcwks(b
9476,usage__9476,S-865af3,1970-01-20 ,feature_11 ,7 ,2033,0,FALSE,FALSE,id-zmvsks 
9477,usage_9477,S-a83bc2 ,1970-01-20,feature_!14 ,15,3101,2,FALSE,NA,id-JuIdMC
9478,NA,S-4b26c5,1970-01-21,fe#atu$re_13,6,1906,0,FALSE ,FALSE,id-NLcQdl
9479,usage_9479,S-5178de,1970-01-20,featu_re_7,NA,NA,0,FALSE,FALSE,id-fEdH+HR
NA,u(sage_9480,S-26e8f0,1970-01-20,feature_37,10 ,3356,0,FALSE,FALSE,id-sTTwHK
NA,usage_9481,*S-998ec2,1970-01-21,fe_ature-_7,6,2851,0,FALSE,FALSE,NA
9482,usage_9482,NA,1970-01-20,feature_3,14,NA,0,FALSE,FALSE,id-kM-ObiG
9483,*usage_9483 ,S+-8b00ff,1970-01-20,fe$ature_7,7 ,1324,1,FALSE,FALSE ,id-Tgzvpe 
9484,!USAGE_9484,S-F%9F7AF,1970-01-21,NA,14,3973,0,NA,FALSE,)ID-NZVVG_U
9485,usage_9485,S-b553d7,1970-01-20 ,NA,11 ,5354,NA,NA,FALSE,id-wlYDj)y
9486,usag(e_948@6,S-15c444,1970-01-20,fe)ature_20,10,4634,2,FALSE,FALSE,id-KVqG_AS
9487,usage_9487,S-ce932b,1970-01-20,feature_21,14,1773,0,NA,FALSE,id^-G&Yxdky
9488,u*sage_9488,S-db7a77,1970-01-20,-feature-_21,11,1127,0 ,TRUE,FALSE,id-lWNP_cc
9489,u+sage_9489,+S-68b2(61,1970-01-20,feature_4,15,4335,3,FALSE,FALSE,id-URqDj-b
NA,usa_ge_94_90,S-078e94 ,1970-01-20,NA,16,5181,0,FALSE ,FALSE,id-Ky_y.ZRY
9491,usage&_9491,S-af+41f0,1970-01-20,fe!ature_8,7 ,1084,0,FALSE,FALSE,NA
9492,usage_9492,S-c13970,1970-01-20,NA,15 ,NA,3,FALSE,FALSE,id-Un%pjPb
9493,NA,(S-@eec056,1970-01-20,feature_35,18,6349,0,FALSE,FALSE,id-EIel)Qy
9494,usage_9494 ,NA,1970-01-20,f-eature_36,NA,1186,0,FALSE,FALSE,id^-AMDBQ%M
9495,USAGE_@9495,S-#7820A5,NA,FEATU.R#E_27,NA,977,0,FALSE,FALSE,ID--H#K^VSTV
9496,usag.e_9496,S-b*4^536d,1970-01-20,feature_10,7,3033,0,NA,FALSE,id-eFgmJE
NA,usage_949@7,S-5a+af6f,1970-01-20,feature)_@15 ,10,428,1,FALSE,FALSE ,$id-wlLwpe
9498,usa-ge_949(8,S-02949d ,1970-01-20,fe_ature_27,11,926 ,NA,FALSE,NA,i*d--W@sEajG 
9499,usage_.9499,S-e14e00,1970-01-20,fea_ture_1,NA,1386,0,FALSE,FALSE,id-uUPqzi
9500,usage_9500,S-3c!e79^c ,NA,featur+e_23,7,5497,0,FALSE,FALSE,id-fPoDZU 
9501,usa*ge_9501,S-5df64f,1970-01-21,fea!ture$_26,14,2960,0,TRUE,FALSE,id-NIupxT 
9502,usage_9!502,S-87)5cf3 ,1970-01-20,NA,9 ,NA,0,FALSE,FALSE,&id*-Vn-Kqck
9503,usa&ge_*950(3,s-3#e54f5,1970-01-20,.featu(re_39,NA,2244,0,false,false,id-aitvwa
9504,usage_9504,NA,1970-01-20 ,feature_36,9,1601,0 ,FALSE,FALSE,id-iJO$gxo
NA,usage_9505,(S-872bdd,1970-01-20,feature_21 ,6,4759,2,FALSE,FALSE,NA
NA,usage_9506,S-#d90f5^e,1970-01-20 ,feature_34,9,1926,0,FALSE,FALSE,id-ihKx_x@G
9507,us^age_95*07,S-14d515,1970-01-20,NA,9,1373,2,TRUE,FALSE,id-toe!VQ(E
9508,usage_9508,S-b5d3cc,1970-01-20,feature_21,11,1462,0,FALSE,FALSE,i!d-UlWULu
9509,usage$_950-9,S-8b1fc1,1970-01-20,fea+ture_34,11,5581,2 ,FALSE,FALSE,id-@QpsQHc
9510,usage_95$10,S-2!9a90$1,1970-01-20,+fe@ature_26,15,5849,0,FALSE,FALSE,id-lbXbJi
9511,usage@_9!511,NA,1970-01-20,feature_38,13 ,7822,1,true ,false,id-svlfnw
9512,u*sage_95+12,S-90961^2,1970-01-20,feature_13,7,9155,2,FALSE,FALSE ,id-jVfN_WG
9513,u)sage_9513,S-f8@9d8(c,1970-01-20,NA,9,1609,0,FALSE,FALSE,NA
NA,(usage_9514,S-dacc@80,1970-01-20,feature_18,14,4722,0,FALSE,FALSE,NA
NA,usag!e_9515,*S-f243c1,1970-01-21,fea*ture_5,10,686,0,FALSE,FALSE,id-Mnc+xMX
9516,usa)ge_9516,S-af6284,1970-01-20,NA,12,1463,0,FALSE ,FALSE,id-(FYbwlf
9517,%usage_9_517,S-&518472,1970-01-20,NA,NA,2214,1,FALSE ,FALSE,id-OJKHYK
9518 ,usa*ge_9518,NA,1970-01-20,feature_7,16,2453 ,0 ,FALSE,TRUE ,i.d-rjACfU
9519,usage_9519,@s-8b721c,1970-01-20 ,feat_ure@_32,6 ,221,0,false ,NA,NA
9520,US.AGE_9520,S-0B8B0C,1970-01-21,FEATURE*_32 ,6,2420 ,5,FALSE,FALSE,ID-RSPBOI
NA,-usage_%9521 ,!S-7bd2d_7,1970-01-20,f@eature_24,9,6043,0,TRUE ,FALSE,id-UMchHT
9522,NA,S-1f4c01,1970-01-20,feature_7,8,3492 ,0,FALSE,FALSE,NA
9523,usage_9523,S(--0146-f6,1970-01-20,fe_ature_39 ,9,1921,1,FALSE ,FALSE,id-xTMkQ@m
9524,usage_9524,NA,1970-01-20,#feature_26,15,NA,NA,false,false,NA
NA,usage%_9525,S-2de)d36,1970-01-20,f(eatu)re_21,16,3246,1,FALSE,FALSE,)id-rEu%Gqt
9526,usa!ge_9526,S--5c&ba26,1970-01-20 ,feature_34,13,710,NA,FALSE,FALSE,id-xkSLJx
9527,u-sage_9!527 ,S-50334b,1970-01-20,f*e)ature_36,9,596,0,FALSE,FALSE,id-EyDzGQ
9528,usage_9$528,S-7&3(7a28,1970-01-20,feature_#31,11,1905,0,TRUE,FALSE,@id-IRGj@KK
9529,.usage_952-9,S-327e7c ,1970-01-20,feature_4,NA,2051,4 ,FALSE,FALSE,id-H$tgJJl
NA,+us%ag)e_9530,S-#396$a84,1970-01-20,fe(atu-re_24,9,1474,0,FALSE ,FALSE,i@d-PjMVgm
9531,(usage_9531,S-21*c164,1970-01-20,featur^e_10,12,2765,0,FALSE,FALSE,id.-XczpjQ 
9532,USAGE*_953%2,S-0D@0202,NA,FEATURE_31,12,1931,0,FALSE,FALSE,NA
9533,NA,S-635570 ,1970-01-21,feat*u&re_38,11,4523,2,FALSE,FALSE,id-uWTwwZ
9534,usage_9534,S@-77-1f7b,1970-01-20,NA,8,4576,2,FALSE,NA,id-.JxIR$JP
9535,usage_9535,NA,1970-01-20,NA,13,5505,NA,false,false,id-p^pkzfu
9536,us_age_9536,NA,1970-01-21,NA,6,364,0,FALSE,FALSE,id(-UMOwBL
9537,USAGE+_9537,S--D4D459,1970-01-20,+FEATURE_8,11,3405,0,FALSE ,FALSE ,ID-IZE-HBW 
9538,NA,S-$9c8d9e,1970-01-20,featur#e_9,11,1423 ,0,FALSE,FALSE ,&id&-d^mhZZM
9539,usage_9539,.S-21b68e,1970-01-20,feature_24,NA,2170,NA,FALSE,FALSE,id-ogTlhw
NA,usage_9540,S-772e*f0,1970-01-21,f_eat-ure-_12,14,4978,NA,FALSE,NA,id_-LSRTNG 
9541,usage_95$41,s-7bf6d8,1970-01-20 ,fe&ature_16,7,1620,0,false,false,id-nwugl&n
9542,usage_9542 ,S-6f6fca,1970-01-21,featur(e_23,5,3125,NA,FALSE,FALSE ,id-DmKSum
9543,usage_9543,S-fe77d4 ,1970-01-20,$feature_6,13,8526,0,NA,FALSE,&id-bAnmrh
9544,usa$ge_)9544,S-_0.bcc&d9,1970-01-20,feature!_13,6,828,NA,FALSE,NA,i@d-!rtnLcC
9545,*usage_95(45,S-ff2510,1970-01-20,feature_1,11,2317,NA,FALSE,FALSE,id-SRydTz
9546,usage_9%546,S-cd0f21,1970-01-20,NA,8,2932 ,2,FALSE,FALSE,id&-RxQXux
9547,u(sage_9547 ,S-a7d34e,1970-01-21,f+ea!tur-e_18,7,188,0,TRUE,FALSE,NA
9548,us@age_9548,S-6d50^7b,1970-01-20,feature_3 ,10 ,6762,NA,FALSE,FALSE,id-fWxlav
9549,usage_9549,S^-11b2c6,NA,feature_&4,8,676,1,FALSE,NA,id-p%HHSwp
9550,us^age_9550 ,S-c41762,1970-01-20,feature_34 ,10,2976,0,NA,NA,id-xPCeVZ
9551,NA,S-f9)e2ca ,1970-01-20,fea-ture_33,13,3763,NA,FALSE,FALSE,id_-tepNKw
9552,us&a#ge_955-2,NA,1970-01-20,feature_8,20,4794,4,FALSE,FALSE,i#d-ot!KxNa
9553,usag&e_9%553,S-85022b ,1970-01-20,featur+e_37,9,5572,0,NA,FALSE,i#d-XQpeAi
9554,usa!ge_95+54 ,$S-b2b1b9,1970-01-20,fea+ture_12,NA,3278,1,FALSE ,FALSE ,#id-!pjOZRU
NA,us+age_9#555,S-ff2510,1970-01-20,feature_14,11,NA,0,FALSE,FALSE,id$-ZUWeus
9556,us@age__9556,S-ea9f08,1970-01-20,feature_11,8,2631,0,FALSE,FALSE,id-#eUGpfl
9557,usage_9557,_S-07399c,1970-01-20,feature_21,8,1736,0,NA,FALSE,id-n$lIQYf
9558,*usage_9558,NA,1970-01-20,feature_28,7,105,0,FALSE,FALSE,id-xdUTrW 
NA,us^a$g#e_9559,S-585$6ab,1970-01-20,#featu#re_32,4 ,118,0,FALSE,FALSE,-id-rewYyZ 
9560 ,usage_9560,.S-!e0a99.1,1970-01-20 ,featu.re_37,16,7293,0,FALSE,NA,i@d-gGxaCf 
9561,usage_9561,S-13c8b6,1970-01-20,@featur%e_29,9,1273,0 ,FALSE ,FALSE,id-fRtGoZ
9562,^us@age_95*6*2,NA,1970-01-20,feature_16,12,4022,NA,FALSE,FALSE,-id(-WZl_TpH
9563,usa-ge_9563,S-c95ecc ,1970-01-20,feature_26,12,2428,0,FALSE,FALSE,id-lXvpZI
9564,!usage_9564,S-@d9*7fa8,1970-01-20,feature_1,NA,378,0,TRUE,FALSE,id-jabXTw
9565 ,usage_&9-565,NA,1970-01-20,featur*e_25,7,671,0,TRUE,FALSE,id-JnxH&VN
9566,!usage_9566,@S*-@c2b60b,1970-01-21,featur&e_10,13,NA,1,FALSE,FALSE,NA
9567,usa_ge_9567,S%-526a2c,1970-01-20,$featur)e_39,12,6145,2,FALSE,FALSE,id-TZULJM
9568,usage_9568,S-a86+3_44,1970-01-20,f%eature_33,14,2587,0,FALSE,FALSE,id(-rULnPu
9569,NA,S-f09(72b,1970-01-20,#featu%re_24,16,2974,0,FALSE,FALSE,id-pJrZKK
9570,usage#_9570,S-!19abcf,1970-01-20,feature_15,16,NA,2,FALSE,FALSE,i@d-P&sSvd^C
9571,NA,S-b45b!c6,1970-01-20,feature_7,NA,1162,0,FALSE,TRUE,id-qSBspc
