...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_day,synthetic
3638,U-31c%2ac,S-@7_1d31c,2024-07-13,featur^e!_11,NA,NA,NA,FALSE,2024-07-13,FALSE
NA,U-^35695a,S-6b9696,2024-05-10,fe!a*t+ure_36 ,5,NA,4,NA,2024-05-10,FALSE
3640 ,NA,S-c15!8df,2023-05-25,feature_5,12,3516,0,FALSE,2023-05-25,FALSE
3641,NA,S-0b3f0c,2024-11-30,fea_tu%re_17,6,3342,0,FALSE,2024-11-30,FALSE
3642,U-30e*8d1,S(-1da72c,2024-04-02,feature_20,10,4000,NA,NA,2024-04-02,FALSE
3643,U-a43845,S-59c5d7,2023-10-29,feature_12,11,2838,0,FALSE,2023-10-29,FALSE
3644,u-e93cf1,s-21d0ab,NA,feature_31,7 ,3955,0,false,2023-04-17,false
3645,NA,S-B37B2A,2024-11-29,FEATURE_31,6,1134,4 ,FALSE ,2024-11-29 ,FALSE
3646,U-b84f14,S-302856,2023-09-26,fea.ture_28,12,1020,0,NA,NA,FALSE
3647,U-24&351b,S%-6b534f,2023-07-07,feature_32,12,4188,0,FALSE,2023-07-07,FALSE
3648,@U-de99ba,S-#96^4542,2023-02-18 ,f+ea+tu$re_18,15,5355,2,FALSE,2023-02-18,FALSE
3649,U-ddc86f,S-e87)76c,2024-09-28,feature_(12,11 ,4818,0,FALSE,2024-09-28,NA
3650,U-655ccd,S-6ea0ad,2024-03-14,%featur^e_40,10,5200,2,FALSE ,NA,FALSE
3651,U-335488,S-8b00f)f,2024-10-26 ,feature_40,13,6110,0,FALSE,2024-10-26,FALSE
3652,U-a-9ad16,S-1898b3,2024-07-08,feature_34,10,4770,0,FALSE,NA,FALSE 
3653,U-0e9ca5,@S-e5*909f,2023-12-05,NA,13,3770,0,FALSE,2023-12-05,FALSE
3654,U-^715341,S-ce6528,2024-06-09,featu&re_17,9 ,4203,0,FALSE,2024-06-09,FALSE
3655,U-dcc5bf,S-1a0f22,2023-03-12,.feature+_1&6,4,1156,1,FALSE,NA,FALSE
3656,U-ed10c0,S-d7d398,2023-04-29 ,featu!re_4&0,8,1152,0,FALSE,2023-04-29 ,FALSE
3657,U-68bfc3,S-0$2d6.c8,2024-12-09,feature_*14,5,2150,0,FALSE,2024-12-09,FALSE
3658,U-dcd853,S-2@87$914,2024-12-08,feature_22,10,4500 ,1,FALSE,2024-12-08,FALSE
3659,U-)d2b0b6,S-cc80ee,2024-12-13,feature_30 ,7,2415,0,FALSE,2024-12-13 ,FALSE
3660,U-49887b,S-d5a)07a,2024-12-16,feature_38,8,1744 ,0,FALSE,2024-12-16,FALSE
3661,U-*402227,S-4#a8ce0,NA,feature_16,6,3198,0,FALSE,2024-01-21,FALSE
3662 ,U-d68%acb,NA,2023-01-28,featu#re_@8,13 ,2093,0,TRUE,2023-01-28,FALSE
3663,U-a24c38 ,S-20a2*97 ,2024-06-24,&fe!ature_19,5,1530,0,FALSE,NA,NA
3664 ,U-f8eb3d,S-eb4b0!a,2024-09-10,*fe$atur!e_16,7,3059,2,FALSE,NA,FALSE
3665,U-33)b1!3f,S-aaf847,2024-02-21,featu#r^e__8,NA,912,0,FALSE,2024-02-21,FALSE
3666,U-A040D5,S-2B2FA8,2024-02-24,FEATURE_36,NA,3744,NA,FALSE,2024-02-24,FALSE
3667,U-bcb201,S-@5e5ff0,2024-12-23,.feat^ure__9,9,2250,NA,NA,NA,FALSE 
3668,U-02cc_8f,S-afea79,2024-04-21,NA,8,3464,NA,TRUE,2024-04-21,FALSE
NA,U-94754b,S-9a1297,2024-09-20,featur%e_17,15,8025 ,0,FALSE,2024-09-20,FALSE
3670,U-8*f1d11,NA,2023-11-20,feat&ure_15,13,1417,0,FALSE,2023-11-20,FALSE
NA,NA,S#-012b2%6,2023-02-05,featur&e_)9,6,828,4,FALSE,2023-02-05,FALSE
3672,%U-11634c,S-d538f!6 ,2024-10-12,feature_20,12 ,3024,0,FALSE,2024-10-12,FALSE
3673 ,U-3dc3ba ,+S-049667,2023-02-24,feature_14,12,NA,0,NA,2023-02-24,FALSE
3674,.U!-73ecf7,#S--e60306,NA,feature_32,NA,666,0,FALSE,2024-10-28 ,FALSE
3675 ,U-(b*2125d,S-d98caa,NA,feature_11 ,11,3256,NA,FALSE,2024-02-28,FALSE
3676,U-027ca3,S^-f50851,2024-04-12,feat@ure#_23,12,5196,NA,FALSE,NA,FALSE
3677,U-c0c967 ,S-54e8b-2,2023-03-06,NA,10,1380,0,FALSE,2023-03-06,FALSE
3678,U-EBA45B,S-0B.6)E58,2023-08-03,FEATURE_35 ,13,247,0,FALSE ,2023-08-03,FALSE
3679,NA,S!-50c6f5,2024-07-11,@feature_12,NA,5175,2,FALSE,2024-07-11,FALSE
3680,.U-96ab49,S-3cae45,2024-07-06,feature_4,13,5317,0,FALSE,2024-07-06,FALSE
3681 ,_U-05fed9,S-5a3412,2023-03-21,feature_21 ,NA,4030,0,FALSE ,2023-03-21,FALSE 
3682,U-3b9804,S-956%036,2024-09-29,NA,NA,3784,0,FALSE,2024-09-29,FALSE
3683,U-bb6f.35,NA,2024-02-15,feature_25,NA,1936,0 ,FALSE,2024-02-15,FALSE
3684,U-f9828a,S-9c06f8,2024-03-19,feat&ure_2!1,9,2772,0,FALSE,2024-03-19,FALSE
3685 ,U-ba2f63,@S-39bb68,2024-06-19,featu.re_2,NA,1218,0,FALSE,2024-06-19,FALSE
3686,U-cd80ee,S-62641a ,2024-11-27,feature_34,16,2960,0,FALSE,2024-11-27,FALSE
3687 ,U-#d_55482,!S@-54a3ed,2023-05-23,feature_5,7,1260,3,FALSE,2023-05-23,FALSE
3688,U-25a10d,S-5c4dd^7,2024-12-22,feature_35,7,2765,NA,FALSE,NA,FALSE
3689,U-fba7e6,S--1f4c01,2024-08-21,fe#ature_3,4,1312,1,FALSE,2024-08-21,FALSE
3690,U-c4764(e,S-ce61e0,2024-02-04,featu.re_38,8,4344,0,FALSE,2024-02-04,FALSE
NA,U-46d345,S-f018e9,2023-06-29,feature_35,8,4144,0,FALSE,2023-06-29 ,NA
3692,U-654b01,S*-2bbf5c,2024-12-10,feature_35,9,2682,NA,FALSE,2024-12-10,FALSE
3693,U-ea7@26a,S-3829dc,2023-02-06,$feature!_22,12,NA,0,FALSE,2023-02-06,FALSE
3694,U--179002,S%-#09*2#1a1,2023-09-06,feature_6,6,1380,1,TRUE,2023-09-06,FALSE
3695,U-cf6b31,S-b1dce0,2024-09-23,feature)_35,9,5157,NA,FALSE,2024-09-23,FALSE
3696,U-.c7147d,S-333abd,2023-04-04,feature_11,13 ,2847,0,FALSE,2023-04-04,FALSE
3697,U(-94@debb ,S-13a013,NA,feature_14,NA,2682,0,FALSE ,2023-01-18,FALSE
3698,U+-c7b4be,S-289702,2024-06-19,feature_28,NA,2440,3,FALSE,2024-06-19,FALSE
3699,U(-cd4f90,S-635c#1e,2024-03-29,@feature_31,10,5630,0,FALSE,2024-03-29,FALSE
3700,(U-5$e72e1,S-f17152,2023-05-20,feature_28,NA,3913 ,1,NA,2023-05-20,FALSE
3701,U-05+5475,S!-add.36b,2023-07-10,feature_31,19,2888,0,FALSE,2023-07-10,FALSE 
3702,U-^0e78ca,S-8048cc,2024-04-18,feat^ure_25,12,408,NA,TRUE,NA,FALSE
3703,U-fd7ae0,S-4994d6,2023-06-03,featu@re_1,9,4698,4,FALSE,NA,NA
3704,U-5d8cad ,S-_98@3266 ,2024-04-04 ,fea+ture_3%6,10,2360,0 ,FALSE,2024-04-04,FALSE
3705,U-e273b1,S-c6c2f.6,2024-03-24,feature_6,4,48,1,FALSE,2024-03-24,FALSE
3706,_U-60d6ea,S.-1bbf0a,2023-07-06,NA,11 ,2618,0,FALSE,2023-07-06,FALSE
3707,u-443c23,_s-7f28f3,2023-09-30,feature_23,12,4584,NA,false,NA,false
3708 ,U-e)399d4,S-+a3cbd4,2023-09-06,feature_22,11,4840,NA,FALSE,2023-09-06,NA
3709,.U-7f03cf,S-7+af0d^5,2023-07-17 ,NA,NA,6552,1 ,FALSE,NA,FALSE
NA,NA,S-4#2#da&a(a,2024-10-21,NA,15,930,0,FALSE,2024-10-21,FALSE
3711 ,NA,S-7554c2,2023-12-05,feature_14,11 ,3872,0,FALSE,2023-12-05,FALSE
3712,U-a!f86c&8,S-57$bbae,NA,f!eature$_*3@8,7,3402,0,FALSE,2024-01-01,FALSE
3713,NA,NA,NA,feature_9,11,5258,2,FALSE ,2023-03-04,FALSE
3714,U-f5f3e2,S-8a46fe,2024-10-13,feature_9,9,1611,1,FALSE,2024-10-13,FALSE
3715,U-2602c0,S-099dbc,2023-12-19,featu^re_29,10,280,1,NA,2023-12-19,FALSE
3716,U-2FC107,S-05B^245,2024-12-27,_F^EATURE_11,6,1590,2,FALSE,2024-12-27,FALSE
3717 ,NA,S-ccdf41,2023-06-06,f@ea#ture_%22,NA,2130,1,FALSE,2023-06-06,FALSE
3718,U-d32&8d2,S-ab!212b,2023-10-25,feature_27,15,8070,1,TRUE,2023-10-25 ,FALSE
3719,u-0f0547,s-6$5_ec6b,2024-12-18 ,feature_15 ,12,7164,4 ,false,2024-12-18,false
3720,+U-d#6aac6 ,S-39a8f1,2024-04-14,-feature_3,7 ,2135,0,FALSE,2024-04-14,FALSE
3721,NA,S-35a22f,2023-04-17,feature_27,8,3944,1,FALSE,2023-04-17,FALSE
3722,U-c*d6da4,S#-2c53)ad,2024-07-04,feat^ure_5,9,3357,4 ,FALSE,2024-07-04,FALSE 
3723,U-53edfd,S-5b)322c,2024-03-07,feature_19,11,4554,2,FALSE,2024-03-07,FALSE
3724,.U-3%1f.fe5,S-333%abd,NA,featu!r&e_3*4,7,2835,0,FALSE,2023-08-27,FALSE
NA,U-2817d2,NA,2024-01-25,fe+atu_re-_39,8,120,0,FALSE,2024-01-25,NA
3726,U-1d3(199,&S-fccc09,2023-10-13,fea!t+ure_33,NA,1375,0,FALSE,2023-10-13,FALSE
3727,U-0c8a0b,S-007e2c ,2024-05-26,NA,9,1953,0,FALSE,NA,FALSE
3728,U-30c3.2_c,NA,2024-12-29,f(e-atur!e_12,10 ,770,0,FALSE,2024-12-29,FALSE
3729,U-@38a9d4,S-$9a44ec,2023-10-18,feature_35,11,3773,0,NA,2023-10-18,FALSE
3730,U-b6646f,S-1b4(be3,2024-07-01,NA,10,4530,0,FALSE,2024-07-01,FALSE
3731,U-1f5059,-S-2410c6,NA,feature_2#8,9 ,1530,3,FALSE,2023-01-11,FALSE
3732,U-ca7671 ,S-6a0399,2024-11-24,feature_40,7,1911 ,0,TRUE,2024-11-24,FALSE
3733 ,U-0a1.de0,@S-b6&5f*f3,2024-08-19,feature_+38,12,3480,0,TRUE,2024-08-19,FALSE
3734,U-ed9c3a,S-b6e15a,2024-03-07,feat(ure_18,10 ,370,0,FALSE,2024-03-07,FALSE
3735,NA,S-3c!ae45,2024-02-27,fea^ture_2,9 ,5157,0,FALSE,2024-02-27,FALSE
3736,U-B3F790,NA,2023-11-27,FEAT(URE_14,NA,NA,2,FALSE ,2023-11-27,FALSE
3737,U_-d93254,S-71!1820 ,2023-05-12,feature)_4,10 ,2350,1,FALSE,2023-05-12,FALSE
3738,NA,NA,2024-08-12,.feature_+33,6,204,NA,false,2024-08-12,false
3739,U-393e13,S-8e602b,2023-09-05,feature_33,12,6180,0,FALSE,2023-09-05,FALSE
3740,U-4ea803,S-4*2d72@4,2024-01-20,feature_10,7,3934,1,FALSE,2024-01-20,FALSE
3741 ,U-2d85df,%S^-d4a76b,NA,fe#atur#e_23 ,9,3951,0,TRUE,2023-09-11,NA
3742 ,U-e4!1aa5,S-212fc4,2024-10-01,NA,10,3330,0 ,FALSE,2024-10-01,FALSE
3743,U-9a1ca0,S-c1_4!eeb,NA,featur#e_3,7,NA,4,FALSE,2023-03-19,FALSE
3744,NA,S-c7f564,2023-04-30,fea(t.ur&e#_24,9 ,2052,0,FALSE,NA,FALSE
3745,U-3C3A5E,S(-20269-5,2024-04-13,FEATU-RE_18,12,2484 ,0,FALSE,2024-04-13,FALSE
3746,U%-3d5148,S-2$eca@ea,2024-02-18,feature_30,11,286,0,FALSE,NA,FALSE
3747 ,U--c410c3,S-31ac79,2024-10-13,feature_29,12 ,6084,4,FALSE,2024-10-13,FALSE
3748,$U-96c10b,S-73@688c ,2024-06-07,fe&at@ure_30,NA,847,3,FALSE,2024-06-07,FALSE
3749,+U-c712c*e ,S-6cd38d,2024-01-26,feat$ure*_24,12,5352,0,NA,2024-01-26,FALSE
3750,U%-20b637,NA,2024-04-18,featur%e_3.8,NA,4298,1,FALSE,2024-04-18,FALSE
3751,U-c6ca3e,S-f71bb^0,2024-05-21 ,f-eature@_22 ,11,6446,NA,FALSE,2024-05-21,FALSE
3752,U-604752,S-0144ac,2024-09-18,featu#re)_37,9,NA,0,FALSE,2024-09-18,FALSE
3753,U-0BC3^E5,S-106BF6,2023-01-27,FEATURE-_22,11,NA,0,FALSE,2023-01-27,FALSE
3754,U-0ccbf@c,S-$477317,2024-12-05,.featu+re_25 ,8,1136,0,FALSE ,2024-12-05,FALSE
3755,U-13be17,S^-e133a-5,2024-12-28,featu+r^e@_6,12,5496,1,FALSE,2024-12-28,FALSE
NA,U-e512!cf,S-5a1fc3,2023-11-04,feature_*33,8 ,3024,0,FALSE ,2023-11-04,FALSE
3757,U-af47d3,S-001561,2023-03-18,fea.ture_36,8,1872,NA,FALSE,2023-03-18 ,FALSE
3758 ,U)-9524ce,S-e.267d1,2023-06-14,feature_21 ,14,1946,0,FALSE,2023-06-14,FALSE
3759,U-3e5b@22 ,S-788739,2023-05-27,feature_4,9,4221,0,FALSE ,2023-05-27,FALSE
NA,U-101e7f,NA,2024-10-22,fea!tur$e_33,10,1720,NA,FALSE ,2024-10-22,FALSE
3761,U-3e3ef6,S-e162d0,NA,NA,13 ,1339,0,FALSE,2024-02-08,NA
3762,U-d57767 ,S-7c5)f3b,NA,feature_12,11,1089,0,FALSE,2024-09-16,FALSE
NA,U-3b8$2$9d,*S-d66)d63,2024-01-19,feature._32,NA,2763,0,FALSE ,NA,FALSE 
3764,NA,S-311^0d9,2023-11-24,feat%ure-_1%0,13,858,0,NA,2023-11-24,FALSE
3765,U@-82b#1f8,S-4%d56(23,2023-02-11,featur*e_9,11 ,5379,0,FALSE,NA,FALSE 
3766,U-7*96ab-3,S-b86304,2024-09-29,f$eature_17,13,6227,NA,FALSE,2024-09-29 ,FALSE
3767,U-a9b8ce,S-01afa^4,2023-01-27,^fea+ture_33,NA,6215,0,FALSE,2023-01-27,FALSE
3768,U-88a2)d7,S-2fcf0-9,2023-11-04 ,NA,6,1188,0,FALSE,2023-11-04,FALSE
3769,U-72^38cf,S-f2f4&0c,2024-11-30,@featur+e_16,3,543,0,FALSE ,NA,FALSE
3770,U-3D-6043,S(-9488EC,2023-06-22,FEATURE^_19,8,2376,0,FALSE ,2023-06-22,FALSE
3771 ,U-.f6576a,S-ce_5450,2024-12-20,feature_12,6,1260,NA,FALSE,2024-12-20,FALSE 
3772 ,U-e8b8d4,S-ae355b,2023-08-28,#feature_19,9,243,1,FALSE,2023-08-28,FALSE
3773,U-525caf,S-0c0ddf,2023-09-14,featu!re_6,7,1295,0,TRUE,2023-09-14,FALSE
3774 ,-U(-685*21e,S-389^426,2024-07-18,fe&atur^e_3,12,4500,0,FALSE,NA,FALSE
3775,U-!4(62ef@8,NA,2023-12-29,featu$re_31,10,5900,0,TRUE,2023-12-29,FALSE
3776,U-!c^1ac0^9 ,NA,2024-08-19,fea!ture_37,12,804,0,FALSE,2024-08-19,FALSE 
3777,U-a29b%58,S-8deb5f,2023-10-17,feature_31,10,2630,0,FALSE,2023-10-17,FALSE
NA,U-6A3*52E,S-*389426 ,NA,FEAT-URE_16 ,11,1782,1,FALSE,2023-05-20,FALSE 
3779,U-^d7683b,S-52d03a,2023-11-06,^feature_27,NA,104 ,0,FALSE,2023-11-06,FALSE
3780,U-9075a6,_S-_f36371,2024-07-20,feature_3@9,8,752,0,NA,NA,FALSE
3781,U-e59_23a,S-a34e37,2023-07-28,feature_20,NA,2916,1 ,FALSE,2023-07-28,FALSE
3782,U-.0f08(f8,S-77ca*30,2024-05-29,feature_24,9,4401,0,FALSE,2024-05-29,FALSE
3783,U-a1e0$5)2,S-45baa6,2023-07-26,feat)ure_14,7,3129,0,FALSE ,NA,NA
3784,NA,.S^-32b223,2024-04-17 ,^feature_28,14,7896,1,FALSE,2024-04-17,FALSE 
3785,U@-63d1@75 ,NA,2023-03-31,feature_12,4 ,NA,4,FALSE ,2023-03-31,FALSE
3786,U-396*610,S-6a0399,2023-10-25,NA,13,1599,0,FALSE,2023-10-25,FALSE
3787,NA,NA,2023-06-04,feature_2,15,2610,0,FALSE,NA,FALSE
3788 ,U-5e5b5a,S-f36371 ,2024-12-13,feature_14,13 ,6747 ,NA,FALSE,NA,FALSE
3789,U-e2+88ca,*S-891eb#4,2023-08-18 ,NA,7,693,0,FALSE,2023-08-18,FALSE
3790,U-78c436,S-&6a56f1,2024-08-29,$feature_2*0,5,2890,NA,FALSE,2024-08-29,FALSE 
3791,NA,S-03340d,2023-06-16,featu!re_40 ,7,3801 ,0,FALSE,2023-06-16,FALSE
3792,U-b2*d8be,S-cc3f^3d,2023-02-21,NA,15,8445,0,FALSE,2023-02-21,FALSE
3793,U-d8*cda0,S-&2aaa9c,2024-12-29,feature_5,7,NA,0,FALSE,2024-12-29,FALSE
3794,U-ce2fdf,S-c89bff ,2024-11-24,feature@_27,18,5652,0,NA,2024-11-24,FALSE
3795,NA,NA,2023-06-11,featu&re_13,9,NA,2 ,FALSE,2023-06-11,FALSE
3796,U-)8038(34 ,S-1f2b1a ,2023-04-21,NA,9,369 ,NA,FALSE,2023-04-21 ,FALSE
3797 ,NA,s-_8932ce,2023-06-07,feature_5,14,3178,0,false,2023-06-07,NA
3798,U+-dc2c8c ,S-0d6ea4,2023-11-25,featu*re_%26,14,8120,1,FALSE,2023-11-25,FALSE
NA,U-7b6d66,NA,2023-04-07,feature_29,10 ,1600,0,FALSE,2023-04-07,FALSE
3800,U-32^834c,S-07a006,2024-03-17,feature_26,12,6060,1,FALSE,2024-03-17 ,FALSE
3801,U-143590,S-ca454e,2023-11-04,feat$u(re_5,4,2000,0,FALSE,2023-11-04 ,FALSE
3802,U-1.c33dd,S-b21a0b,NA,feature_14,8,4528,0 ,NA,2023-01-12,FALSE
3803,^U(-713d*eb,S-e133a5,2023-04-05,fea!ture_40,11,1342,1,NA,2023-04-05,FALSE
NA,U-8054%6f,S-cb2ad3,2024-05-05,NA,10,410,1,NA,2024-05-05,FALSE 
NA,U--ff_3f41,S-c696fa,NA,featu%re_8,12,2988,1,FALSE,2023-01-31,FALSE
3806,U-5179&ad,S)-89629@3,2023-06-12,&feature!_2,9,2331,0,FALSE,2023-06-12 ,NA
3807,U-%1.8e82e,S-02a3-aa,2023-09-27,fe_ature_38 ,12 ,4572 ,1,FALSE,2023-09-27,FALSE
3808,U-991484 ,S*-d0af44,2023-01-29,feature#_32,NA,747,0,NA,NA,FALSE
3809,U-19a8e!0,S$-0ae1(1!4 ,2024-06-15,featu^r(e_31 ,9 ,3645,0,FALSE,2024-06-15,FALSE
3810,U(-0e1014,+S-ad02b5,2023-03-01,feat-ure_32 ,8,3752,0,FALSE,2023-03-01,FALSE
3811,U-BDBAFA,S!-956036,2024-12-21,FEAT$URE_10,NA,3339,0,FALSE,NA,FALSE
3812,U+-2e3930,S-@0a8cff,NA,feature_15,6,492,0,FALSE,2023-06-05,NA
3813,U-5159e6,S-ae6295,2023-08-02,featu#r(e_.8,14,5712,0,FALSE,2023-08-02,FALSE
3814 ,NA,S--85796b,2023-07-20,feature_32,14,7280,0,NA,2023-07-20,FALSE
NA,u-f52e0d,s-f@6#cd70,2023-04-06,feature_4 ,9,2952,0,false ,2023-04-06,false
3816,U-4@1bbf2,S-2db458,2023-02-01,NA,8,4736 ,NA,FALSE,2023-02-01,FALSE
3817 ,u-(d71470,s-f482de,2023-07-30,NA,10,4390,0,false,NA,false
3818,NA,S-&25ee09,2024-04-17,f+eature_2,15,270,NA,FALSE,2024-04-17,FALSE
NA,U-6cf125 ,S-327a60,NA,NA,6,1752,0,FALSE,2024-08-31,FALSE
3820,U-5e34*3a,%S)-8da449,2024-09-03,feature_26,10,4110,0,TRUE,2024-09-03,FALSE
3821,U-04d987,S-4a0cb3,2023-09-09,NA,9,2322,0,NA,2023-09-09 ,FALSE
3822,U-ba7040 ,S@-c455ec,2024-12-07,feature_30 ,9,585,4,FALSE,2024-12-07,FALSE
3823,U-ae3#32^2,NA,2024-05-19,feature#_7 ,14,4620,0,FALSE,2024-05-19,FALSE
3824,U-d3464f,NA,2023-01-10,featu.re_2,15,8970,0,TRUE,NA,FALSE 
3825,U-582(7a0,S-942!caf,2023-03-09,featu.re_18,14 ,756,0,FALSE ,2023-03-09,FALSE 
3826,U%-232287,S-66106d,2024-03-06,feat&ure_13,11,2860,0,TRUE ,2024-03-06,FALSE
3827,U-cf222a,S-0ab4e8,2023-08-10,+feature_20 ,16,3600,0,FALSE ,2023-08-10,FALSE
3828,U-c1ca12,S-ffb6cc,2024-02-20,f.e_ature_22,15,NA,0,FALSE,2024-02-20,FALSE
3829,NA,S-752e61 ,2023-10-28,fea#ture_1_9,NA,4472,0,FALSE,NA,FALSE
3830,U-0$5fe6e,S-a2e^1dd,2024-07-19,fea^ture_13,10,1800,1,NA,2024-07-19,NA
3831,NA,S-3_a897f,2024-04-24,feature_22,12,120,2,FALSE,NA,FALSE
3832,U-5-01*bb1,S-4b15c4,2024-05-19,feature_12,11,1650,0,FALSE,2024-05-19,FALSE
3833,U-A)9A)DEC,S-29C16B,2023-11-29 ,NA,10,1490,0,TRUE,2023-11-29,FALSE
3834,U-a8f*104,S-_e7!e4bd,2024-07-17,f^eature_#22,9 ,2565,3,FALSE,2024-07-17 ,FALSE
3835,U-2_e699&c,S-a603dd,2023-11-20 ,feature_8,NA,1768,0,FALSE,2023-11-20,FALSE
3836,NA,S-feb^d10 ,2024-08-12,featur@e_27,13,377,0,FALSE,NA,NA
3837,NA,S-af4059,2023-11-15,feature_34,NA,3132,3,FALSE,2023-11-15,FALSE
3838,U-0ecba4,S-62b93c,2024-03-14,%feature-_32,19,10640,0,TRUE ,NA,FALSE
3839 ,U-336ea9,S-ef3aa2,2023-07-31,NA,13,6565,0,FALSE ,2023-07-31,FALSE
3840,U-5a0512,S-c5a75d ,2024-02-10 ,feature_37,NA,1212,2 ,TRUE,2024-02-10,FALSE
3841,U-8241ce,S-104053,2023-09-04,f%eature_35,5,110,0,FALSE,2023-09-04,FALSE
3842,U-255942,S-8324d4,2023-09-22,feature._16,8,3408,0,FALSE,NA,FALSE
3843,u-177a1f,s-cccce*3,2024-03-25,feature_24,9,NA,0,false,2024-03-25 ,false
3844,U_-28236d,S-2940a5 ,2024-02-28,fe)atur(e_2$7,NA,2565,0,FALSE,2024-02-28,FALSE
3845 ,U-409951,S-8.3@17da,NA,NA,10,2770,3,FALSE ,2024-03-17,FALSE
3846,U-4ED*874,S-C8BA_3E,2024-02-07,FEATURE_15,10,5070,0 ,FALSE,2024-02-07,FALSE
3847,U-97a010,S-5e6fc#2,NA,fea#ture-_3,12,4968 ,2,NA,2023-05-14,NA
3848,U-8a0d03 ,@S--40d87e,2023-04-19,f-eature_30,6 ,2070,0,FALSE,NA,FALSE
3849,U-ac66e0,S$-0c4162,2023-06-22 ,featu^re_3^7,8,3656 ,1,FALSE,2023-06-22,FALSE 
3850,U-a.abdc7,S-8ebe58,2024-02-14,feature_3,6 ,774,2,FALSE,2024-02-14,FALSE
3851,U-fdc3&ba,NA,2024-01-02,feat*ure_33,8,2512,0,FALSE,2024-01-02,FALSE
3852,U-e17e29 ,S-d_a0a69,2024-06-09,!f)eature_%7,14,1652,1,FALSE,NA,FALSE 
3853,U-4@17821,S-02d46a,2023-09-17,NA,11,4213,0,FALSE,2023-09-17,FALSE
3854,U-9%8710b,NA,NA,NA,5,600 ,0,FALSE,2023-07-02,FALSE
3855,!U-f8136&4,S-62f5b1,NA,fe.a(ture_1.4 ,14,5502,NA,FALSE,2024-12-29,FALSE
NA,NA,S-11066a,2023-03-16 ,feature_27,NA,4448,0,NA,2023-03-16,FALSE
3857,U-ec7c2*4,S-94aaef,2023-05-02 ,NA,NA,3509,3,FALSE,NA,FALSE
3858,U-d20c9b,NA,2023-02-01,NA,6 ,2334,NA,FALSE,2023-02-01,FALSE
3859,#U-a#8a6c9,S-a69559,2023-04-02,fea-ture_+34 ,16,2800,0,FALSE,NA,FALSE
3860,U-2%7&ac7b,S-cce34b,2023-01-23,feature_22,9,3186,0,FALSE,2023-01-23,FALSE
3861,^U-c)8#1c94 ,S-6522e4,2024-12-27,feature_18,11,4323 ,0,NA,NA,FALSE
3862 ,U-b(454dd,S-b2%3^d8d,2023-09-22,&f%eature_12,NA,5356,1,FALSE,2023-09-22,FALSE
3863,(U-bd71ff,S-4df118,2023-09-10,feature_25,9,4707 ,0 ,FALSE,2023-09-10,FALSE 
3864,U-_67ca3d,S-d69e2c,2023-08-26 ,f%eatur@e_32,11,NA,0,FALSE,2023-08-26,FALSE 
3865,U-c5f!33^e,S-1ceb#f9,2023-10-01,feature_2 ,NA,1040,NA,FALSE,2023-10-01,FALSE
3866,U#-2ae2cc,S-ff4a47,2024-11-23,feature@_18,15,4905,0,FALSE,2024-11-23 ,FALSE
3867,U-2ebf8!b,S-1319ac,2023-12-13,f+eature@_37 ,6 ,2202,0,FALSE,2023-12-13,FALSE
3868,U-43f58c,S-1+1-b2c6 ,2024-03-10,feature_2,10,140,1,FALSE,2024-03-10 ,FALSE
3869,U-b143c5,S-7(0d15d,2023-01-08,feat^ure_6,7,693,NA,FALSE,2023-01-08,FALSE 
3870,U-04b563,NA,2024-02-28,feature_9,11,1760,1,FALSE,2024-02-28,FALSE
3871,U-f4eb1b,S-09#683&5,2023-06-03,featur+e_1&5,9,4860,0,NA,2023-06-03,NA
3872,U-97d8dc ,S-db6454,2024-08-24,feature_3.1,11,3058,2,FALSE,2024-08-24,FALSE
3873,U-BF2143,S-D%A8+D5F,2024-12-08,NA,16,7360,0 ,FALSE,2024-12-08 ,FALSE
3874,#U-792ba0,S-7179fd,2024-02-04,fe+ature_34,10,2420 ,0,FALSE,2024-02-04,NA
3875 ,U-0a89a2,S-765a5f,2024-01-12,feature_4,14,8386,0,NA,2024-01-12,FALSE
3876,U-cc987b,S-5_2)d03a,2024-11-26,f-e-ature_29 ,7,182,0,TRUE,2024-11-26,NA
3877,U-61971&8,S-5daa%bf,NA,feature_17,11,385,2,FALSE,2023-07-18,FALSE
3878 ,U-30b24.4 ,S-4a0cb3,2024-08-10,feature_6,11,4631,0,FALSE,2024-08-10 ,FALSE
3879,u-d43173,s-ce887+e ,2023-02-03,-fe!a!tur$e_35 ,12,1452,1,NA,2023-02-03,false
3880,U-9e76f9,S-4c0b7b,2023-07-13,^feature_27,10,2700,0,FALSE,2023-07-13,FALSE
3881,U-ebc6ce,NA,2023-09-04,feature_18,9,4905,1,FALSE,2023-09-04,NA
3882,U-28c789,S-e7c1@72,2024-07-29,feat(ure._18,13,2574,0,NA,2024-07-29,FALSE
3883 ,NA,S-d3e%fa2,2024-04-19,featu*re_3,13 ,260,NA,TRUE,2024-04-19,FALSE
3884,U-e4c3d1,S.-a113a+2,2023-06-26,feature_32,10 ,5890,0,FALSE,2023-06-26,NA
3885,)U-6@bf9e9,S-8eb6df,2024-12-30,fe(ature_*37,10,3480,0 ,FALSE,2024-12-30,FALSE
3886,U-d3479%c,S-3c1038,2023-11-09,%feat$u&re_12,11,4048 ,2,FALSE,2023-11-09,FALSE
