ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-21!c5ae,A*-_9123ac,2024-11-18,2024-11-19 13:00:00,37,NA,77,4,FALSE
T--7d1-efb ,A-e$b2fdc,2023-12-18,2023-12-19 22:00:00,46,medium,16,NA,FALSE
@T-bad86e,A-7c6b6&b,NA,2024-09-12 20:00:00,68,high,144,NA,FALSE
T-818ae1,A-696+5e1,NA,2024-07-29 09:00:00,57,l#ow,NA,NA,NA
*T-e)1cf37,A-4c38bc,NA,2023-04-15 20:00:00,68 ,high,72,3,FALSE
T-10@4-009 ,A-(fd7ad3,2023-08-21,2023-08-23 07:00:00,55,NA,82,NA,FALSE 
T-2b7d-40,A-474ad4,2023-04-23,2023-04-25,NA,medium,65,NA,TRUE
T-b^4f3d9,A-3)78b9-9,2023-08-03,2023-08-03 05:00:00,5,low,101,5,FALSE
T-d6(ab6c,A-6(6@224b ,NA,2023-12-05 06:00:00 ,6,NA,NA,3,FALSE
T-62b1dd,NA,2024-12-27,2024-12-29 19:00:00,67,medium,112,4,FALSE
T-c!d4a87,A-798-a3f,2023-04-08,2023-04-09 21:00:00,45,urgent,NA,3,FALSE
T-3aa54d,A-db5e9e,2024-06-25 ,2024-06-27 16:00:00,64,low,177,5,FALSE
T-640bda,A-96bb(c#6,2023-01-07,2023-01-08 04:00:00,NA,medium,112,NA,FALSE
T-8e435c ,A-e1b.9cd,NA,2023-06-17 11:00:00,35,NA,115,NA,FALSE
T-32b901 ,A-.67be94,2024-11-14,NA,49,high,1,NA,FALSE 
T-867910,A-3793@ee,NA,NA,70,high,11,NA,FALSE
T-31@6da7,A-1a%c5e0,2024-01-15,2024-01-16 11:00:00,35,hig_h,NA,4 ,FALSE
NA,A-702032,2023-07-28,NA,52,medium,43,NA,FALSE
NA,*A-8adedc,2023-08-05 ,2023-08-07 11:00:00,NA,high,22,4,FALSE
#T-565965,A-3b5cd1,2023-01-11,2023-01-12 17:00:00,41,NA,42,4,FALSE
T-0@96b66,^A-+313be3,2023-06-27,NA,6,urgent,69 ,NA ,FALSE
%T-d90e%f7,A-e2cd1b,2023-08-17,2023-08-19 19:00:00 ,67,NA,101,4,FALSE
T-4@95585,A-ACB7F7,2024-01-27,2024-01-27 23:00:00,23,MEDI(UM,31,NA,FALSE 
t-502019,NA,2024-09-23,2024-09-23 20:00:00,20,low ,18,4,false
T-b-6d93a,A(-50bb9f,2023-02-24,2023-02-25 10:00:00,34,low,35,NA ,FALSE
T-d5352f,A-c*1e51e ,2023-01-23,2023-01-25 05:00:00,53,high,148,3,FALSE
T-5f94dd,A-d82ef9,2024-12-31,2024-12-31 13:00:00,13,high,149,4,FALSE
T-d0ff21,A-378b99,2023-07-11,2023-07-12 10:00:00,NA,medium,40,5,FALSE
T-1d7cfb ,A-05d3b3,2024-08-11,2024-08-11 15:00:00,15,urgent,44,5,FALSE
T%-759_c6f,A@-fb_186e,2023-01-11,2023-01-12 19:00:00,43 ,medium ,132,3,FALSE
T-0c37(8b,A-f031.40 ,2023-12-04 ,2023-12-05 17:00:00,41,low,169 ,NA,FALSE 
T-bde8a&a,A-781cc0 ,2024-08-01,2024-08-02 07:00:00,31,high,133 ,NA,FALSE
T-bf01b8,A-59f724,2024-06-21,NA,19,urgen*t,30,4,FALSE
#T-926f27,A-3_4d880,2024-10-05,2024-10-07 16:00:00,64,l(ow,127,3,FALSE
T-952a_1a,A-9bfc9f,2023-06-04,2023-06-06 15:00:00 ,63,high,168,4,TRUE 
T-361e@dc,A+-$eb7@fac,NA,2023-03-18 23:00:00,23,low ,NA,NA,FALSE
T-*2d4793,A-)ce550d,2024-02-12,2024-02-12 03:00:00,3,urge@nt,88,NA,FALSE
T-9b!fb&24,A-ad64c6,2024-07-02,NA,68,high,2,5,FALSE
T-abcd41,NA,2024-11-01 ,2024-11-02 12:00:00,36,mediu*m,44,NA ,FALSE
T-5b0ebb ,A-c!ea+1$f0 ,2023-03-22,2023-03-23 05:00:00,29,high ,17,NA,FALSE
+T-2e5c7e ,A-ff7+9f2,NA,2024-09-06 15:00:00,63,.low,136,NA,FALSE
NA,A-&66224b ,2023-08-12,2023-08-14 05:00:00,53,mediu_m,172,4,FALSE
T-6f11a3,A-a1b80b,2023-05-13,2023-05-15 10:00:00 ,58,%urg^ent,18,NA,FALSE
T-88949f,A-68f37c,2024-10-26,2024-10-27 19:00:00,43,lo&w,173,NA,FALSE
T-d612f3,A#-bb1&486,NA,2024-05-19 18:00:00,18,l+ow,1,3 ,FALSE
T-@c12!7$ef,A-149a69,2024-10-01,2024-10-02 01:00:00,25 ,high,170,NA,FALSE
T-6858+fa,NA,2024-05-04,2024-05-05,24,NA,51,NA,FALSE
$T-6db7%d8,A_-e888d)1,2023-12-06,2023-12-07 02:00:00,26,urgent,68,NA,FALSE
T-ad4ec7,A-*560d27,2024-02-28 ,2024-02-28 12:00:00,12,low,62,3,FALSE
T^-a51205,A-cd!458#b,2023-07-04,2023-07-05 18:00:00,42,urgent,76,3,FALSE
T-%4dd.126,A-af0c$d*2,2024-06-27,2024-06-28 12:00:00,36,medium,123,NA,FALSE
*T-6750a4,A-a33200,2024-03-14 ,2024-03-15 13:00:00,37,low,101,NA,NA
T-33d113,A-7e0(a10,2024-08-11,2024-08-12 09:00:00,33,high,30,NA,FALSE
T-58506b,A--158f4e,2023-12-14,2023-12-14 13:00:00,13,urgent,124 ,4,FALSE 
T-+753ba1,A-4#bfa33,2023-12-08,2023-12-08 19:00:00,19,NA,29,NA,FALSE
T-59d67b,A-86902#e,2024-03-21,2024-03-23,48,urgen&t,17,3 ,NA
T-6ec2a9,A-9+208f_0,2023-06-21,2023-06-23 22:00:00,70,lo*w,3,NA,FALSE
T-b1d.1d0 ,A-bc)f664,2023-08-13,2023-08-14 01:00:00,NA,NA,128 ,NA,FALSE
T^-130a-82,NA,NA,2023-08-23 01:00:00 ,25,lo%w,35,3,FALSE
T-66d999,A-b$44e3e ,NA,2023-06-27 15:00:00,NA,urgent,41 ,5,FALSE
T-_037337,A-378b99,2024-07-11,2024-07-11 16:00:00,16,low,NA,NA,NA
T-342b36,A-cc102e ,2024-10-17,2024-10-19 13:00:00,61,lo&w,177 ,NA,FALSE
T-223760 ,^A-2edab2,2023-04-01,2023-04-03 11:00:00 ,NA,NA,NA,NA,FALSE
T-!9eb2b5,A-dcc3f1,2024-01-16,2024-01-17 06:00:00,30,urgent,144,5,NA
T@-f3e7)c5,A$-756192,2023-01-23,2023-01-23 17:00:00,17 ,ur(gen(t,NA,5,FALSE
T-116!af^1,A-@d$cc2f0,2024-05-08,2024-05-10 04:00:00,52,urgent,NA,NA,FALSE
T%-29279c,A-812c5b,2023-02-20,2023-02-21 19:00:00,43,urgen$t ,127 ,4,FALSE
T^-b0acc7,A-1f559b,2023-08-27,2023-08-29,48,medium,126 ,NA,NA
t-d32d8c,a-c1e5$1e,2023-01-04,2023-01-05 01:00:00 ,25,urgent,55,4,false
T-%cb9d4b,A-fd.7a+d3,2023-07-06,2023-07-07 14:00:00,38,medium,144,4,FALSE 
T-47#5284,A-d27f#50,2024-04-13,2024-04-13 15:00:00,15 ,lo^w,99,3,FALSE
T-411989,A-)244$6e3,2024-10-27,2024-10-27 08:00:00,8,medium,148,4 ,FALSE
T-863bcf,A$-bece*89,2024-05-28,2024-05-29 02:00:00 ,26,m^edium,163,NA,TRUE
T-86#6EBE ,NA,2023-06-05,2023-06-06 03:00:00,27,NA,115,NA,FALSE
T-e0c9bf,A-6d!a8.5%0,NA,2023-01-12 21:00:00,69,mediu$m,NA,NA,FALSE
T-45+8$e2!4,A-f25509,2024-03-27 ,NA,NA,medium,147,4,FALSE 
T-c8be02,A-378b99,2023-11-03,2023-11-05 01:00:00,49,medium,115,5,FALSE
T-7f088c,^A--4$e44e8 ,NA,2023-06-23 23:00:00,71,low,175,4 ,NA
T&-4&a0f02,A-.186a44,2023-01-21,2023-01-23 03:00:00,51,ur!gent,61,NA,FALSE
T-f3)f1b8,A-dbc825,2024-04-11,2024-04-13 22:00:00,70,low,122,NA,NA
T-7&9b057,A-31ab9a,2023-01-22,2023-01-23 03:00:00,27,lo%w,66,4,FALSE
T-11534a,A-524364,2023-03-21,2023-03-23 17:00:00,65,low ,110,NA,FALSE 
T-c0d&8b2,A-8b0451,2024-12-01,2024-12-03 01:00:00 ,49,urgent,23,3,FALSE 
&T-ad6a2_4,A-7e0a10,2024-12-18,2024-12-19 22:00:00,46,ur^gent,43,NA,FALSE 
T-cbc)17d,A)-7c57*68,2024-09-30,2024-09-30 19:00:00,19,medium,62 ,NA,FALSE
T-1D49#20,A-B7B7!B+7,NA,2024-05-11 09:00:00,9,LOW,101 ,NA,FALSE
T-ef0%a78,#A-ad296b ,NA,2024-09-10 14:00:00,38,-medium,81,3,FALSE
T-b369df,A-c7e58b,2024-08-13,2024-08-13 16:00:00,16,lo(w ,125,3,FALSE
T-29e(9b8,A-4a267b ,2023-05-17,2023-05-17 07:00:00,7,NA,166,5,FALSE
T-96702^F,A-9077B0,2023-09-14,2023-09-16 20:00:00,68,NA,176,NA,NA
T-9df3b0,A-)e@b2fd.c,2023-01-23,2023-01-25 07:00:00,55,lo!w,NA,4 ,FALSE
T-a39933,A-ed*51$0f,2023-01-31,2023-02-01 20:00:00,44,)urg&ent,129,5,FALSE
T%-7febc0,A-77+9(e4e,2023-01-27,2023-01-28 09:00:00,33,urgent,79,3,FALSE
T-847*17f,A@-f19409,2024-11-12,2024-11-12 01:00:00,1,u+rgent,90,4 ,FALSE
NA,A-cd458b ,2024-12-02,2024-12-04 05:00:00 ,53,medium,146,5,FALSE
T-41014e ,%A-a0ca4e,2024-12-02,2024-12-04 13:00:00,61,high,40,NA,FALSE
_t-5c033+1,a-+9+40b8b,2024-10-25,2024-10-26 23:00:00,47,high,47,NA,false
T-(3ec096,A-f97!b9a,2023-06-18,NA,59,high,32,3,FALSE
t-251fda,!a-856+b1e,NA,NA,1,l#ow,123,na ,false 
T-8d3d+46,$A-30b#4ca,2024-09-02,2024-09-04 16:00:00,64 ,medi$um,NA,NA,FALSE
T&-051e5b,NA,2023-09-20,2023-09-20 11:00:00,NA,urg*ent,NA,5,FALSE 
T-429&ce6,A-c45b23,2024-05-30,2024-05-30 07:00:00,7 ,high,55,3,FALSE
T-3367)b8,.A-ba6516,2023-07-17,NA,66,NA,NA,NA,FALSE 
t-1e30%43 ,a-b+78.b-f(8 ,2024-02-19,NA,2,urgent,89 ,5,false
T-c0ce04,A#-94+f8c9 ,2024-08-30 ,2024-09-01 03:00:00,51,urge.nt,29,NA,FALSE
T-864e#85 ,A-9#bfc9f,2024-03-01,2024-03-03 10:00:00,58,low,72 ,3,FALSE
T-2b1a-0_a,A-89ee83,2024-10-05,NA,13,m.edium,35,4,TRUE
T-5c9e4d,A-c7e58b,NA,2024-12-18 07:00:00,55,NA,104,NA,FALSE
+T-@af95b8,A-58^b9ff,NA,2023-12-02 17:00:00,65 ,NA,120,NA,FALSE
T-)471c3e,A-3ce5b8,2024-08-15,2024-08-16 17:00:00,41,hig.h,89,4,NA
T-862a^b3,A-31ab9a,2024-06-16,2024-06-18 11:00:00,59,)medium,85,3,NA
T-7b0fe1,A-71#6841,2023-04-03,2023-04-04 16:00:00,40,low,176,NA,FALSE
NA,A-55f257,2023-05-22,2023-05-23 12:00:00 ,36,NA,144 ,5,NA
T-f27d8b,A-7920cc,2023-09-30,2023-10-01 23:00:00,47,urgen&t,113 ,NA,FALSE
T-60706c,A-_2922b*6,2024-10-02,NA,27,urgent,136,NA ,FALSE
T-3a3aa1,A+-3b5cd1,2023-10-21,2023-10-21 09:00:00,9,low,24 ,4,FALSE 
NA,A$-+94d3da ,2024-06-10,2024-06-11 12:00:00,NA,low,98,3,FALSE
T-.DFAD1@3,A-5B1BCD,2024-12-17,2024-12-17 05:00:00,5,NA,NA,5 ,FALSE
T-60c4#81,A-5247)b3,2024-07-29,2024-07-31 09:00:00 ,57,%urge-n@t,NA,NA,FALSE
T-7_72cfe,A-e51ec7,2024-10-05,2024-10-06 21:00:00,45,high,87,NA,NA
T-187648,A-592832 ,2024-10-27,2024-10-28 17:00:00,41,NA,51,NA,FALSE
T-48f8ab,A-d&cc2*f0,2023-07-20,2023-07-20 02:00:00,NA,+me_dium,NA,NA,FALSE
T-35#ba6a,A#-ab438*f,2024-03-03,2024-03-03 04:00:00,4 ,ur$gent,NA,3,FALSE
T-5b9038,NA,NA,2024-07-16 23:00:00,23,high ,7,3,FALSE
T-690c29,A-c222ab,2024-12-01,2024-12-03 23:00:00,71,medium ,77,5,FALSE
T-3F754A,A-BB3BD4,2024-09-25,NA,NA,*URGEN_T,36,5,FALSE
T-$3675-63,A-e61e98,2024-11-23,2024-11-23 05:00:00,5,NA,175,NA,FALSE
&T-0079ed,A$-c$c98b.c,2023-06-13,NA,3,urg@ent,125,NA,FALSE
t*-69-e+92c,NA,2023-09-27 ,2023-09-28 22:00:00,46,NA,114,3,NA
t-e3d@7af ,a-526d93,2024-11-13 ,2024-11-15 06:00:00,NA,l&ow,157,NA,false
T-f70+8b2,A-bc8#7bc,2023-10-11,NA,11,low,177,3,FALSE 
T-b2.b3.fd ,A-7df7a7,2024-03-19,2024-03-20 02:00:00,NA,high,132,3,TRUE
NA,A-4c6^f1$1,2023-11-29,2023-11-29 20:00:00 ,20,urgent,14,5,FALSE
NA,A-9208%f0 ,2023-09-27,2023-09-28 08:00:00,32,NA,103,4,FALSE
T-194946,A^-65AEB5,NA,2023-08-11 08:00:00 ,32,NA,173,NA,FALSE
T-cbfee6,A-5247b^3,2023-06-11,2023-06-13 04:00:00,52,high,NA,NA,FALSE
NA,A-ba6516,2024-03-17,2024-03-18 ,24,low,58,3 ,FALSE
T-32cb13,A-1.986ca,2023-06-14,2023-06-14 15:00:00,15 ,NA,146,4,FALSE
T-88d5fe,A-0b0d6d,2024-01-14,2024-01-15 17:00:00,41,urgent,59,NA,FALSE
NA,NA,2023-01-16,NA,29,MEDIUM ,74,3,NA
t-@325ab2,a-f03140,2023-09-21,2023-09-22 19:00:00,43,medium,71,NA,false
T-c%fae4(d,NA,2023-01-27,2023-01-28 20:00:00,44,urgent,NA,4,FALSE
T-cc5da4,A-86c#db4,2023-08-07,2023-08-09 14:00:00,62 ,high,33,5 ,FALSE
^T-387b29,A-9+56988,2024-04-20,2024-04-21 20:00:00,44,low,83,NA,FALSE
T-86!268f,NA,2024-12-04,2024-12-06 12:00:00,60,low,176,3 ,FALSE
NA,A-eb1_312,2023-09-04 ,2023-09-06 20:00:00,68 ,low,117,5,FALSE
T-89ae7a,$A%-503d5a,2024-01-11 ,2024-01-14,72,high,107,5,FALSE
T-7c37e5,A-8b0451,2024-12-10,2024-12-11 23:00:00,47,ur_gent,104,NA,FALSE
T-^b^d64bb,A-5a9(2e7,2023-04-25,2023-04-27 19:00:00,67,NA,172,5,FALSE
T-6de(aa1,A-$5f2961,2023-06-30,2023-07-02 05:00:00,53 ,high,19,NA,FALSE
T-1c52db,NA,2023-01-04,2023-01-05 22:00:00,46,medium,90,NA,FALSE
T-be05b0,A-396e+5f,2024-08-15,2024-08-16 05:00:00,29,NA,27,NA,FALSE
T!-ffd35f ,A-bb1eaa,2023-10-15,2023-10-17 10:00:00,58,urgent,106,NA ,FALSE
T-d1#5fe8,A-60$0734,2024-03-15,2024-03-17 19:00:00 ,67,high,88,4,FALSE 
T-742fdb,A-fdfc91 ,NA,2024-11-17 23:00:00,23,&urge.nt,120,3,FALSE
T-b4)5de1,A-a7bd4b ,2023-07-11,2023-07-11 11:00:00,11,high,70,NA,FALSE
$T-0c38c(e,*A-bbe56&f,2024-11-30,2024-12-01 03:00:00,27,urgent,79,NA,FALSE
!T-1f01f6,A-4bfa33 ,2023-12-12,2023-12-12 12:00:00,NA,NA,46,4,FALSE
T-5b#20*10,A-038089,NA,2024-04-18 14:00:00,14 ,NA,149,3,FALSE
T-2a5b2f,A-f92792,2024-07-03 ,2024-07-05 22:00:00,NA,low,80,4,FALSE
_T+-a7ce4a,A-034368,2023-07-01 ,2023-07-01 19:00:00,19,high,124,NA,FALSE
T-D6C#9-B1,A-A6D26&1 ,2024-02-09,2024-02-09 01:00:00,1,NA,32,5,FALSE
T-8206e8,A-e43bf7,2024-06-17,NA,38 ,low,86,NA,FALSE
T-fd832d,A-4ae22a,2023-02-11,2023-02-11 04:00:00 ,NA,low,107,NA,FALSE
T-3C6A06,)A-C62E55,NA,2024-02-03 21:00:00,21,URGENT,NA,4,FALSE
T$-bd*c427,A-%56&962b,2023-01-23 ,2023-01-25 18:00:00,66,high,79,NA,FALSE
T-d4a251 ,A-751bd4,2023-01-10,2023-01-10 15:00:00,15,(urge@nt,NA,3,FALSE
T-d57ae(7,A--bf7919,2023-06-11,2023-06-11 17:00:00,17,low,110,5,FALSE
t-8a7eca,a-%fa3095,2023-10-24,2023-10-26 20:00:00,68,ur%gent,132,5,NA
T.-5df251,A-b179bf ,2023-10-06,2023-10-08 04:00:00,52,high,139,NA ,NA
T-967+cc#c,A-acb7f7,2023-12-28,NA,50,urg_e(nt,144,4,FALSE
t-5bd570 ,a-dcc3f1,2023-06-10,2023-06-12 11:00:00,59 ,low,95,NA,false
T-9b7b6+6,A-13466a,2023-06-24,2023-06-24 21:00:00,NA,high,77,5,FALSE
T-$4b2c43,A-c4e(a60,2024-04-07,2024-04-08 23:00:00,NA,medium,83,NA,FALSE
T-eeae26 ,A-0f3e88,2023-11-24,2023-11-26 12:00:00,60,low ,104,5,FALSE
T@-8EC_963 ,A-BC(4D)48,2023-06-24,2023-06-25 19:00:00,43,HIGH,133,3,FALSE
T-c8d0_35,NA,NA,2024-10-29 12:00:00,12,hig%h,53,NA,FALSE
T-68$6725,A-993085,2024-03-23,2024-03-25 02:00:00,50,medium,78,NA,FALSE
T-926c1c,A-eb7c38 ,NA,2024-05-14 12:00:00,36,medium,119,5,FALSE 
T-fcd*2!4e,A-f1f$639,2024-12-05 ,2024-12-05 22:00:00,22,NA,27,5,FALSE
T-6db04f,A-ed510f,2023-07-06,2023-07-08 12:00:00,60 ,urgent,46,NA,FALSE
#T-f0e463,A-3cc79$1,2023-12-04,2023-12-06 22:00:00,70,NA,75,5,FALSE 
T-d89dd4,A-6#dee43,2023-11-07,2023-11-08 17:00:00 ,41 ,urgen%t,64,5,FALSE
NA,A-fb186e,2023-10-18,NA,21,urg^ent,91,NA,FALSE 
T-c8c1c0,A-f446b6,2023-07-28,2023-07-28 14:00:00 ,14,low,25,NA ,FALSE
T-84+02a#1,NA,2023-04-25,NA,NA,lo%w,122 ,NA ,NA
T-d5b^bc@8,.A!-05d3b3,2023-08-13,2023-08-13 11:00:00,11,medium,19,NA,FALSE
T#-d370^a4,A-fd7ad3,2023-12-23,2023-12-25 06:00:00 ,54,urgent,118,5,TRUE
T-fd84fa,A-08e34e ,2023-03-16,2023-03-17 06:00:00,30,medium,170,3,FALSE
T.-145a95 ,A-$6f5$0ae,2023-03-01,2023-03-02 10:00:00,34,medium,144,5,FALSE
T-80284c,)A-ce550)d,2023-08-24,NA,50,urgent,64,3,FALSE
T-0d0)582,^A-e-e42db,2024-02-13,2024-02-15 05:00:00,53 ,NA,5,NA,FALSE 
T-b03^205,A-b9ee$d8,NA,2023-05-30 23:00:00 ,47,urgent,40,3,FALSE
^T$-935cb7,A-_5f7781,2024-08-14 ,2024-08-16 03:00:00 ,51,high,21,4,FALSE
T-89db4e,A-31ab9a,2023-08-31,2023-09-02 15:00:00,63,med!ium,132,NA,FALSE
T-787a34,A-#396e5f,2024-03-06,2024-03-06 12:00:00,NA,high,147,NA,FALSE
T-c0b6ed ,NA,2024-07-27,2024-07-29 07:00:00,55,urgent,30,3,FALSE
&T-50b851,A--)cea1f0,2023-12-26,2023-12-28,48 ,low,42,4,FALSE
T-c98c9f,A-832ec2,2024-02-28,2024-02-28 20:00:00,20,NA,68,NA,FALSE
T-b5f0d3,A-016043,2023-10-02,2023-10-02 20:00:00,20,high,28,4,FALSE
T-%6-9-9109,A.-)ced9aa,2024-05-14 ,2024-05-15 10:00:00,34,#urgent,54,NA,FALSE
NA,.A-524364,2023-09-30,2023-10-02 11:00:00,59,NA,59,4,FALSE
T-fcedc6,A-$5a%18$4f,2024-04-13,2024-04-14 13:00:00,37,high,33,4 ,FALSE
t-f7^d63c,a-65a46c,2024-10-29,2024-10-30 20:00:00,44,ur&gent,4,4,false
T-d6(2)751,A-86cdb4,NA,2024-12-02 01:00:00,1,urgent ,167,NA,FALSE
T-22710D,A-1B707D,NA,2024-04-21 03:00:00,NA,MEDIUM,53,NA,FALSE
NA,+A-@d922bf,2024-01-23,2024-01-23 13:00:00,13,low,95,NA,FALSE
*T-0.5FD42,A-F45!426,2024-08-24,NA,38,URGENT,38,NA,FALSE
T-37b$102,A-0be015,2023-04-02,NA,24,high,133,4 ,FALSE
T-dc5#1a8,A-0532$a9,2024-11-24,NA,27,low,6,NA,FALSE
T-76EE8$0,A.-FCE87#9,2024-07-17,2024-07-18 03:00:00,27,NA,49,5,FALSE
T-6ea0dd,A-a09355,2024-02-08,2024-02-08 04:00:00,4,low,87,4,FALSE
T-7fd978,A-22d9d2,2023-12-26,2023-12-26 10:00:00,10,urgent,8,NA,NA
T-621fb8,A-7)f8241,2024-04-19 ,2024-04-20 12:00:00,36,me^diu_m,135,3,NA
T-adcdc9,*A^-adc1f3,2023-06-12,2023-06-14 23:00:00,NA,ur$gent,25,4 ,FALSE
T-6d@98ab,A-_ced9aa,2023-12-22,2023-12-23 22:00:00,46,hig_h,124,NA,FALSE
T-1cea26,A--bcf664,2023-12-18,2023-12-20 21:00:00,69,h@igh,169 ,NA,TRUE
%T-c6dc!af,A(-32fb14,2023-03-18,2023-03-20 15:00:00 ,NA,-low,24,NA,FALSE
T-4bf7c6,A-463db0,2024-08-15,2024-08-15 04:00:00,4,low,171,4,FALSE
#T-7dfa9&6,A#-e888d1 ,2023-09-12 ,2023-09-14 16:00:00,64,low ,98,NA,FALSE
T-22b4a9,A-3cc791,2024-09-18,2024-09-20 10:00:00,58 ,urgent ,48 ,3,FALSE
T-bf0+575,A-78f02b,2023-04-10,2023-04-12 11:00:00,59,high,125,5,FALSE
T-0ca62f,A-e-40f45,NA,2023-09-01 05:00:00,29 ,u$rgent,114,NA,FALSE
T-2%0c0bf,A-2d4502,2023-04-23,NA,64,urgent,30,5,FALSE
NA,!A-ed510f,2024-03-28,2024-03-30 08:00:00,56,urg(ent,122,NA,FALSE
T-e$07558,A-2@9@6d7+c,2024-04-27,2024-04-27 14:00:00,14 ,urge_nt,31,3,FALSE
T-d6be94,A-30b4ca ,2023-05-05,2023-05-07 09:00:00,57,m)edium,125,4,FALSE
.T-e6c083,A@-44+3b7c,2024-05-16,2024-05-17 18:00:00 ,42,high,81,5,FALSE
(T-134BB9,A-2BC93D,NA,NA,7,MEDIUM,44,5,NA
T-1(18f1^3,NA,2024-09-05,NA,32,high,109,5,FALSE
#T-956203,A-ccb686 ,2023-11-06,2023-11-08 19:00:00,67,high,30,4,FALSE
T-&2ae381,A-f%3ff05 ,2023-07-12,2023-07-14 02:00:00,50,medium,108,3 ,FALSE
T-897033,A-1b7577,2023-08-07,2023-08-09 15:00:00,63,urgent,157,NA,FALSE
T-f1@4a3d,A-0be015,2023-04-13,2023-04-13 13:00:00,13,u^rgent,123 ,NA,NA
T-6bdc37,A-8&0e$e(b6,2023-07-23,2023-07-24 17:00:00,41,high,NA,5 ,FALSE
T-2fee89 ,A-42e!5e1,2024-01-25,2024-01-26 03:00:00,27 ,hig#h,124,4,FALSE
NA,A-bece89,2023-02-20,2023-02-21 01:00:00,25,medium ,63,5,NA
T-c939$4b ,A^-4(27b69,2024-04-09,2024-04-09 06:00:00,6,m!edium,99,NA,FALSE
T-#7b4c85,A-%5a(215a,2023-07-26,2023-07-28 16:00:00,64,urge*nt,18,NA,FALSE 
T-ab2c55 ,A-45ce7!a,2023-08-18,2023-08-19 18:00:00,42,med+iu^m,49,3,FALSE
T-11b816,+A-9077b0,2024-09-07,2024-09-07 02:00:00,NA,urgen$t,180,3,FALSE
T-d5%1f64,A-+558c72,2024-08-28,2024-08-30 12:00:00,NA,low,30,NA,FALSE
T-675d69,)A-19b2c)8 ,2023-02-03 ,2023-02-04 08:00:00,32,me.dium,132,4,FALSE
NA,A-443b7c,2023-01-24,2023-01-25 07:00:00,31,NA,51,5,FALSE 
(T-ba4-04b,A-8145a0,2023-01-06,2023-01-06 11:00:00,11,low,30,5,FALSE
T-9d4edb,A-9*1^74e0,2023-06-09,2023-06-11 05:00:00,53,low ,173,NA,FALSE
T-2ca#992,A-3f9cc0,2024-08-17,2024-08-18 20:00:00,44,high,28 ,NA,FALSE
T-d9cb01,A-0baac2,2024-03-23,2024-03-25 10:00:00,58,urge$nt,104,NA,FALSE
_T-3fd10a,A-&bcbe98,2024-05-14,2024-05-15 15:00:00,39,high,NA,NA,FALSE
T-df66b4,A-.425e76,NA,2023-10-08,72,high,160,3,NA
T-169%68A ,A-E8(9^151,2024-10-10,2024-10-11 05:00:00,29,NA,54,NA,NA
T-A65A71,A-E89151 ,2024-04-01,2024-04-03 06:00:00,54,MEDIUM ,43,5,FALSE
.T-c28542,A-d49cc.5,2024-07-18,NA,52,med^ium,32 ,4,FALSE
T-f3+737d,A-1986ca,2023-05-01,2023-05-01 09:00:00 ,9,low,100 ,NA,FALSE
T-_fb84f7 ,A)-ce550*d,2024-10-25 ,2024-10-27 21:00:00,69,med@i!um,90,5,FALSE
T.-4db8d5,A+-40(a557,2024-11-24,2024-11-26 03:00:00,51,urgent,119,5,FALSE
T-9fc75b,A-4c6f11,2023-12-06,NA,54 ,high,173,5,FALSE
T-27488*2 ,A-3b37d9 ,2023-01-03,2023-01-04 08:00:00,32,medi@um,89,5,FALSE
T-8444c1,A-69fad4,2023-09-16,2023-09-18 23:00:00,71,-m&edium,114,4,FALSE
T+-d82bc4,NA,2023-08-25,2023-08-26 01:00:00,25,NA,152,NA ,TRUE
T-6044@90 ,-A-f9@cc74,2024-09-13,2024-09-15 10:00:00,NA,low,115,4,FALSE
T-55edb1,A-b@9eed8,NA,2023-01-06 06:00:00,30,me-dium,87,5 ,NA
T-(466dab,A-d82ef9,2023-03-26,2023-03-28 16:00:00,64,urgent,38,NA,FALSE
T-dd596%0,A-f19b24,NA,2024-01-22 13:00:00,13,urgent,73,NA,TRUE
T-ef33cf,A-1e1b8_0,2024-01-26,2024-01-27,24,medi*um,16 ,NA,FALSE
T-d8aafb,A-fa309@5 ,2024-10-05,NA,54,low,91,NA,FALSE
-T!-a&14a68,+A-86fc1(d,NA,2023-08-17 16:00:00,64,high,38,3,FALSE
T*-0E6900,A-D42431,2023-02-28,2023-03-01 06:00:00,30,MED#IUM ,20 ,NA,FALSE
T-^5E6-6AB,NA,2023-01-26,2023-01-26 19:00:00,19,URGENT,180,4,FALSE 
.T-!a5@e537,A-&186a44,2023-04-22,2023-04-24 14:00:00 ,62,NA,176,3,FALSE
^T--7e77dc,A-7cfe77,2023-12-23,2023-12-23 19:00:00,19,medium,42,NA,FALSE 
T-e2d68e,A+-8ae3fc,2023-04-27,2023-04-29 21:00:00,69,NA,14,NA,FALSE
T-f6909)c,A-5.a9-2e7,NA,2023-05-19 23:00:00,47 ,+medium,9,5,FALSE
T-154975,A-313be3 ,2023-07-16,2023-07-17 13:00:00,37,ur%gent,70,NA ,FALSE
T-2b6bb1,A-9&93085,2024-02-20,2024-02-22 20:00:00,68,+high,33 ,4,FALSE
NA,A-aa9511,2023-08-09 ,2023-08-11 09:00:00 ,57,urgent,61,NA ,FALSE
T-da!0863,A-1e6fc3,2023-12-30,2023-12-30 22:00:00,22,high,2,5,FALSE 
