subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-5abbac,A-94d3da,2023-09-26,NA,Pro,41,0,NA,TRUE,FALSE,FALSE,FALSE ,annual,TRUE
S-^5aff5%f,NA,2024-11-30,NA,NA,26,494,5928,FALSE,FALSE,FALSE ,FALSE,+m.ont!hly,TRUE
NA,A-8145a0,2024-05-01,NA,!Ba%sic,37,0,0,TRUE,TRUE ,FALSE,FALSE,annual ,FALSE
S-3(39FCE,A-E888D1,2024-11-26 ,NA,PRO ,14,686,8232,FALSE,FALSE,FALSE,FALSE,MO!NTHL_Y,NA
S-9dcf&b_5,A-7d514#c,2024-09-07,NA,Ent%erpr@ise,17 ,3383,40596,FALSE,FALSE ,FALSE,FALSE,annual,TRUE 
S-2fd*650,A-019782,2024-12-04,NA,En+terprise,NA,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-.50a388,A-089363,2024-06-18,NA,Pro,34 ,0,NA,TRUE,TRUE,NA,FALSE,annual,TRUE 
S-1fd72a,A-09316c,2024-11-27,NA ,Pro,70,3430,41160,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S%-.40cbc0,A-474ad4,2024-04-18,NA ,NA,8,NA,1824,FALSE ,FALSE,FALSE,FALSE,annual,NA
s-0b831e,a-4c3$8bc,NA,NA,pro,36 ,1764,21168,false,NA,false,false,an*nual,true
S-b5035b,A-7#c4.956,2023-12-28,NA,Ent&erprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,mo-n-thl-y,TRUE
S-)1ac1$b4,A-ac14^bb,2023-10-28,NA,Enter%pri@se,21,4179,50148,FALSE,FALSE,FALSE,FALSE,mont#hly,TRUE
S-86e226,@A-58&b9ff,2024-06-17,NA,Pro,25,NA,0 ,TRUE,FALSE,NA,FALSE,month-ly,FALSE
NA,A-d26ab4,2024-11-18,NA,Pro,62,0,0,TRUE ,FALSE,FALSE,FALSE,annual,FALSE
$S-377ced,A-4^32483,2023-12-13,NA,Enterprise,60,11940,143280,FALSE,FALSE,NA,FALSE,monthly,FALSE
S-72cf21,A-855a48,2024-01-30,NA,Ent!erprise,40,7960,95520,NA,FALSE,TRUE ,FALSE,annu-al,FALSE
%S-d114e2,NA,NA,NA,Basic,11 ,209 ,2508,FALSE,NA,FALSE,FALSE ,annual,FALSE
NA,A-b7b7b7,NA,NA,Pr)o,45,2205,26460,FALSE,FALSE,FALSE,FALSE,annua*l,TRUE
_S-2.06227,A$-4e960a,2024-07-10,NA,Ente!rpr.ise,12,2388,NA,FALSE,FALSE,TRUE,FALSE,m)onthly,TRUE
.S-eac553,A_-ac%9111,2024-09-06,NA,Basic,28,532,6384,FALSE,NA,FALSE,FALSE,annual,TRUE
-S-2619&1b ,A-cbbe12,2023-07-21 ,2024-10-23,NA,40,0,0,TRUE,NA,FALSE,TRUE,annual ,TRUE
S%-#8c8315,A-34ea2f,2024-11-19,NA,Pro,8,0,0,TRUE,TRUE,FALSE ,FALSE ,NA,TRUE
S-7af0d5,A_-c4ea60,2023-04-11,NA,Basic ,48,912,10944,FALSE ,FALSE ,TRUE,FALSE,a!nnual ,FALSE
S-b45*a45,A-bcb$e98,NA,NA,-Pr@o,46,2254,27048,FALSE ,FALSE,FALSE,NA,annual,NA
S-@639d6-0,A-8-4ebe4,NA,NA,En.terprise,18,NA,0,TRUE,FALSE,FALSE,FALSE,NA,TRUE
S-aaeb34,A-90a8c8,2024-09-21,NA,E&nterprise,28,5572,66864,FALSE,TRUE,FALSE,FALSE,annual,FALSE
S-bef)342 ,A-.48_14a3,2024-11-26,NA,Enterp#rise,87,17313,207756,FALSE,FALSE,FALSE,FALSE,_a^nnual,TRUE
S-162d5#4,A-922109,2024-11-08,NA,Basic,11,209,2508,FALSE,FALSE,FALSE,FALSE,m&on-thly,TRUE
(S--CF44AF,A-3BE-56B,2024-03-08,NA,PRO,17,833 ,9996,FALSE,FALSE ,FALSE,NA,ANN$UAL,TRUE 
NA,A-c62e55,2024-12-31,NA ,Pro,14,686,8232,FALSE,FALSE,FALSE ,FALSE,annu%al ,TRUE
S-927-95B,$A_-E36807,2024-06-01,NA,NA,81 ,1539 ,18468,FALSE,FALSE,NA,FALSE,MO)NT*HL$Y,FALSE
S-9cb1(f7,NA,NA,NA ,*Pro,17,833,9996,FALSE,NA,TRUE ,FALSE,monthly,NA
S-ee994a,A-49b82)8,2024-04-18,NA,Pro,25,1225,14700,FALSE,NA,FALSE,FALSE,NA,TRUE
)S-97df3f,A-9123ac,2024-06-07,NA,Pro,9,441,5292 ,FALSE,FALSE,FALSE,FALSE,annual,NA
S-c2b71$0,A-88%c6ca,2024-11-01,NA ,Enterpris-e,NA,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e7^68f5,A--1a&c5e0,2024-11-19,NA,Enterpr%ise,33,6567,78804,FALSE,FALSE ,FALSE,FALSE,NA,TRUE
S-6aa20+b,(A-a6d26-1,2024-01-11,NA ,Enterprise,9,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-feea3a,A-82d8a*6,2024-12-17,2024-12-22,Bas!ic,5,95,1140,FALSE,FALSE ,TRUE,TRUE,monthly,TRUE
S-f86bcf,A!-592832,2024-12-02,2024-12-03,Pro,NA,2156,25872,FALSE,NA,FALSE,TRUE,annu-al,FALSE
S-6608d9,A-c9bb3e,NA,NA ,Enterprise,18 ,3582 ,42984,FALSE,NA,FALSE ,FALSE,ann+ua^l,TRUE
S-f5e#fe4,A-3^13be3 ,2023-11-25,NA,NA,NA,0 ,0,TRUE,FALSE,FALSE,NA,annual,TRUE
S-3^2b2+23,A-2edab2,2023-11-28,NA ,NA,17,833,9996 ,FALSE,FALSE,NA,FALSE,annual,NA
NA,A-b07b*5#6 ,2024-12-02 ,NA,Pr%o,30,1470,17640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
NA,A#-5a92e7,NA,NA,NA,6,0 ,NA,TRUE,FALSE ,FALSE,FALSE,monthly,TRUE
S-e603!06,A-f45426,2024-12-10,NA,NA,46,9154,109848,FALSE,FALSE,FALSE ,FALSE,annual,TRUE
S-6bde88,A-15707_0,2024-09-18,NA,Pro ,49,0,0,TRUE,FALSE,FALSE ,FALSE,annual,TRUE
NA,A-55f257,2024-07-31 ,NA,)Ba!sic ,14 ,NA,0,TRUE,FALSE,FALSE,FALSE,NA,TRUE
S-eafea7,A-c#bd1a3,2024-11-29,NA,Enterprise,NA,NA,66864,FALSE,FALSE,FALSE,FALSE ,monthly ,TRUE
)S&-55db9e,NA,NA,NA,NA,NA,1634,19608,FALSE ,FALSE,FALSE ,FALSE,NA,FALSE
S-be0&79b,A-6da850,2024-04-29,NA,Basic ,5,0,0,NA,FALSE,TRUE,FALSE ,NA,FALSE
s-bd5207 ,a-7cf)e77,2024-12-05,NA,NA,NA,1311 ,15732,false,false,false,false,annual,true
$S-f7^4bdd,^A)-c16101,2024-09-14,NA,Ente@rprise,14,2786,33432,FALSE ,FALSE,FALSE,FALSE,annual,TRUE 
S-b3071c,A-%cab532,2023-11-03,2024-12-14,NA,31 ,1519,18228,FALSE,FALSE,FALSE,TRUE,m!onthly,TRUE
S-ed102-6,#A-9a53+2a,2024-09-21,NA,Enter@pri^se,11,2189,26268,FALSE,FALSE ,FALSE,FALSE,annual,TRUE
S-8cfa7f,A-d922bf,2024-08-12,NA,Enterpris^e,15,NA,0,TRUE,FALSE ,FALSE,FALSE,annual ,TRUE
!S-2dbf11,A-e888d1,2024-05-25,NA,Pro,14,686,8232,FALSE,FALSE,FALSE ,FALSE,annual,TRUE
.S-4311fb ,A-2b9d3e,2024-11-12,NA,NA,14,686,8232 ,FALSE,FALSE,FALSE,FALSE,month#ly,TRUE
NA,A@-4a267b,2024-05-09,NA,NA,29 ,5771,69252,FALSE ,NA,FALSE,FALSE,mo^nthly,TRUE 
@S-50E517,A-E7A1E2,2024-10-28 ,NA,BASI)C ,12,228,2736,NA,FALSE,FALSE,FALSE,ANNUA#L,TRUE
S-814624,A-671f31 ,2024-12-28,NA,Enterprise,82,0,0,TRUE,FALSE,NA,FALSE,annu$al,TRUE 
S-f)2d47e,A-6d!e&e4!3,2024-05-27,NA,E)n!t+e(rprise,54,0,0,TRUE,FALSE,FALSE,FALSE,mont_hly ,NA
S-a4-05f7,A-0b0d6d,2024-12-30,NA,Pro,22,1078,12936,FALSE,FALSE,FALSE,FALSE,annual,TRUE
NA,A-@c4#5b23,2024-04-09 ,NA,NA,12,228,2736,NA,FALSE ,NA,FALSE,annu!al,NA
S-*8$b48+6a ,A-59)f724,2024-06-12,NA,Pro,NA,0,0,TRUE,FALSE,FALSE,FALSE,NA,FALSE
s-ddb09^e,a-cc1d8d ,2024-12-10,NA,NA,8,1592,19104,false,false,false,false,m!onthly,false
S-561e21,A-87aa7b,2024-08-29,NA,Pro,24,0,0,TRUE,TRUE,FALSE,FALSE,NA,TRUE 
S-8b1c37,NA,NA,NA,_Pr#o,32,0,0 ,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
$S-fc6cb4 ,A-34d88#0,2024-08-11 ,2024-09-18,Bas$ic,41,779,9348 ,FALSE,NA,FALSE,TRUE,mo$nt-h&ly,NA
^S-13(dfe7,A-9*56988 ,2024-12-15,NA,_Pro,2,98,1176 ,FALSE,FALSE,FALSE ,FALSE,annual ,TRUE
S-14d060 ,A-_bcf664,2024-12-12,NA,Pro,47,2303,27636,FALSE,FALSE,NA,FALSE,annual,TRUE
NA,A-&71!2f1c,2024-01-03,NA,B(asic,24,456,NA,FALSE,FALSE ,FALSE,FALSE,monthly,TRUE 
S-8c41e8,A-c16101,2024-09-23,NA,NA,NA,304,3648,FALSE,TRUE,FALSE,FALSE,annual ,TRUE
+S-0a9660,NA,2024-04-04,NA,Ent+erprise,10,1990,23880,FALSE,FALSE,FALSE,FALSE,mont)hly,TRUE
S-9c85b0,A-78f02b,2024-11-19,NA,E)nterprise,11,2189,NA,NA,FALSE,FALSE,FALSE,a&nn+ual,TRUE
s-f09b6c,a-0f6.450,2024-12-27 ,NA,basic,28,532 ,6384,false ,false,false,false,monthly ,true
S-a1e688 ,A-2f6a32,2024-11-10,NA,Basic,47,893,10716,FALSE,FALSE,FALSE,FALSE,annual ,TRUE
!S-0b62cc,A-a09355,NA,NA,%Enterprise,NA,3383,40596,NA,FALSE,FALSE,FALSE,mon+thly,TRUE
NA,A-aa9511 ,2024-12-12,NA,Ent-erprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,NA,FALSE
S-b7deea,A-65a%e-b5,2024-03-22 ,2024-12-03,En(terprise,63,NA,150444,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-b81.c97 ,A-0&b0d+6d,2024-12-31,NA,Pro,18,882,10584,FALSE,FALSE ,FALSE,FALSE,monthly,TRUE
S-462547,A-_e2cd1b,2024-12-07,NA,Basic,119,2261,27132,FALSE,NA,FALSE,FALSE,annual,TRUE
S#-3.8ac0c,A-794a0b,2024-07-05 ,NA,Enterp^rise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,mo@nthly,TRUE 
S-@4704e5,A-6dee43,2024-03-15,NA,Basic,3,57,684,FALSE,NA,FALSE,FALSE,monthly,TRUE
S-8b349c,A-32728c,2023-07-01,2024-04-07,B_asi&c,20,380,4560,FALSE ,FALSE,FALSE,TRUE,ann&ual,TRUE
S-33472f,NA,2024-03-31,NA,Enterpr^ise,27,5373 ,64476,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-70c369,NA,2024-12-24,NA ,@Pro,72,3528,42336,FALSE,FALSE,FALSE,FALSE,%monthly ,TRUE
S-2a6e4a,A-17939a,NA,NA,Pro,NA,1519 ,18228,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S$-091a8+d,A-098560,2024-02-24 ,NA,Pro,23,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-a2afb0,NA,2024-12-21,NA,Enter^prise,18,3582,NA,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-8%5022b,A.-d62e02,2024-11-06 ,NA,Ba*sic,6,114 ,1368,FALSE ,TRUE,FALSE ,FALSE ,monthly,NA
S.-b71b3a,A-cd458b,2024-12-21,NA,Ente^rp!rise,47,9353,112236,FALSE,FALSE,FALSE ,FALSE,mon+th%ly,TRUE
.S-cc80ee,A-0343&68,NA,NA,Enterprise,23 ,4577,54924,FALSE,FALSE,FALSE ,FALSE,monthly,TRUE
S-2%e8409,NA,2024-12-14,NA,NA,10,490,5880,FALSE,FALSE,FALSE ,FALSE,an!nual,FALSE
s-_de9b4b,a-600734,2024-11-06 ,NA,pro ,36,1764 ,21168,false,NA,false ,false,NA,true
S-e#5@efce,NA,2024-08-06,NA,Pro,8,NA,4704,FALSE,FALSE,FALSE,FALSE,#annua%l,FALSE
S)-D925E2,NA,2024-12-16,NA,PRO,35,1715,20580,FALSE,FALSE,FALSE,FALSE ,ANNUA#L,TRUE
S-0ab4e8,A-6a4e2d,NA,NA,Pro,16,784,9408 ,FALSE,FALSE,FALSE,FALSE,mon+t(hly,NA
!S_-5-85c3b,A-cc1d8d ,2024-12-13,NA,NA,6,0,NA,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S$-a4fd17,*A-cbbe12,2024-05-11,2024-07-20,Bas#ic,40,NA,9120,FALSE,FALSE,TRUE ,TRUE,@monthly,FALSE
NA,A-d535f6,2024-12-11,NA,Pro,19,931,11172,FALSE,TRUE ,FALSE,FALSE,annual,TRUE
S-567afa,A-c16cf7,2024-12-07,NA,Pr*o,NA,882,10584,FALSE,NA,FALSE,FALSE,an@nual,TRUE
S*-39b850,+A-297a^2d,2023-08-15,NA,Ba.sic,NA,0,0,TRUE ,FALSE ,FALSE,FALSE ,annual,TRUE
S-)2a9676,NA,NA,NA,Pro,25,1225,14700 ,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S%-f-edc(d9,A-65c341,2024-10-01 ,NA,E-nte!rpris%e,11,2189 ,26268,FALSE,FALSE,FALSE,FALSE,annu!al,TRUE 
S-627697 ,#A-(9@77ca0,2023-03-20,NA,NA,26,494,5928 ,FALSE,NA,FALSE ,FALSE,NA,TRUE
S-65e3(8d,A-&eb1)312,NA,NA,Enter*prise,25,NA,59700,NA,TRUE,NA,FALSE,^mon-t$h)ly,TRUE
S-8e5fd4,A-43a9(e)3,2024-03-09,NA,Basic,27,513,6156,FALSE,NA,FALSE,NA,NA,TRUE
S-cf^55d$a,$A&-2f6^a3_2 ,2024-09-16,NA,Bas%i.c,19,0,NA,TRUE,FALSE,FALSE,FALSE,month(ly,TRUE
S-e8488d,A-)52dd88,2024-08-02,NA,Ent&erprise,26,5174,62088,FALSE,FALSE,FALSE,FALSE,)monthly,FALSE
S-344c0d,A-87a*a7%b,2024-10-15,NA,Enterprise,24,4776,57312,FALSE,FALSE ,FALSE,FALSE,an^nual,TRUE
S-3+f0fb+6,A-&016043,2024-10-20,NA,Pro,27,NA,15876,FALSE,FALSE,NA,FALSE,annual,FALSE
S-cd2085,A-7c83a-1,2024-11-10,2024-11-26,Basic,12 ,228,2736,FALSE,FALSE ,TRUE,TRUE,month#ly,TRUE
(S*-914)19b,A-9_4c3c(d,2024-07-19,NA,*P^ro,37,1813,21756,FALSE ,FALSE,FALSE ,NA,annual,FALSE
S-a84c82,A-1-86a44,2023-11-01,NA,Pro,20 ,980,11760 ,FALSE,FALSE,NA,FALSE,annual,FALSE
NA,A-3a7284,NA,NA,Pro,NA,1519,18228,FALSE,FALSE,FALSE ,FALSE ,monthly,TRUE
S-404ecd,A#-592832,2024-09-27,NA,Enterprise,18,3582,42984,FALSE,FALSE ,FALSE ,TRUE,monthly,TRUE
S-&d224a&1,NA,2024-06-11,NA,Pro,NA,NA,17052,FALSE,FALSE,FALSE ,NA,monthly,TRUE
S-a7e!a10,NA,2024-08-05,2024-08-17,Basic,15,285,3420,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S--%3d1043,A-e41(44.b ,2024-12-15,NA,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,a-nnu-al ,FALSE
S-7c1eb7,NA,2024-05-12,NA,NA,44,2156,25872,FALSE,NA,FALSE,FALSE,monthly,TRUE 
NA,A-e%1b9cd,NA,NA,Basic,40,760,9120,FALSE,FALSE,FALSE,FALSE,month%ly,TRUE
S-b11225 ,A-7cfe77,2024-11-21,NA,P.ro,NA,3381,40572 ,FALSE,FALSE,FALSE,NA,annual,TRUE
S-dbceba,A-3cc791,2024-12-19,NA,Pro,36,1764,21168,FALSE,FALSE,NA,FALSE,m!onth(ly,TRUE
S-b(8^9305,A-0aaf6)e,NA,NA,Basic,4,76,912 ,FALSE,FALSE,FALSE,NA,NA,TRUE
S-81b6ee,A-e1b9c$d ,2023-11-25,NA,@Pro ,40 ,1960,23520,FALSE,FALSE,FALSE,FALSE,an$nual,FALSE
S-fbb+d54,NA,2024-06-02 ,NA,NA,5,NA,0,TRUE,FALSE,FALSE,NA,m_onthly,TRUE 
S-f)1fa8b,A-ffc04*f,2024-07-31,NA,P+ro,NA,2695,32340,FALSE,FALSE,FALSE,FALSE ,mo.nthly ,NA
S-c6d^8ce,A-249769,2024-06-10,NA,Pro,11,539,6468,FALSE,FALSE,FALSE,FALSE,month$ly,TRUE
$S-226cf3,A-956988,2024-12-18,NA,Pro ,42,2058 ,24696,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-9e2c.78,A-e4144b ,2024-12-18,NA,Basic,41,0,0,TRUE,FALSE ,FALSE,FALSE,NA,NA
S-61bcfb ,NA,NA,NA,Basic,22,418,5016,FALSE,FALSE ,FALSE,FALSE,monthly,TRUE
NA,a-#e6-93b6,2023-10-08 ,NA,p#r_o,55,2695,NA,false,false,false,false,annual ,true
*S-5c2991,*A-94$c3cd,2024-01-06,NA,Ent#erp*rise,32,0,0,TRUE ,FALSE,NA,FALSE,annual,NA
NA,A-5c98!49,2024-11-30 ,NA,Enterpris-e ,62,12338,148056,FALSE,FALSE,FALSE,FALSE ,annual,TRUE
S-bdd-5df,A-a45270,2024-07-18 ,NA,E+nterp-ri)se,25,4975,59700,FALSE,FALSE,FALSE,FALSE,)monthly ,FALSE
S-c46499,&A-00cac*8,2024-03-03,NA ,Basic,8,152,1824,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S--03a5b0,A-068fc6,2024-07-13,NA,Enter)prise,NA,NA,83580,FALSE,FALSE,FALSE,NA,NA,TRUE
S-973e8@e,A-0a282f,2024-09-28,NA,E%nterprise,6,1194,14328,FALSE,FALSE,FALSE,TRUE,annual,NA
NA,NA,2024-05-18,NA,Enterpris@e,27,5373,64476,FALSE,FALSE,FALSE,FALSE,a&nnual ,TRUE
S-+6*d09f2,%A-f92792,2024-11-24,NA,Basic,3,57,684,FALSE,FALSE,FALSE,FALSE,monthly,TRUE 
S-32d56d,A-9f9299,NA,NA,Enterprise,NA,NA,66864,FALSE ,FALSE,FALSE,FALSE,annu(a%l,TRUE
S-54*e8b2,A-19b&2c8,2024-05-18,NA,Pr_o,20,980,11760,FALSE,FALSE,FALSE,FALSE,monthl(y,TRUE
S-266+4e1,NA,2024-07-19,NA,NA,41,8159,97908,FALSE,TRUE,FALSE,FALSE,NA,TRUE
S-ceaff7,@A-a8b49c,2024-02-16,NA,Basic,16,304 ,3648,FALSE,FALSE,FALSE,FALSE,annu)al ,TRUE
S-30_7b2b,A-4_e44e8,NA,2024-10-26,Pro ,8,392,4704,FALSE,FALSE,FALSE,TRUE,annual ,TRUE
S-49121$6,A-B7EF83,2024-09-16 ,NA,PRO,31,1519,18228,FALSE,FALSE,FALSE,FALSE,ANNUAL,TRUE
S-a70ba(a ,NA,2024-08-10,NA,Ente.rprise,17,NA,40596,FALSE ,FALSE ,FALSE,FALSE,+an(nual,TRUE
S-(b5337b,A-7c6b6b,NA,NA,Pro ,7,343,4116 ,FALSE,FALSE,NA,FALSE,_annual,TRUE
S-b2b1b9,A-4$9b828,2023-10-06,NA ,*Enterprise,49,9751,117012,FALSE,TRUE,FALSE,FALSE,NA,NA
%S-6a02fe,%A-35&083d,2023-11-07,NA,&Basic,25,475,NA,FALSE,FALSE,FALSE,FALSE,monthly ,TRUE
NA,A-95b24a,2023-12-10 ,NA,Ba(s(ic,38,NA,8664,FALSE,FALSE,FALSE,FALSE,*an+nual,TRUE
S-4f21c1,A-9f9299,2023-11-24,2024-07-20,Ente.rprise,28,5572,66864,NA,FALSE,FALSE,TRUE,NA,TRUE
S-0ce88b,A-9ee962,2024-07-18,NA ,Ba(sic,9,171,2052,FALSE ,FALSE,FALSE,FALSE,annual,TRUE
S-446c54,A-296*d7c,NA,NA,En)terprise,2,398,NA,FALSE,FALSE,NA,FALSE,annual,TRUE
S-55aafd,NA,2024-05-23,NA,Bas*ic,8,152,1824,NA,TRUE,FALSE,FALSE,monthly,TRUE 
S-f.4caa8,A-9badbd,2024-09-16,2024-10-12 ,@Basic,NA,437,5244,FALSE,FALSE,FALSE,NA,a$nnual,TRUE
S-7@c24f6,A-^f25509,NA,NA,Enterprise,32 ,0,0,TRUE,FALSE,NA,FALSE,NA,FALSE
S-c555c4,A+-bcf8-7c,2024-12-13 ,NA,Ente*r)prise,17,3383,40596,FALSE,FALSE,FALSE,FALSE,NA,TRUE 
S-5!03a.fa,A-4e631b,2024-03-18,NA,Enterprise,40,7960,95520,FALSE ,FALSE,FALSE,FALSE,mont-hly,FALSE
S&-98f176 ,A-05d3b3,2023-08-14,NA,Basic,55,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-DE473D,A-E6AFC1,2023-05-31 ,NA,PRO,6,294,3528,FALSE,FALSE ,FALSE,FALSE ,MONTHLY,TRUE 
S-1876fb,A-4f18f0,2024-10-12,NA,Enter+prise,59,11741,NA,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-8fd22d,A-354f12,2024-08-01,NA ,Ent.erprise,1,199,2388,FALSE,FALSE ,FALSE,NA,monthly,TRUE
S&-7de#d4d,A-0f3e.88,2024-06-18,NA,Basic,17,323,3876 ,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2cb2_98,A-9077b$0 ,2024-12-20,NA,Ent*erprise,2,398 ,4776,FALSE,TRUE,FALSE,FALSE,an%nual,NA
@S-dfbd79,A-977ca0,2024-11-24,2024-11-24,Pro,14,686,8232,FALSE,FALSE,FALSE,TRUE,annual,TRUE
NA,A-55f257,2024-01-12,NA ,NA,38,0,0,TRUE,FALSE,FALSE,FALSE ,annu.al,TRUE
S-^f0c7-47,NA,2024-09-24 ,NA,En%terprise,73,14527,174324,FALSE,FALSE,FALSE,FALSE,mont+hly,TRUE
S-cf72c8,NA,2024-10-27,NA,NA,NA,1159,13908,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-befdba,A-ff79f2,2024-11-15,2024-11-19,Basic,36,NA,8208,FALSE,FALSE,FALSE,TRUE,annual,FALSE
S-921F*19 ,A-EB7C38,2024-09-16,NA,PRO,39,0,0,TRUE,FALSE,FALSE,FALSE,MONTHLY,TRUE
S-e9395e,A-180abf,2024-12-20,NA,NA,64,3136,37632,FALSE,TRUE,FALSE,FALSE,NA,TRUE
S-24cdb5,A-592832,2024-10-21,NA,Basic,35 ,665,7980,FALSE,FALSE,FALSE,FALSE,an&nual,TRUE 
^S!-5aa4ba ,A-2d1036 ,2024-09-25,NA,Pro,69,3381,40572,NA,FALSE ,FALSE,FALSE,m&onthly,TRUE
S-207.046,A-94d3da,2024-03-03,NA,Pro,NA,0,0,TRUE,FALSE,FALSE ,FALSE,annual,TRUE
S-0d6e(a4,A-f44180,2023-12-27,2024-10-30 ,Enterprise,9,1791,21492 ,FALSE,FALSE,FALSE,TRUE,NA,NA
S-5de79e,+A-1619f8 ,2024-11-06 ,NA ,Basic,29,551,6612 ,FALSE,TRUE,FALSE ,FALSE,an+nual,FALSE
S-a04ec4,A-4ef964,2024-06-17,NA,Pro,17,833 ,9996,NA,FALSE ,FALSE,FALSE,annua!l,TRUE 
s--33deb8,a-42^7b69,2024-11-30,na ,pro,17,833,9996,NA,false,false ,false,NA,true
S-08f8d3,A-bcf87c,2024-11-27,NA,Pro,21,1029,12348,NA,FALSE,FALSE ,NA,monthly,TRUE
S-292c06,A-08!936.3 ,2024-07-11 ,NA,&Pro,26,1274,15288,FALSE,FALSE,FALSE,FALSE,*month&ly,TRUE
S-0e9334,A-8ed5dd,2024-09-07,NA,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,monthl_y,TRUE
S-6a7+c79,A-4ef9&64,2024-08-28,NA,P-ro,17,0,0,TRUE,FALSE,FALSE,FALSE,mon.thly,TRUE
NA,A-712f1c ,2024-12-01,NA,.E$nterpr+ise,37,7363,88356 ,FALSE,FALSE,FALSE,FALSE,monthly,TRUE 
S-0c069-1,A-19b2c8,2024-10-25,NA,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,NA,monthly,TRUE
S-b18ae9,A-b78bf-8,2024-12-14,NA,Pr@o ,33,1617,NA,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a0.abcf,NA,2024-12-11,NA ,NA,14,NA,8232,FALSE,FALSE,FALSE ,FALSE,annual,FALSE
S-567f8f,A-02cd_81,2024-06-01,NA,&E#nt#er$pris&e,44,8756,105072,FALSE,FALSE,NA,FALSE,ann.ual,TRUE
S-3673f2,A-cd458b,2024-08-17 ,NA ,Enterpris^e,NA,9353,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-3ff7b$b,A-10b8f2,2024-08-15,NA,Basic,47,0,0,NA,TRUE,FALSE,FALSE,mont&hly,NA
S-b9d674,A-.cc98bc,2023-07-09,NA,Ente(rprise,32,6368,76416 ,NA,FALSE,NA,FALSE,monthl_y,TRUE
S-381917,A-474ad4,2024-07-02,NA,^P-ro,17,833,9996 ,FALSE,FALSE,FALSE,NA,monthly,TRUE
S&-67c.1d8,A-328bd0,2024-12-18,NA,P#r#o,18,882,10584,FALSE,FALSE,TRUE,FALSE,a$n+nual,TRUE
NA,A-5c046d,2024-12-02,NA,Basic,93 ,1767,21204,FALSE,FALSE,FALSE,NA,monthly,FALSE
S-8dd1cf,A-4d1e75,2024-12-17 ,NA,Basic,20,380,4560,FALSE,TRUE,FALSE ,FALSE,monthly,FALSE
S-3741b9,NA,2024-06-20,2024-07-11,Basic,23,0,0,TRUE,FALSE,FALSE,TRUE,a.nnual,TRUE
S-90dd!19,A-29^7a2d,2024-03-04,NA ,Pro,NA,1323,15876,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-d62a15,A-089363,2024-08-08,NA,NA,NA,1990,23880,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-#2a928c,-A-fa(3-095 ,2024-12-16,NA,Basic,70,1330,15960,FALSE,FALSE,FALSE,FALSE,m(onthly,TRUE
S-be86e3,A-3a5ad8,2024-01-14,NA,Enterprise,NA,2189,26268 ,FALSE ,FALSE,TRUE,FALSE,a*nnual,TRUE
@S-3dc46b,A-5790f4,2024-12-23 ,NA,Pro,12,588,7056,NA,FALSE,FALSE,NA,monthly ,FALSE
S&-D6106B,A-0A2^82F,2024-10-16,NA,BA^SIC,6,114,1368,NA,FALSE,FALSE,FALSE,MONTHL.Y,TRUE
NA,A-66&224b,NA,NA,Pro,92,4508,54096,FALSE,FALSE,FALSE,FALSE,+annual,TRUE
S-2(f11bb,A-82d8a6,NA,NA ,NA,5,245,2940,FALSE,FALSE,NA,FALSE,&an%nual,TRUE
S-8F2B13,A-034368,2024-10-14,NA ,E$N+TERPRISE,28,5572 ,66864,FALSE,FALSE,FALSE,NA,ANNUAL,TRUE
