subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S(-557f3e,_A-b7e#f83,2024-06-20 ,NA,Enterprise,13,2587,31044,NA,NA,FALSE,FALSE,annua$l,TRUE
S-a3e1e3,A-05.d3b3,2024-09-26,NA,Enterpri_se,9,0,0 ,TRUE,FALSE,FALSE,FALSE,NA,TRUE
S-70*a554,A-f19#409 ,2023-08-09,NA,Ent+erpri$se,NA,4577,54924,FALSE ,NA,FALSE,NA,annual ,TRUE
S-$b3+5b20,NA,2024-12-31,NA,Pro,3,147,NA,FALSE,TRUE,FALSE,NA,month#ly,TRUE
S--95d1dd,NA,NA,NA,NA,70 ,13930,167160,FALSE ,FALSE,NA,FALSE,mo)nthl^y,TRUE
s-540^c%ee,a^-2!02b67,2024-06-22,NA,enterprise,25,4975,59700,false,true ,false,NA,annual,true
S-635570,A-883B7D,2024-05-12,NA,ENTERPRI!SE,50,0,0,NA,FALSE,NA,FALSE,ANNUAL,FALSE
NA,A-e(60f9d,2024-12-11,NA,Basic,29,NA,6612,FALSE,FALSE,FALSE,FALSE,mo#n&thly,TRUE
S_-)0d020$2,A-+adc1f3,2024-09-04,2024-09-16,&Enterprise,50,9950,119400,FALSE,FALSE,FALSE,NA,annual,NA
S&-21_f8b3,A-7f4db3,NA,NA,@Enter!p%ris)e,4,0,0 ,TRUE,FALSE ,FALSE,FALSE,monthly,FALSE
S-8faa60,A-328!b#d0,2023-12-15,2024-01-11,Pro,39,1911 ,22932,FALSE,FALSE,FALSE,NA,%monthly,TRUE
.S-93#cd57,A-6f8ad2,2024-08-16,NA,En_terpr-ise,20,NA,47760,FALSE,FALSE,FALSE,FALSE,NA,TRUE 
S--8e^c197,A-7.c4.956,2023-11-02,2024-10-10,NA,51,0,0 ,TRUE,FALSE,FALSE ,TRUE ,monthly,NA
S-842638,A-35083_d,2024-05-04,2024-06-26,!Pro,NA,931,11172,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-763e52 ,A-bece89,2024-05-20,NA,%Ente_rprise,26,5174,62088,FALSE ,TRUE ,FALSE,NA,an*nual,FALSE
S-e)d4c.4^5,A_-4e44&e8,2024-09-15 ,2024-09-21,Ente^rprise ,78,15522,186264,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-3-909@55,A-98a59a,2023-09-02,NA,Pr*o,56,2744,32928,FALSE,FALSE,NA,FALSE,monthly,TRUE
S-3ab53_4,A-f446b6,2024-01-07,NA ,Ent(e#rprise ,18,3582,42984,FALSE,FALSE,FALSE,NA,an%nual,NA
S-9be237,NA,2024-09-20,NA,Pro,26 ,1274,15288,NA,FALSE,FALSE,NA,annu-al,NA
%S-021004 ,A-186a44,2024-07-05,NA,Basi&c,20,380,4560,FALSE ,FALSE,FALSE,FALSE,#monthly ,TRUE
S-e&36786,A-5b1bcd,2024-01-10,NA,Ba*s#ic,73,1387,16644,NA,FALSE,FALSE ,FALSE,NA,TRUE
S-4691f1,A-c16cf^7,NA,NA,Basic,13,247,2964,FALSE,FALSE ,FALSE,FALSE,NA,TRUE
S-d35d49,A-bc87bc,2024-09-11,NA,NA,18,342,4104,FALSE,FALSE ,FALSE,TRUE,an$nual,TRUE 
S-37462)8,A-350-83^d,2024-07-17,NA,Basic,19,361,NA,FALSE ,FALSE,FALSE ,FALSE,mo^nt-hly ,FALSE
S-36@f84f,A-e08cd^3,2024-12-08,NA ,Pro,67,3283,39396,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-e0cd01,A-0cc442,2024-10-21,NA,^Basic ,45,855,10260,FALSE,FALSE,FALSE,FALSE,NA,NA
S-EDC542,A-1F0636,2024-04-09,NA,ENTERP.RISE,105,20895,250740,FALSE,FALSE,FALSE,FALSE ,ANNUAL,TRUE
S-1(bbd!f0,A-781cc0,2024-10-08,NA,Basic,16,304,3648,FALSE,FALSE,FALSE,FALSE,NA,NA
S^-a%4d121,A-118d55,2024-10-26,NA ,Enterp_rise,8,1592,19104,FALSE,TRUE,NA,FALSE,monthly,TRUE
S-5b^4149,A-df10.db,2023-10-23,NA,Basic,7,133,1596,NA,FALSE,FALSE,FALSE,a(nnual,NA
S-ffe125,A-e89151,2024-04-15,2024-10-07,Basic,20,380,NA,FALSE,FALSE,FALSE,TRUE,mon&thly,FALSE 
S-5aea91,A-427b69,2024-11-06,NA,Ente$rp.r&ise ,34,6766,81192,FALSE,FALSE ,FALSE ,FALSE,monthly,TRUE
S-a5baf$1,A-c^7e58b,2023-12-16,NA,Enterpri$s+e,7,1393,16716,FALSE,FALSE,FALSE ,NA,monthl!y ,FALSE
NA,A-f3f_f05,2024-10-19,NA,NA,48,9552,114624,FALSE,FALSE,FALSE,FALSE,NA,TRUE 
S-69CC68,A-7F4DB3,NA,NA,ENTERPRISE,7,1393,NA,FALSE,FALSE,FALSE,FALSE,ANNUAL,TRUE
NA,NA,2024-11-07,NA,Pro,7,0 ,0,TRUE,TRUE,FALSE,FALSE,monthly,NA
S#-#573f93 ,A-50bb9f,2024-10-29,NA,Enter!prise,2,398,4776,FALSE,FALSE,FALSE,FALSE,m)onthly,TRUE
S-EA2C98,A-1AC5E0,2024-11-30 ,NA,PRO,NA,1617,19404,FALSE,FALSE,NA,NA,MON.THLY,TRUE
S-b2f-3f3,_A-bc87bc ,2024-12-15,NA,Basic,8 ,152,1824 ,FALSE,FALSE,FALSE,FALSE,monthl*y,TRUE
S-5bc277,A-05d3b3,2023-07-12,NA,Basic,9,NA,2052,NA,FALSE,FALSE,FALSE,&annual,TRUE
S-d@0*429b,A*-5247b3,2024-11-25,NA,Basic,74,1406,16872,FALSE,TRUE,FALSE,FALSE,annu)al,NA
)S-d2a604,A-207^3_6a,2024-10-03,NA,$Pro,61,2989,35868,FALSE,FALSE,TRUE,FALSE,NA,TRUE
S-f5^86*ed,A-de.24d5,2024-12-06,NA,Ba#sic,17,323,3876,FALSE,FALSE,FALSE,FALSE,m#ont!hl!y,TRUE
S-#f87.4e5,A-4^17d2f,2023-07-16,NA,Enterprise,51,10149,121788,FALSE,FALSE,FALSE,FALSE,annu^al ,TRUE 
S#-28d401,A.-d79^2a6,2023-09-03,2024-03-04,NA,5,NA,1140,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-f_a05d7,A-18.0ab+f,2024-07-10,NA,Basic,64,1216,14592,FALSE,FALSE,FALSE,FALSE,mont_hly,TRUE
NA,A-8b0451,2024-12-10,NA,NA,41,2009,24108,FALSE,NA,FALSE,FALSE,mont)hly,NA
)S-%0%d391c,A(-f9cc74,2024-12-09,NA,Enterprise,30,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE 
S.-BEAA3@5,A(-781CC0,2024-11-01,NA,PRO,12,0,0,TRUE,FALSE,FALSE,FALSE,MONTHLY,FALSE
NA,A-7*c83a1,2024-11-02,NA,Pro,12,0,NA,NA,FALSE,FALSE,NA,monthly,TRUE
S-925!f82,A-c7e58b,2024-07-08,NA,En_terprise ,7,1393,16716,FALSE,FALSE,FALSE,FALSE,a&nnual ,FALSE
S-7d4$3e@0,A-f9.cc74,2024-10-12,NA ,@Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
!S-D@C1CF4,)A-1986C!A,2024-01-05,NA,ENTERPRISE,20,3980,47760,FALSE,FALSE,FALSE ,FALSE,MONTHLY,FALSE
NA,$A-10b8f2,2024-03-22,NA,Pro,47,2303 ,27636,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
NA,NA,2024-10-28,NA,_Enterprise,117 ,23283,279396,FALSE,FALSE,FALSE,FALSE,ann%ual,TRUE
S-f42cc4 ,A-f44180,2023-04-10,NA,Enterprise,14,2786,33432,FALSE,FALSE,FALSE,FALSE,annual,TRUE
s-22014f,a-0be_015,2024-10-21,NA,ba-sic,19,361,NA,false,false,false,false,annual,true 
S-1acdd2,A-7a0d69,2024-10-12 ,NA,En)terpris$e,26,5174,62088,FALSE,FALSE,FALSE,NA,monthly,TRUE
S-c85167,A-7a$0d69,2024-09-16,NA,Bas*ic,15 ,285,3420,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b112eb,+A-8bde0c ,2024-12-19,NA ,Basic,53,1007,12084,FALSE,FALSE,FALSE,NA,NA,TRUE
S-79bf38,A!-977@9ad,2024-07-29,NA,Ente(rprise,40,NA,95520,FALSE,FALSE,FALSE,NA,monthly,TRUE
S-ab152e,A-3^793ee,2024-07-22 ,NA,Ente+rprise,49,9751,117012,NA,FALSE,TRUE,FALSE,mon+thl!y,NA
S-dbde43,A-54d94a,2023-12-17,NA,Pro ,27,1323,NA,FALSE,FALSE,FALSE ,FALSE,a(nn.ua-l,TRUE
S-2bbf5*c,A-a0935^5,2024-10-17,NA,Enterprise,14,2786,33432,FALSE,FALSE,FALSE,FALSE,an#nual,NA
NA,a-7da)956,2024-06-15,na ,bas(ic,26,0,0,true,false ,false,false,annual,true
S-233c23,A^-+39b1%9f,2024-05-11,NA,Pr!o,54,2646,31752,FALSE ,TRUE,FALSE,FALSE,monthl(y,FALSE
S-770d98,A-e693!b6,2024-11-19 ,NA,Enterpri)se,55,10945,131340,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S_-97!2512,NA,2024-12-14,NA,Pro,54,0,0,TRUE,FALSE,FALSE,FALSE,+m(onthly,TRUE
S-3965a4,A_-8b25f2,2024-10-08,2024-10-18,Ba#si)c,47,893,NA,NA,FALSE,TRUE,TRUE,!annual,TRUE
S-632+bba,A-a09355,2024-09-24,NA,NA,15,735,8820 ,FALSE,FALSE,FALSE,FALSE,+mo!nthly,TRUE
S-307e49 ,NA,2024-06-01,NA,NA,36,1764,21168,FALSE,FALSE ,FALSE,FALSE,NA,FALSE
S-b84175,A-bb2f49,2023-10-26,NA,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,mon#thly,TRUE
S-83b2e)e,A-7c83a1,2024-06-27,2024-12-04,Enterprise,26,5174,62088,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-969aac,A-37f969 ,2024-05-14,NA,E)nterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,NA,FALSE
NA,A-!241e75,2024-09-29,NA,Pro,13,NA,7644,FALSE ,NA,NA,NA,NA,TRUE
S-f7fa56,A-c16(cf7,2024-10-18,NA,NA,13,NA,NA,FALSE,NA,FALSE,FALSE,$mon^thly,TRUE
S*-d50f1d,A!-(08e3@4e,2024-07-02,NA,Basic,29,0,0,TRUE,FALSE,FALSE ,FALSE,NA,NA
S-5b9267,@A-410e86,NA,NA,.Pro,33,0,0,TRUE,FALSE,FALSE,FALSE,&an_nual,TRUE
(S-199697,A-bcf66#4,2024-11-11,NA,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,NA,annual,TRUE
S-cbe349,NA,2024-02-16,2024-04-23,Enterpr*ise,8 ,1592 ,NA,FALSE,TRUE,NA,TRUE,annual,FALSE
S-2b4a26,A-66224b,2024-11-20,NA,Basi(c,92,0,0,TRUE ,FALSE,FALSE,FALSE,annu&al,FALSE
S-704195,A-dfbd31,2024-04-29,NA ,Basic,14,266,3192,FALSE,FALSE,FALSE,FALSE,monthl(y,TRUE
S-4dae4.c ,A-158f4-e ,2023-12-19,NA,Pr+o,61,2989,35868,NA,FALSE,FALSE,FALSE,monthly,TRUE
S-d425c9,A-e4144b,2024-11-11,NA,E@n@terprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,annu_al,TRUE 
S-_078e94,A-3a7284,2024-11-28,NA,Enterpr^ise,NA,6169,74028,FALSE,NA,FALSE,FALSE,-m%onthly,TRUE 
s-f869a0 ,NA,2024-02-29,NA,basic ,24 ,456,5472,false,true ,false,false,monthly,true
S-b57@a5e,A-1@7939a,2024-12-30,NA,-Ba^sic,20,380,4560,FALSE,FALSE ,FALSE,FALSE,a^nnual,TRUE
S-a66766,A-9$f9299,2024-03-09,NA,Basic ,28,NA,6384,NA,FALSE ,FALSE,FALSE,monthly,FALSE
S-(13*a01$3,A-8bde0-c,2024-12-19,NA,B%asi-c ,23,437,5244,FALSE,FALSE,NA,FALSE,NA,TRUE
NA,A-39b19f,2023-07-04,NA,Pro,20,NA,11760,FALSE,FALSE,FALSE,FALSE,annual ,TRUE
S-b6e1*5a,NA,2023-09-17,2024-02-18,E#nterprise,NA,7363,88356,FALSE,NA,FALSE ,TRUE,monthly,FALSE
S$-)db3856,+A-cca^bf0 ,2023-11-18 ,NA,Pro,21,1029 ,12348,FALSE,FALSE,FALSE,FALSE,a*nnual,TRUE
S-dbc4d^5,A-751c58,2024-08-24,NA,Pro ,15,735,8820 ,FALSE,FALSE,FALSE,NA,!annual,TRUE
S-eabdce,A-9208f0,2023-05-15,NA,Enterp(rise,14 ,2786,33432,FALSE,FALSE,FALSE ,FALSE,annual,TRUE 
NA,A-&712f1c,2024-12-11,NA,Pr.o,17,833,9996,FALSE,FALSE,FALSE ,FALSE,^annu^al,TRUE
S-05be05,A-_e7beab,2024-03-16,2024-05-30,NA,5,995,11940,FALSE,FALSE,FALSE,TRUE,NA,TRUE
S-222167,@A-c1e51e,2024-12-29,2024-12-31,Basic,NA,779,9348,NA,FALSE,FALSE ,TRUE,annual,TRUE
S-a68$d25,NA,2024-03-23,NA,Basic,15,285,3420,FALSE,FALSE,FALSE,FALSE,mont^hly ,TRUE
S-43$05F1,A-AFA505 ,2024-01-08,NA,#PRO,70 ,3430 ,41160,NA,FALSE,FALSE,FALSE,MONTHLY,TRUE
S-95cc5a,A-9b!fc9f,NA,NA ,Basic,53,NA,12084,FALSE,TRUE,FALSE,FALSE,ann-ual,TRUE
S-0b7-de7,A-%eb7f^ac,NA,NA,Ent%erpri$se,16,3184,NA,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f588^8c,A-4e631b,2024-12-10,NA,Basic,22,418,5016,NA,FALSE ,FALSE ,FALSE,annual,TRUE
S-28489@e,A-fd7ad3,2024-11-02,NA,Basic,12,0,0,TRUE,NA,FALSE,FALSE,annual,TRUE
NA,*A-e6afc1,2023-05-24,NA,Ente)rpris$e,51,10149,121788,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b10cfa,A-50.3d5a,2024-06-28,NA,Pro,6,294,3528,FALSE,FALSE,NA,FALSE,monthly,TRUE
S-3199cf,A-068fc6,2024-07-20,NA,Pro,35,NA,20580,FALSE,FALSE,NA,FALSE,mon$thly,TRUE
S-61d573,A-@0dbdc6,NA,NA,*P.ro,30,1470,NA,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2_d!bf26,A-dfbd31,2023-12-10 ,NA,Pro,14 ,0,NA,TRUE,FALSE,FALSE,FALSE ,annual ,TRUE
^S-eae7+73,A-88c6ca,2024-12-03,NA,Pro,NA,539,6468,FALSE,FALSE ,FALSE ,FALSE,monthly,TRUE
NA,A-425e76,NA,NA,Enterpris@e,9,1791,21492,FALSE,FALSE,FALSE,FALSE,annual,TRUE
+S-D90F0A ,A-E1@9FF6,2024-10-23,NA,PRO,26,1274,15288,FALSE,FALSE ,FALSE,FALSE,MONTHLY,FALSE
S-82be96,A-7920.cc,2024-11-29,NA,^Pro,NA,1911,22932,FALSE,FALSE,FALSE,FALSE ,annual ,TRUE
_S-7bd2d7,A-9b9fe$9,2024-11-28,NA ,En^terprise,50,9950,119400,FALSE,FALSE ,FALSE,FALSE ,monthly,TRUE
S-5f3359,NA,2024-12-10,NA,Pro,37,1813,21756,FALSE,FALSE,NA,FALSE,)annu-al,TRUE
S-9d7&c19,.A-82d8a6,2024-12-31,NA,P)ro,5,245,2940,FALSE,FALSE ,FALSE,TRUE,annua(l,TRUE
S-2bc644,A#-2d4502,2024-04-30,NA,$Pro,8,392,4704,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S+-e^c8b.34 ,A-de58&ca,2023-10-09,NA,Enterpris)e,62,12338 ,148056,NA,FALSE,FALSE,FALSE,ann*ual,FALSE
S-1d2d00,A-a7bd4b,2024-09-18,2024-10-13,Basic,9,171,2052,FALSE,FALSE ,FALSE,TRUE,monthly,TRUE
NA,a-bf7919,2024-12-21,2024-12-29,NA,NA,NA,8820,NA,false,false,true,annual,true
NA,A-c42f$1f,2024-10-13,NA,&Enterprise,12,2388,28656,FALSE,FALSE,FALSE ,FALSE,annual,TRUE
S--f99f9e ,A-db^c825,NA,2024-12-17,@Enter+prise,55,10945,131340,FALSE,FALSE ,NA,NA,NA,TRUE
S-9@dda85,A-#462!d45,2024-01-16,2024-05-29,Basic,NA,1691,20292,FALSE,FALSE,NA,TRUE,annual,FALSE
S-94#009b,A-(9f0!b68,2024-10-08,NA,Ent*erprise,10,1990,23880,FALSE,FALSE,TRUE,FALSE,ann%ual,TRUE
S$-834!097,A-9badbd ,2024-12-03,NA ,E!nterprise,5,995 ,11940,NA,FALSE,FALSE,FALSE,annual,TRUE
S-61EFC1,A-05D3.B3,2023-11-27,NA,NA,NA,0,0 ,NA,FALSE,FALSE,FALSE,MONTHLY,FALSE
NA,A*-956988 ,2024-12-07,NA,NA,26,1274,15288,FALSE,FALSE,FALSE,FALSE,&annual,TRUE
S-caec41,A-5*5$f257,2024-01-24,NA,Ent%e@rpr!ise ,23,4577 ,NA,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-921dc3,A-a865bd ,2024-05-22,NA,Enterpri-se,38,7562,NA,FALSE ,FALSE ,FALSE,NA,annual,FALSE
NA,A-82d8a6,2024-12-14,NA,Enterpri&se ,NA,0,0 ,TRUE,TRUE,NA,NA,NA,NA
S-93dc0e,A-8e47c%a,NA,2024-12-09,Enterprise,25 ,4975,59700,NA,FALSE,FALSE,TRUE,*monthly,TRUE
S-1@0702d,A-59f7%24,2024-03-14,NA,Basic,NA,0,0,TRUE,FALSE,FALSE,FALSE,mon_thly,TRUE
_S-737a2@8,(A-@a1bbb6,2024-02-26,NA,Pro,8,392,4704 ,FALSE,FALSE,FALSE,FALSE,monthl+y,TRUE 
S-e77(b1e,A-296d7!c,2024-01-30,NA,NA,NA,114,1368,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S#-D841E4,A-A1B80#B,2024-06-28,NA,ENTERPRISE,16,3184,38208,FALSE,TRUE,FALSE ,FALSE,ANNUAL,TRUE
S-c6)dc67,A-9f2731 ,2024-11-10,NA,Pro,33,1617 ,19404,NA,FALSE,FALSE,FALSE,monthly,TRUE
S-aaf1d^0,NA,2024-07-12,NA,E)n!terprise,58,0,0,TRUE,FALSE ,FALSE ,FALSE,monthly ,FALSE
S-e77!144,A-4+9b82_8,2023-08-09 ,NA,En-terprise,NA,4975,59700,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-9b8504,A-c37cab,2024-10-19,NA,Pr*o,13,637,7644,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-504683,A-bbc346,2024-11-24,NA,Enterprise,NA,3781,45372,FALSE ,FALSE,FALSE,FALSE,annual,TRUE
S-f31+38f,A-3b5cd1 ,2024-06-11 ,NA,#En)terprise,55,0,0,TRUE,TRUE,FALSE,FALSE,ann&ual,TRUE
NA,A-d535f6,NA,NA,Basic,12 ,0,0,TRUE,FALSE,FALSE ,FALSE,monthly,TRUE
S#-%6e5a3d,A-bb1486,2024-11-23,NA,NA,41,2009,24108 ,FALSE ,FALSE,NA,NA,annu+a!l ,TRUE
S-a(f6f53,A-4%10e86,2024-12-01,NA,Basic,NA,456,5472,NA,FALSE,FALSE ,FALSE,m!onthly ,FALSE 
S-13(4753,A-e8.3938,2024-02-08,NA,Ent_erprise,16,3184,38208,FALSE,TRUE,FALSE,NA,m*onthly,TRUE
S-3)50.3b4,A-5+8b9f$f,NA,NA,Enterpr%ise,2,398,4776 ,NA,FALSE,FALSE,NA,monthly,TRUE
S-81e9*f1,A-05d+3b3,2024-09-10,NA,Basi+c,9,171,2052,FALSE,FALSE ,FALSE,FALSE,monthly,TRUE
S-31e347,*A-cb6cc_6,2023-08-15,NA,NA,14,266,3192,FALSE,TRUE,FALSE,FALSE,(annual,NA
NA,A-e60f9d,2024-11-13,NA,Enterprise,29,5771,69252,FALSE,FALSE ,FALSE,FALSE,annual,FALSE 
S-a#06b03,A-9b9fe9,2024-11-19,NA,Pro ,68,3332,NA,FALSE,FALSE,FALSE,FALSE ,annual ,TRUE
S-C14B9D,NA,NA,NA,-BASIC,41,779,9348,FALSE,FALSE,NA,FALSE,MONTHLY,TRUE
)s-a5cf-6-d,a-_e51ec7,2023-11-27,na ,enterp+rise,25,4975,59700,false,false ,true,false,monthly,true
NA,NA,2024-10-14,NA,Pro,29,1421,17052,NA,FALSE,FALSE,NA,mo+nthly,TRUE
NA,A(-039727,2024-11-10,NA,BASIC,25,NA,5700,FALSE,FALSE,NA,FALSE ,NA,TRUE
@S-c77f0c,NA,2024-11-29,NA,Basic,29 ,551,6612,FALSE,FALSE,NA,NA,NA,FALSE
S-6EB56D,A-10B8DA,2024-09-14,NA,-PRO,34,1666,19992,FALSE,FALSE,FALSE,FALSE,)MONT-HL#Y,TRUE
S-b-1dce0,A-fd7ad3,2024-11-07,NA,B.asic,12,NA,2736,FALSE,FALSE,FALSE,FALSE,#mont$hly,NA
S-a(07c46,A-e693b6,2023-09-23,2023-10-15,Pro,55,2695,32340,FALSE,TRUE,FALSE,TRUE,monthly,NA
S-(df9#1b0 ,A-ba6516,2024-10-04,NA,Basic,27,513,NA,FALSE,FALSE,TRUE,FALSE,.monthly ,FALSE
S-f1-6bb2,A-0f6450,2024-12-27,NA,^Enterprise,28,0,0,TRUE,FALSE,FALSE,FALSE,m$onthl)y,TRUE
S--94cf13,A-8a*d%edc,2024-05-23,NA,Basic,5,NA,1140,FALSE,FALSE,FALSE,FALSE,NA,NA
S-f9df40,A-9_569-88,2024-12-05,NA,Basic,70,1330,15960,NA,FALSE,FALSE,NA,NA,TRUE
S-f366b3,NA,2024-12-26,NA,Pro,85,4165,49980,FALSE,FALSE,FALSE,FALSE,a)nnual ,TRUE
NA,A-726cfa,2024-11-24,NA ,Ent@er%p#r.ise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE 
S-0d93f*e,A$-993085,2023-08-09,NA,Basic,NA,589,7068,FALSE,FALSE,FALSE,FALSE,mont#hly,TRUE 
S^-8.D8DD0,A-902EF7,2024-09-30,NA,-ENTERPRISE,83 ,16517,NA,NA,TRUE,FALSE,FALSE,MONTHLY,TRUE
S-93+9)5a2,#A-0e_966d,2024-09-05,NA,Basi.c,11,209,2508 ,FALSE,FALSE,FALSE,FALSE,!monthly,NA
#S-b1c57d,A-#712533,2023-11-09,NA,Basic,18,342,4104,NA,FALSE,FALSE,FALSE,annual,TRUE
NA,a-7&a0d69,2024-12-10,NA,enter$prise,16,3184,38208,false ,false,false ,false,m(onthly,true
@S-76b@4$3f,A-b48f73,2024-12-26,NA,Ba(si@c,80 ,1520,18240,FALSE,FALSE,FALSE ,FALSE,monthly,TRUE
NA,A-1d5444,NA,NA,Pro,24,1176,14112,NA,FALSE,FALSE,FALSE,annual,NA
+S-5bf2e5,A-484819 ,2024-07-31,NA,Basic ,22,418 ,5016,FALSE,NA,FALSE,FALSE,annual,TRUE
%s-0c56e(1,!a-6f8ad*2,2024-09-27,NA,basic,29,551,6612,NA,false,false,false,a$nnual,false
S-47985+c,NA,2024-12-27,NA,Basic,2,0,0,TRUE,FALSE,FALSE,FALSE,an@nual,FALSE
S-43b137,A-7&561+92,2024-06-14,NA,Enterp#ri*se ,39,7761 ,93132,FALSE,FALSE,FALSE,FALSE,ann_u+al,TRUE
S-8d2824,A-417d2f,2023-08-14,NA,Basi!c,37,703,8436 ,FALSE,NA,FALSE,FALSE,annual,FALSE 
S-2186_ea,A-dbc82@5,2024-03-06,NA,Pro,19,931 ,11172,FALSE,FALSE,FALSE ,FALSE,annual,TRUE
S-2f8d64,#A-ab438f,2024-11-28,NA,Enterprise,NA,2587,31044,FALSE,FALSE,FALSE,FALSE ,NA,FALSE
S-75$01c9,NA,2024-11-23,NA,Pro,NA,0,0,TRUE,FALSE,FALSE,FALSE,mo$nthly,TRUE
NA,A-5a3eb9 ,NA,NA,NA,18,882,10584,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-96%E&431 ,A-8B!25F2,2024-03-23,NA,PRO,6 ,294,3528,FALSE,FALSE,FALSE,FALSE ,ANNUAL,TRUE
S-084f4%a,A-faa28c,2024-02-05,NA,NA,48 ,9552 ,114624,FALSE,NA,FALSE,NA,monthly,FALSE
S-fc8f09,A-68f37c,2024-10-05,NA ,Enterprise ,4,796,9552,FALSE,TRUE ,FALSE,FALSE ,monthly,TRUE 
S#-5(abba.c,A-94d3da,2023-09-26,NA,NA,41,0,NA,TRUE,FALSE,FALSE,FALSE,annu$al,TRUE
S.-5aff5f,A-d8!2ef9,2024-11-30,NA,Basic,26,494,5928,NA,FALSE,FALSE,FALSE,mont_hly,TRUE
S-43cd30,A-^8145a0,2024-05-01,NA,Basic,37,0,0,NA,TRUE,FALSE,NA,annual,FALSE
NA,#A-e88)8d1,2024-11-26,NA,NA,14,686,8232,FALSE,FALSE,FALSE,FALSE,m#onthly,TRUE
S-9dcf.b5,A-7d514c,2024-09-07,NA,Enterprise,17,3383 ,40596,FALSE,NA,FALSE,FALSE,annual,TRUE
S#-2fd650,NA,2024-12-04,NA,Enterprise,15,0,0,TRUE,FALSE,FALSE,FALSE,%annual,FALSE 
S-50a388,-A-089363,2024-06-18,NA,Pr)o,34,0,NA,TRUE ,TRUE,FALSE,FALSE ,annual,NA
S)-_1f)d72a,A-0931!6c,2024-11-27,NA,Pro,70,3430,41160,FALSE ,FALSE,FALSE ,FALSE,annual,TRUE
S-40cbc0 ,A-47!4!ad4,2024-04-18,NA,Basic,8,152 ,1824,FALSE,FALSE,FALSE ,FALSE,an%nual,TRUE 
S-0B83$1E,A-4C38BC,2024-05-10,NA ,PRO,36 ,1764,21168,FALSE ,FALSE,FALSE,FALSE,ANNUAL,TRUE
S-b5035b,A-7c495_6,2023-12-28,NA,Enterprise,5 ,995,11940,NA,NA,FALSE,FALSE,monthly,TRUE
S-1ac1b4,A-ac14bb,2023-10-28,NA ,Enterpr#ise,21,4179,50148,FALSE,FALSE,FALSE,FALSE,mon&thly ,TRUE
S-86e226,A.-58b9ff,2024-06-17 ,NA,-Pro,25,0,0,TRUE,FALSE,FALSE,FALSE,(monthly,FALSE
S-e)60ba0 ,A-d26ab4,2024-11-18,NA,Pro,62,0,0,TRUE,FALSE,FALSE ,FALSE,annual,NA
NA,a-432483,2023-12-13,NA,enterprise,NA,11940,143280,false,false,false,false ,month^ly,false
S-72cf21,A-8&55!a48,2024-01-30,NA,Ent)erpri+se,40 ,7960,95520,FALSE,FALSE,TRUE,FALSE,annual,FALSE
S-d114e2,A-)016043,NA,NA,Basic,11,NA,2508,FALSE ,FALSE,FALSE,FALSE,annual,FALSE 
S-5521a1,A-b7b7b7,2024-11-04,NA,Pro,45,NA,26460,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-206227 ,A-4e960a ,NA,NA,Enterprise,12,2388,28656,FALSE,NA,TRUE,FALSE,NA,TRUE
S-eac553,A-ac.9111,2024-09-06,NA ,*Basic,28,532,6384,FALSE,FALSE ,FALSE,FALSE,an*nual,TRUE
S-26191.b ,A-cbbe1.2,2023-07-21 ,2024-10-23,Pro ,40 ,0 ,0,TRUE,FALSE,FALSE,NA,annual,TRUE
S-%8c8315,A$-34ea2f,2024-11-19,NA,Pro,8,0,0 ,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-7af0d5,A-c4ea60,NA,NA,Basic,48,912,10944,FALSE,FALSE,TRUE,FALSE,ann$ua(l ,FALSE
