churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C-17fb24,NA,2024-12-19,NA,217.22,FALSE,FALSE,FALSE,_too% expensiv!e
C-21(ef*b6,A)-fa2041,2024-07-13 ,co^m(p)eti.tor ,0,FALSE,FALSE,FALSE,switched to _competitor
C-*48619*4,A-2ebb4b,2024-12-29,featu+res,0,TRUE,FALSE,TRUE,miss!ing fe^atures
C-30!91b6,A-eb1312,2024-10-03 ,NA,0,FALSE ,FALSE,NA,NA
C-b37401,A-dfbd31,2024-12-19,NA,0,FALSE,FALSE,NA,too& expensive
NA,NA,2023-11-16,NA,0,FALSE,TRUE,FALSE,.too expensiv@e
C!-C*EA92D,%A-2E4581,2024-12-05,COMPETITOR,0,TRUE ,FALSE,FALSE,NA 
C-%f7846*a,A(-117171,2024-10-13,budget,0,FALSE,FALSE ,NA,swit#ched &to competitor
C-f5a863,A*-e7a1e2,2024-09-30,budge$t,6.2,FALSE,FALSE,TRUE,NA 
C-056c32,A-1e6f_c3,2024-03-20,pricing,0,FALSE ,FALSE,FALSE ,switched to competito)r 
C-75abb3,A-@ac9(111,2024-06-25,bud@g!et,0,TRUE,FALSE ,FALSE,missing #features
C-17377+e,A-ee42.db ,NA,NA,NA,FALSE,NA,FALSE ,missing features
C+-d84a6d,NA,2024-11-12,p*ric$ing,0,FALSE,FALSE,FALSE ,mis-sing features
C-66b3fa,A-+378b99,2024-10-12,pr-icing ,0,FALSE,FALSE ,FALSE,*switched to competit.or
C-600a7c,A-9ee962,2024-10-03,support,0,FALSE,TRUE,FALSE,NA
C-7aa%94d,A-038089,2024-12-25,_features,19.34,FALSE,NA,NA,too #expensive
c-c6a403,a-68(4255,2024-05-04,budget,0,false,false,true,.miss+ing featur^es
C-D3E2AB,+A-F1F639,2023-10-18,NA,0,FALSE,FALSE,TRUE,NA
C-(b3c3ce,A$-9f2731 ,2024-10-15,features,0,FALSE,FALSE,FALSE,NA
C-d7de9d,NA,2024-12-29,budget,0,FALSE,FALSE,FALSE,%t$oo expensiv!e 
C-#2447&b3,A-c45b23,2024-03-24,support,0,FALSE,FALSE,TRUE,missing. featur)es 
NA,A-82^861f,2024-05-17,support,0,NA,FALSE,FALSE,)NA
C-!5f450a,A-c1&e51&e,2024-12-20,support,0,FALSE,FALSE,FALSE ,switched# t^o competito+r
C-721738,A-d42431,2024-06-26,p$ricing,0,FALSE,FALSE,FALSE,missing fe-atures
)C-3%3f+c6a,A-c161.01,2024-12-19,featu!re-s,0,FALSE,TRUE,FALSE,NA
C-4691%eb,A-7c83a1,2024-05-19,unk%nown,0,TRUE ,FALSE,NA,NA 
C-2c@ec7e,A-ce55.0d,2024-12-28,budg+et,0,TRUE,FALSE,FALSE ,.to.o e$x(pens*ive
-C-71ff03,+A-f19409,2023-05-25,#features,0,FALSE,TRUE,FALSE,too ex@pensive
C-$2*a64c7,A-02+9f$69 ,NA,budget,0,NA,FALSE,FALSE,NA
C-5899b9,$A-48481%9,2023-06-29,support,NA,TRUE,FALSE,FALSE,NA
C-7e5%a22 ,A-6965e1,2024-12-09,features,0,FALSE,FALSE,FALSE,NA
C-c3815e,A-69(65e$1,2024-12-04,unknown,NA,FALSE,FALSE,FALSE,switched to co-mpetito#r
C-190a42,A-5fe118,2024-12-16,f.eatures,114.86,FALSE,FALSE,NA,NA
C-d2077d,A-cab53$2,2024-07-10,support,0,TRUE,FALSE,FALSE,too expensive
C-3b6b00,A-9289_f6,2023-08-24 ,!support,17.93,FALSE,FALSE,FALSE,too expensive
C-%42ca6e,_A-1b%9609,NA,p!r^icing,0,TRUE,FALSE,FALSE,too expensive 
+C-d9a1f3,NA,2024-12-17,NA,NA,FALSE,FALSE,FALSE,NA
C-217360 ,A-76FA4D,2024-12-03,P)RICING,31.49,FALSE,FALSE ,FALSE,!TOO EXPENSIVE
C-aa3075,A-7dacc&e,2024-12-27,budget,0,FALSE,FALSE,FALSE,%mi*ssing feat@ures
C-3f2f5.9,-A-a*8b49c ,2024-06-17,features,0,FALSE,FALSE,FALSE,missi&ng fe-ature.s
C-4f6e40,A-cb5333,2024-08-11,features,0,NA,FALSE,FALSE,too expensive
C-2f95dd ,A$-f19409,2023-03-26,competitor,0,FALSE,TRUE,FALSE,swit*ched to competitor
_C!-3*8b77f,A-a8d89d ,2024-01-18,fe%atures,0,FALSE,FALSE,FALSE,NA
C-^58deed,A-81e%dc3 ,2024-12-16 ,!support,0,FALSE ,FALSE,FALSE,too expensive
NA,A-ccc747,2024-04-15,@budget,0 ,FALSE,FALSE,FALSE,s&witched to compet*it)or
C-5d91cd,A-3f9cc0,2024-08-09,NA,0,FALSE,NA,FALSE,NA
#C-+bfc%ee5,A-8e47ca ,2024-12-31,support,0,FALSE,FALSE,FALSE,mi$ssing features 
NA,A-8(7aa7b,2024-12-26,budget,0,TRUE,FALSE,FALSE,swi_tched& *to competitor
C-d!d4207,NA,2024-08-05,competitor ,47.17,FALSE,FALSE,FALSE,missing features
C-d4c4c6,A!-09540c,2024-03-05 ,unknown,71.44,FALSE,FALSE ,NA,NA
C&-.149fc9,A-e1462e,2024-12-05,competitor,NA,FALSE,FALSE,NA,switched to competitor
NA,A-1_9b.2c8,2024-08-16,pricing,0,FALSE ,FALSE,FALSE,missi@ng featu#re$s 
C-577FFA ,NA,2024-06-04,*SUPPO-RT,0,TRUE,FALSE,FALSE,TOO EXP!ENSIVE
C-a77075 ,(A-32728c,2023-01-25,pri&cin@g,0,TRUE,FALSE,FALSE,switched to competi*tor
C-4cdb6f,NA,2024-06-15,pricing,0,FALSE ,FALSE,FALSE,missing f#eatur^e!s
C-a9e0c4,A-&94d3da,2024-04-12,competito^r,0,FALSE,FALSE,FALSE ,swi%tched to competitor
C-0f0386,A-751c58,2024-09-17,budget,64.22,NA,FALSE,FALSE,sw#i&tched! to competitor 
C-3c8ea9,A&-!7641d3,2023-11-10,sup^port,35.05,TRUE ,FALSE,NA,missing features
C@-&6*6&c9fe,A-86902e,2024-12-07,features ,0,FALSE,FALSE,FALSE,NA
C-533d1(c,A-1619f8,2024-07-19,competito(r,0 ,FALSE,FALSE,FALSE,NA
NA,A-5247b3,2024-10-12 ,supp_o%rt,28.84 ,FALSE,TRUE,FALSE,missing features
^C-16ef52,A-9b9fe9,2024-09-04,featur(e+s,0 ,FALSE,FALSE,FALSE,switche+d$ to competitor
C-6D80A6,A-0$2F+AC6,2024-08-21,SUPPORT,0,FALSE,FALSE,FALSE ,MISS_ING FEATU+RES 
c_-23d5a9,a-54ecc2,2024-09-22,pricing,0,false,false,false,too expensi%ve
C-2e*9b92,A-855a$48,2024-08-01,unknown ,7.92,NA,FALSE,FALSE,too expensive
C-a8e84b,NA,2024-06-06,fea^tur+es,0,FALSE,NA,FALSE,mis-s*ing feature-s
C-edb^201,A-a7bd4b,2024-10-15,feat_ure*s,NA,FALSE,FALSE,FALSE,too expensive 
NA,A-d535f6,2024-10-05,NA,0,TRUE,FALSE,FALSE ,missing fea&ture%s
C-9900%50,NA,2024-12-01,features,0,FALSE,FALSE,FALSE,missing features
C-e4#9016,A-b7724f,2024-09-01,competitor,111.42,NA,FALSE,TRUE,swi-tched to competitor
NA,A-fd$7ad.3 ,2024-12-19,support,0,TRUE,FALSE,TRUE,missing f$eature$s
NA,A-2%49769,2024-06-12,p.ri.cing,0,FALSE,FALSE,TRUE,too ex^pensive
C-d33672,&A-a1b80b,2024-07-11,bu%dget,12.99 ,FALSE,FALSE,TRUE,switched to competi@tor
C-f180f4,A-ac14bb,2024-10-01,compet^itor ,0,FALSE,FALSE ,FALSE,too .expensive
C-d8d1fd,A*-5b1bc@d,2024-08-07,competito_r,4.45,FALSE,FALSE,FALSE,NA
C--f918d7,*A-202b67,NA,f-eatures,69.59,FALSE,FALSE,NA,NA
C-a77cbf,A-bad8c1,2023-10-04,NA,0,FALSE,FALSE,TRUE,too expen+sive
C-f5df+da,A-2446e$3,2024-07-20,c)ompetitor,34.87,TRUE,TRUE,TRUE,missing fea)tures
C-9b80de ,A$-533452,2024-12-01,pricing,132.32,FALSE,FALSE,FALSE,missing+ feat)ures
NA,NA,2024-10-23,bud_get,0,TRUE,FALSE,FALSE,too. expensive
C-da7b0d,A-2ebb4b,2023-08-04,prici#ng,0,FALSE,FALSE,NA,NA
C-efed73,A-+9123a^c,2024-10-23,competitor,0,NA,FALSE,FALSE,missing features 
NA,A-8bde0c ,2024-12-30 ,pricing,NA,FALSE,FALSE,FALSE,NA
NA,A-(f4418*0,2023-04-29,co)mpetitor,38.15,FALSE,FALSE,FALSE ,too expensive
+C)-d47c85,A-+c37601 ,2024-12-17,support,0,FALSE,FALSE ,FALSE,s)witched to -com(petit.or 
C&-ad8b54 ,A-a09355,NA,support,0,TRUE,FALSE,FALSE ,NA
C-89198d,NA,NA,competitor,0 ,FALSE,FALSE,FALSE,NA
.C-f33#efc,A-8!ed5dd ,2024-10-30 ,support,0,TRUE,TRUE,FALSE,switched to compet(itor
.C-13ca3a,A-)313be3,2024-03-23,NA,43.03,FALSE,FALSE,FALSE,too. &exp(ensive
C-07f6e3,A-$e*888d*1,NA,b+udget,0,FALSE,FALSE,FALSE,&too@ ex.pensive
.C-65b-589,A-7a0d69,2024-12-05,-competitor,0,FALSE,TRUE,FALSE,_switched to competitor
C-EA$6$DF1 ,A-E51E^C7,NA,BUDGET,0,FALSE,NA,FALSE,-SWITCHED TO COMPETITOR
C-f7-8dc9,NA,2024-09-21,.budget,0,FALSE,FALSE,FALSE,NA 
C-9d9bff,A-*f564^1b,2024-06-17,#feature%s,0,FALSE,FALSE,FALSE,t-oo @expensive 
&C-9%d879(9,A-$dfbd31,2024-01-01,feat-ures,0,TRUE ,FALSE,NA,too expensive
C-2fb169,A-0532a9,2024-10-09,pricing,2.4,FALSE,FALSE,NA,too expe@nsive 
NA,A-F.5641B,2024-04-20 ,PRICING,0,FALSE,FALSE,FALSE,TOO EXPENSIVE 
C-49868d,A-309e54,2024-12-14 ,supp^ort,106.67,NA,FALSE,FALSE,m)issi(n*g features
NA,NA,2024-06-19,comp@etitor,16.89 ,FALSE,FALSE,FALSE,too expensi&ve
C-118bea,$A-65aeb(5,2024-12-02,budget,0,TRUE,FALSE,NA,missing @features
C-c!f17ca,A--e08c)d3,2024-12-17,NA,0 ,NA,FALSE,FALSE,)too& )expen_sive
C-25C0D2 ,A-E693B6 ,2024-10-10,BUDGET,0,FALSE,TRUE,FALSE,M&ISSING FEATURES 
C-0$5224#a,A-f17767 ,2023-05-03,NA,0,TRUE,NA,NA,NA
c-fe7ee4,a-b44e3e,NA,un+known,0,NA,false,false,s^wi@t.c@hed# t*o com#petito#r
C-14ac13,A-6)8f37c,2024-12-18,features,0,FALSE,FALSE,TRUE,too expensive 
C-fa1c87,A-342303,2024-03-20,features,0,FALSE,FALSE,FALSE ,sw(i^tc$he$d _to com+petitor
NA,A-8ae05d,2024-08-30,%unknown,0,FALSE,FALSE,NA,missing fe^ature&s
C+-22b92e,$A-@32&fb1#4,2024-04-03,f*e%atures,0,FALSE ,FALSE,FALSE,too expensive
C-46!580a,A-81edc3,2024-03-03,unkno@wn,0,FALSE,NA,FALSE,missing features
NA,A-a332+00,2024-10-07,f-eatu&res,21.61,TRUE,FALSE,NA,too expensive
C-88a176,A-d92(2bf,2024-12-06,NA,11.13,FALSE,TRUE,FALSE,too expensive
C-681c&7b,&A-f-f3%c73,2024-05-09,compet(itor,2.42,FALSE,NA,NA,&missing fe*atures
NA,A-37F969,2024-11-03,PRICING,0 ,FALSE,FALSE,FALSE,TOO EXP-ENSIVE
-C-7fcce6,A-4bfa33,2024-12-08,unk_nown,0,FALSE,FALSE,FALSE,NA
(C-5328d6,A-0b0d6d,2024-12-31,competitor ,0,FALSE,FALSE ,FALSE,NA 
C--c^d^7797,A-a8d8(9d,NA,-pricing,0,FALSE,FALSE,FALSE,NA
C-7f0644,NA,2024-10-17,budget,0,FALSE,FALSE,FALSE,too expensive
NA,A-117171,2024-10-22,features,102.86,FALSE,NA,FALSE,swi!tched to com.pet*itor
NA,A-87aa7b,2024-06-19,pricing ,136,FALSE,TRUE,FALSE,miss(ing. *features
C_-75-f*dd6,A-0f7d77,2024-11-09,competitor,0,NA,FALSE,TRUE,missing features
C-3018#d4,A-34ea2f,NA,unknown ,1.85,TRUE,FALSE,FALSE,too expe_nsiv+e
C-fcbd6e,A-1e1b.80,2024-11-13,features,0,FALSE,FALSE ,FALSE,switched to +competitor
C-79999b,A-58b9ff,2024-10-10,p^ricing,0,FALSE,FALSE,FALSE ,NA
C-62ad35,A-6965e1,2024-12-02,budg&et,0,FALSE ,FALSE,FALSE,NA
%C-f0b$d80,A-117171,NA,pri+c.ing,0,NA,FALSE,FALSE,NA 
)C-f49d4c,A-65c341,2024-12-16,unknown,0 ,FALSE,FALSE ,FALSE ,switched$ to! competit!or
#C-462222,A-^ae052e,2023-10-07,support,0,FALSE,FALSE,FALSE,*too expensive 
C-f68651,A-eafc6#e,2024-12-12,unkno(wn,NA,FALSE,FALSE,FALSE,NA
C-9c4+60)3,A%-c&58f(49,2024-09-21,@support,7.6,FALSE,FALSE,FALSE,sw$itched to c@ompetitor
C!-c*1!79a3,A-e7beab,2024-04-25,fe*atures ,0 ,FALSE,TRUE,FALSE,NA
C-2c9d-ae,A-b179bf,2024-11-25,features,0,FALSE,FALSE,FALSE,NA
NA,A-afa505 ,NA,support,0,TRUE,FALSE,FALSE,missing features
C-1172fe,A.-4*a267b,2024-06-17,su#pport,64.54,FALSE,FALSE ,FALSE,missing features
C-4f6d90,A-&6a7c9d,2024-11-15 ,NA,178.84,FALSE,FALSE,FALSE,missi&ng featur!es
C$-f51f1d,A-32fb14,2024-04-28,c(om!petitor,0,FALSE,FALSE ,NA,t$oo& expens)ive 
-C-bd5e^5e,A-bd4513 ,2024-12-09,!b^ud)get,35.14,NA,FALSE,FALSE ,too expensive
C-%9fd0cf,A-eb7_fac,2024-07-22 ,-un$known,0,FALSE ,NA,FALSE,switched_ to competi^to%r
C-dcbfa4,A-4e$44e8 ,2024-08-25,features,35.48,TRUE,FALSE,FALSE,too expe^nsive
+C-f1268a,A-32728c,2024-07-19,budge#t,7.58,TRUE,FALSE,TRUE,missing features
C--0b2d8c,NA,2024-01-02,unkn(o#wn,0,NA,FALSE,FALSE,NA
!C-26865a,A-8548)64,2024-12-24,suppo$rt,8.47 ,TRUE,FALSE,FALSE,switch%ed @to c_omp*etito)r
C-fba952,A-118d55,2024-12-27,pricing ,NA,FALSE,FALSE,FALSE,t.oo expe+nsive 
C-e4261a,A-417d&2f,2024-12-30,b_udget,0,FALSE ,FALSE,FALSE,NA
NA,A-f03140,2024-10-03,competitor,0 ,FALSE,FALSE,FALSE ,missing features
C-fdb715,A-241e75,2024-10-11,unknown,0 ,FALSE,FALSE,NA,NA
C-fcfc3c,A*-98a59a,2024-09-11,suppor.t,0,TRUE,FALSE,FALSE,NA
C-a+119b0,A-9f2731,2024-12-09,u&nknown,136.94,FALSE,FALSE,FALSE,m-issing features
(C-cdb4d0,A-c22*2ab,2024-10-05,support,0,FALSE,FALSE,FALSE,NA
NA,A-e51ec7,2024-01-15,bud$get,0,FALSE,FALSE,FALSE,to&o ex&pensive
NA,A-5790f4,2024-12-26,supp^ort,51.18,TRUE,FALSE ,FALSE,to*o e@xpensive
c-9b*6151,a-2bc93d,2024-08-15 ,competit#or,99.1,false,false,NA,switc@hed to_ com!p#etitor
C-cfb464,A-eb2fdc,2024-05-26 ,c@ompetitor,0,NA,FALSE,FALSE,mi%s*sing features
NA,#A-ac1@4bb,2024-08-29,pricing,128.79,FALSE,NA,FALSE,swi@tched t_o co&mpet+i!tor
c-193426,a-7988d1,2024-12-24,_unknown,0,false,NA,false,$mi#ssi(ng features
C-6a6704,A-180abf,2024-05-08,NA,0,FALSE,NA,FALSE,switched $to -comp^etitor
C-e41103,A-180a(bf,2024-05-04,co!mpeti#tor ,NA,FALSE,FALSE,FALSE,NA
C-53546c,A-e61e98,2024-10-19,fea%tures,0,FALSE,TRUE,FALSE,switched to compe)titor
C-F6F8-A5,A-)2D1036 ,NA,PRICING,39.09,TRUE,FALSE,NA,SWIT%CHED TO COMPE&TITOR
NA,A^-%87aa7b,NA,budget,0,FALSE,FALSE,FALSE,NA
C-31A49A,A-%9123AC,2024-04-05,SUPPORT ,NA,TRUE,FALSE,TRUE ,$T_O^O EXPE(NSIVE
NA,A-0f6450,2024-12-30,NA,0,FALSE,TRUE,FALSE,NA
NA,A-313be3,2023-12-09 ,co(mpe+titor,0,TRUE,NA,NA,NA 
C-2*8085c,NA,2024-12-21,budget,92.5,FALSE,FALSE,FALSE,NA
NA,A-80$ee)b6 ,2024-02-09,NA,0,FALSE ,FALSE,NA,too expensive
C)-a6d0e1,A-^b179bf,2024-12-05,features,0,FALSE,FALSE,FALSE,missin_g features
C-95)a18e,A-241e75,2024-12-19,f)eat%u_res,0,TRUE,FALSE ,NA,swi!tc$hed@ to competitor
C-b+0b16c,A-ae052e,2024-12-14,NA,NA,FALSE,FALSE,FALSE,too expen$sive
C-dfe189 ,A-@05f0e$5 ,2024-11-25 ,features,NA,TRUE,FALSE ,NA,NA
NA,A-15707^0,2024-12-27,features,0,FALSE,NA,FALSE,too !expe.ns!ive
C-c1bc7e,A-99)3085,2023-09-20,featu.res,0,FALSE,FALSE,FALSE,*NA
C-27e9c1,A-c16b88,2024-06-01,competito-r,0,TRUE,FALSE,FALSE,switched to_ -comp*etitor
C-8f8593,NA,2024-09-09,unknown ,0 ,FALSE,FALSE,FALSE,NA
C-9775db,A-331424 ,2024-02-21,co$mp&etitor,0,FALSE ,NA,FALSE ,switched to competitor
C-3efa9b,A#-cdf020,2024-11-07,support,0 ,FALSE,FALSE,TRUE,t!oo expensive
C-917c1d,A-39868b,2024-05-24,b#udg!et,0,TRUE,FALSE,TRUE,too expensive
C-2d659a,A-@72799b,2024-05-05,pricing ,0,TRUE,FALSE,FALSE,NA
C-5D9%DB3,A-39868B,2024-05-06,UNKNOWN,0,FALSE,FALSE,FALSE,NA
C+-0c82^9f,NA,2023-04-15,budg&e.t,0,FALSE,FALSE,FALSE,t@o-o expensive
C-83b55f,A-5790#f4,2024-12-25,featu%res ,392.92,FALSE,NA,FALSE,swi%tched to compe+titor
C_-fa6149,A-3d#957b ,2024-05-05,budget,0,FALSE,FALSE,FALSE,too& expen@siv.e 
C-76d762,A-51ec1%b,2023-12-09,unknown,0,TRUE,FALSE,TRUE,too@ expen+sive
C-4b071b ,A-118d55,2024-11-25,unknown,0,TRUE,TRUE,FALSE,mis@s-ing features
C_-_b3431e,A-e3bd71,2023-12-30,sup(port,0,NA,TRUE,FALSE,switch!ed t#o! competitor
NA,A-b2af2e,2024-11-14,&pri&cing,0,NA,FALSE,FALSE,NA
C-cb%924b,A-08936_3,2023-11-27,pricing,0,FALSE,FALSE,FALSE,switched to competitor
C-a47d71,A#-f@51f16,NA,features,0,NA,FALSE,FALSE,switched to competitor
NA,A.-^ffd#fd5 ,2024-08-08,features,0,FALSE,FALSE,FALSE,missing features 
C-$901c1a,A-425e76,2023-08-10,co_mpeti%tor,NA,FALSE,NA,FALSE,t!oo expensive
C-%48183(8,A-af0c(d2,NA,unknown,0,FALSE,TRUE,FALSE,switched to* competitor
C-ff002d,A-8(ed5dd ,2024-11-02,unknown,0,FALSE ,FALSE,FALSE,NA 
C-1c#f0%79,A-354f12,2024-09-19,competitor,0,FALSE,TRUE,FALSE,missing features
C-f17b+7$9 ,A-65c341,2024-03-07,support ,0,FALSE,FALSE ,FALSE,too ex%p$en.siv.e
&C--020446,*A-0cc4!42,2024-10-06,unknown,0,NA,FALSE,TRUE,swit!ch)e*d to competi#tor
C-9f9^5d3,^A-15707*0,2024-01-06,features,0,FALSE,FALSE,FALSE,too expensive 
C-54993f,A-.c43359,2024-12-19 ,support,8.92,FALSE,NA,FALSE,.missing fea+tures
C-75ddda,NA,2023-12-25,com_p#etitor,0,FALSE,FALSE,FALSE,too expensive
C-d7ded6,A-e888d1,2024-11-29,features,6.38,FALSE,FALSE,FALSE,switch%ed to competitor
C-ba8a#f4,A-bb&3b!d4,NA,unknown,0,FALSE ,FALSE,FALSE,missing features
C-811!879,A-AD64C6,2024-07-29,UNKNOWN,0,TRUE,FALSE,FALSE,NA
C-6736e4,A-3be56b,2024-01-10,compe)titor,0 ,TRUE,FALSE ,FALSE,NA
C-0_f75be,A-0baac2,2024-10-18 ,fe-atures,30.73,FALSE,NA,FALSE,NA
c-5.9d7bd,a-0f3e88,2024-08-11,budget,0,false,false,false,missing featu^res 
C-d#0f6d8,A-)6e7827,2023-09-19,NA,0,FALSE,FALSE,FALSE,switched to !competitor
C-9c899e,A-1e1b80,2024-10-14,compe_tit.or,0,FALSE,FALSE,FALSE,NA
C-fad4d*3,A-d77)f4c,2024-12-03 ,unkn!own,NA,FALSE,FALSE,FALSE,t#oo expensive
C-0#7ec1f,A-bbc34$6,2024-11-03,com.petitor,15.46,FALSE ,FALSE,FALSE,switch$ed to c.ompetitor 
C-156544,A-d4#2431,2024-10-12,NA,NA,TRUE,NA,FALSE,swi!tched to competitor
C-e@11abb,!A-cc102e,2024-04-25,unknown,50.06,FALSE,FALSE,FALSE,s&witche-d to competito-r
C-d85c26,A-4%2e5e1,2024-10-04,pricing,0,FALSE,NA,TRUE,NA
C+-&d28d0e,NA,NA,@competit@or,0,NA,FALSE,FALSE,_missing features
C-3bf203,A-e1!9ff6,2024-06-27,competitor ,0,FALSE,NA,FALSE,NA
C-326d32,-A-34#d880,2024-12-20,unkn.own ,10.4 ,FALSE ,FALSE,FALSE,missing features 
NA,A-9208f0,2024-09-15,unkn&o.wn,0 ,TRUE,FALSE,TRUE,NA
C-cf246e,A-7f6b8.6,2024-07-10,pri-c#ing,5.27,FALSE,FALSE,FALSE,#NA
C&-e20%cc6,A-cc-102e ,2024-11-19,pr_ici#ng ,0,FALSE,NA,NA,@too e)x@pensive
C-1f4cc0,A-56962b,NA,pr.icing,0,TRUE,FALSE ,FALSE,NA
C-0d470e,A-7a0d69,2024-12-29,b)udget,0,TRUE,FALSE,FALSE,NA
(C-*562e14,A-c16*cf7,2024-11-08 ,budget,0,TRUE,FALSE ,FALSE,NA
c-06b32c,a$-2_ebb4b,NA,NA,0,false,false ,false,NA
*C.--4bbb7*4,A-c3^7cab,2024-11-16,co&mpetitor,0,FALSE,FALSE,FALSE,missin!g features
NA,A-9b9fe9,2023-12-27,features,27.92,FALSE,FALSE ,NA,t*oo ex!pe-nsive
NA,A!-0651a4,2024-11-22,NA,0,NA,TRUE,FALSE,miss+ing features
C-d39(666,A-$3b3$7d9,2023-12-26,NA,0,FALSE,FALSE,FALSE,NA
C-ed4dcb ,A-5a3eb*9,2024-06-12,NA,58.37,FALSE,FALSE ,FALSE ,missing features
C-105c4c,A.-0_a62f)5,2024-12-07,budget,21.95 ,FALSE,TRUE ,FALSE ,NA
C-#c3b1e4,A-@df1)e44,2024-10-17,budget,0,FALSE,FALSE,FALSE,too expensiv)e
C-b69-97d,%A-@4ae22a ,2024-07-20,pricing,0 ,FALSE ,FALSE,FALSE,NA
C@-36d17e,A-ac85cd,2024-12-13 ,pricing,102.39,FALSE,FALSE,NA,NA
C-5c+fad3,A-bece89,2023-12-16,budget ,56.15,FALSE,FALSE,FALSE,missin^g features
C)-56b504,A-ef84cf,2024-08-14,unkn&own,18.81,FALSE,FALSE,TRUE,switche^d to competit&or
C-2bf4&65,!A-84ebe4,2024-01-20,NA,0,FALSE,FALSE,FALSE,NA
C-54ce4f ,A-6dee43,2024-01-14,pricin.g,NA,FALSE,FALSE,FALSE,^switched %to competitor
C-bb53cb,NA,2024-05-02,*budge+t,0,FALSE,FALSE ,FALSE,NA
C-c4+e0b8,A-b17_9b&f,2024-10-31,support,0,FALSE,FALSE,FALSE,too expe!nsive
&C-b*a801a,A-7#cfe77 ,2024-09-09,NA,0,FALSE ,TRUE ,NA,NA
C!-1)f8fd5,A-e351e1,NA,support,0,TRUE,TRUE,TRUE,NA
C-f477c9,A&-3f9cc0,2024-07-18 ,*pr#icing,0,FALSE,FALSE,FALSE,too expe&nsive 
C-4b854f,A-ef84cf,2024-09-28 ,pricing,0,TRUE,NA,TRUE ,t!oo expensive
C-1124ed,A^-439b#2f,2024-08-02,prici+ng,17.06,FALSE,FALSE,TRUE ,NA
C-37@0962,A-075038,2024-09-05,features,6.38,FALSE,FALSE ,FALSE,NA
C-cc90b(e,A-d82ef9,2024-08-06,budget,74.94,FALSE,FALSE,FALSE,switch+ed to@ c(ompetit_or
C-8(9af4e,A-d77f4c,2024-08-06,(b-udget,0,FALSE ,TRUE ,FALSE,NA
%C-e_73b7f,A-e1462e ,2023-10-05,support,0,FALSE,FALSE ,TRUE,NA
c-5e0998,a-faa28c,NA,fea_tures,0,false,false,false,missing features 
NA,A-08e34e,2024-09-01 ,fe!atu*res,3.57,FALSE,FALSE,FALSE,missing fe!atur%e-s
C-2299d7,A-fd7ad3,2024-11-23,support,0,FALSE,FALSE,FALSE,too expe#nsiv+e
C-67d3e1,A-86fc1d,2024-08-12,@support,0,NA,FALSE,NA,NA
C-c#a5f4b,A-83$2ec2,2024-09-15 ,NA,0,TRUE,FALSE,FALSE ,switc(hed to competito^r
C-0340b@2,A-029f69,2024-10-31,competitor,0,FALSE,FALSE,FALSE,sw^itched to competi.tor
C-5368b0 ,A-e83938,NA,pri^cing,0,FALSE,FALSE,FALSE,switched to competitor
C-c&a8@1a%1,A-ccc747,NA,competit)or,0,FALSE,FALSE,FALSE,switched to c-omp+eti#tor
C-ad7e.a3,A-8+145a0,2023-07-12,features,0,FALSE,NA,FALSE,mi-ssing featu%res
!C-864&169,A-526d^93,2024-08-05 ,support,6.77,FALSE,FALSE,FALSE ,sw.itched to competito!r
C-488b42,A-#1b707d,2023-07-21,co$mp+etitor,0,FALSE,FALSE,NA,missing features
NA,NA,2024-11-19,NA,61.1,FALSE,FALSE,FALSE,switched (to compet&itor 
+C-fb2$a95,A-902ef7,2024-09-26,pricing,0,FALSE,FALSE,FALSE,to*o expensive
C-8d834b,A-7@98a3f,2024-07-19,NA,0,FALSE,FALSE ,FALSE,NA
C-9e8172,A-ad64c6,2024-07-03,support,19.08,FALSE,FALSE,NA,mis(sing f+e%at^ures
NA,A(-6f50ae,2024-02-26 ,feat_ures,0 ,NA,FALSE,TRUE,NA
C-b7e6a.c,A-9208f0,2024-05-24,budget,66.37,FALSE,FALSE ,NA,too expensive
c-ffc2b8,!a-0354fe,2024-11-15,NA,0,false,false,false ,sw^itched( to competi*tor
C-a1bcf0,A-5ed98d,2024-09-27 ,features,0,FALSE,FALSE,FALSE,missing f*ea&tures
C-675c$0a ,A-a&093(55 ,2024-10-18,support,135.11,FALSE,FALSE ,FALSE ,*NA
C-45807!5,A-4437e!4,2024-06-21,NA,0,FALSE ,FALSE,FALSE ,too expensive
C-#3003bc,-A-c58f49,2024-09-03,unknown,152.36,FALSE,FALSE ,FALSE,too expens+ive
C-6ac@144,A-6f50ae,2023-11-06,un+kno!wn ,0,FALSE,NA,NA,NA
C-*9bb1b6,A-5e.d98(d ,2024-10-02,competitor,0,FALSE,TRUE,FALSE,missing ^features
C-07fd6b,A-e.351e1,2024-10-30,un$known,NA,NA,TRUE,FALSE,mis%s%ing feature+s 
NA,A-2d*1036 ,NA,NA,NA,TRUE,FALSE,NA,m%issing features
C-2_fc9c4,A-b30291,NA,competitor,277.54,FALSE,TRUE,FALSE,NA
C-(109d0-3,A-1.f0ac7,2024-11-08,su!ppo%rt,0,TRUE,FALSE ,FALSE,missing featur*es
C-af79$68,A--712426,2024-11-21,p*ricin$g,0,TRUE ,FALSE,FALSE,missing ^features
