ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-926ee8,A-5@a92e7,2023-06-17 ,2023-06-19 20:00:00,68,h(igh,9,5,FALSE 
T-21c5ae,A-9123ac,2024-11-18,2024-11-19 13:00:00,37,urgent,77,4,FALSE
T-7d1e%fb,A-eb2fdc,2023-12-18,2023-12-19 22:00:00,46,medium ,16,NA,FALSE 
T(-bad86e ,A-7c6b6b,2024-09-10,2024-09-12 20:00:00,68 ,hig$h,144,NA,NA
T-818ae@1,A-6@965^e1,2024-07-27,2024-07-29 09:00:00,57,NA,55,NA,FALSE 
T-e1cf37,A!-.4c38^b)c,2023-04-13,2023-04-15 20:00:00,68,#hig%h,72,3 ,NA
T-104009,A-fd7ad$3 ,2023-08-21,2023-08-23 07:00:00,55,h&igh,82,NA,FALSE 
T-2b7d40,A#-474a^d(4,NA,2023-04-25,48,m&e#d)ium,65,NA,TRUE 
T-b4f3d9,A-378_b99,NA,2023-08-03 05:00:00,5,low,101,5,FALSE
T-d6ab6c,A&-66224b,2023-12-05,NA,6,urgent,58,3,NA
T-62*b1dd,A-a45270,2024-12-27,2024-12-29 19:00:00,67,medium,112,4,FALSE
T-cd4a$87,A-798&a3f,2023-04-08,2023-04-09 21:00:00,45,urg!ent ,38,NA,FALSE
T-3aa54d,A-d-b5e9e,2024-06-25,2024-06-27 16:00:00 ,NA,low,177,5 ,FALSE
T-640BDA,A-96BBC&6,2023-01-07,2023-01-08 04:00:00,NA,MEDIUM,112,3,FALSE
t-8e435c,a!-e1b9cd,2023-06-16,2023-06-17 11:00:00,35,h@igh,115,3,false
T-32b901,&A-67b$e$94 ,2024-11-14,NA,49,hig+h,1,NA,FALSE
NA,^A-3793ee,2024-06-14,2024-06-16 22:00:00,70,hig#h,11,4,FALSE
T-316da7,A-1ac5e0 ,2024-01-15,2024-01-16 11:00:00 ,35,high,44,4,FALSE
T-3517a8 ,NA,NA,2023-07-30 04:00:00,52 ,!medium,43,NA,FALSE
T-86c6c6,@A-8adedc,2023-08-05,2023-08-07 11:00:00,59,NA,22,4,FALSE
T-565965,A-3b%5cd1 ,2023-01-11 ,2023-01-12 17:00:00,NA,urgent,42 ,4,FALSE
T-096b66,A-313be3,NA,2023-06-27 06:00:00,6,urg&ent,69,NA,FALSE
t_-d90&ef7,!a-!e2c-d1b,2023-08-17,2023-08-19 19:00:00,NA,me(dium,101,4,false
T-%495585,A-acb7f%7,NA,2024-01-27 23:00:00,23,*medium,31,NA,FALSE
T-50201^9,A_-4*e631b,NA,2024-09-23 20:00:00 ,20,low,18,4,FALSE
t-b6d9^3a,a)-50bb9f,2023-02-24,NA,34,low,NA,NA,false
T-d5352f,A-c$1e(51e,2023-01-23,2023-01-25 05:00:00 ,53,high,148,3,FALSE 
NA,A-d82e(f9,2024-12-31,2024-12-31 13:00:00,13,_high,NA,4,FALSE
NA,A-378b99,2023-07-11,2023-07-12 10:00:00,34,med#ium ,40,5,FALSE
(T-1d7cfb,A-0+5d3b3,2024-08-11,2024-08-11 15:00:00,NA,ur!gent,44,5,FALSE
!t-759c6f,a$-fb186e,2023-01-11,2023-01-12 19:00:00,43,NA,132,3,false
NA,A-f031+40,2023-12-04,2023-12-05 17:00:00,41,low,169,NA,NA
T-b&de8aa,A-781cc0,2024-08-01 ,2024-08-02 07:00:00,31,h-igh,133,NA,FALSE
_T--bf01b8,A-59f7^24,NA,2024-06-21 19:00:00,19,urgent,30,4 ,FALSE
NA,A-)34d880,2024-10-05,2024-10-07 16:00:00,64,low,127,3,FALSE 
T-952+a1a,@A-9bf#c9f,NA,NA,63,high,168,4,TRUE
T-361edc ,A-*eb@7f.ac,2023-03-18,2023-03-18 23:00:00,23,lo^w,NA,NA,FALSE
T-2d4793,A-ce550d,2024-02-12,2024-02-12 03:00:00,3,urgent ,88,NA,FALSE
T-9bf^b24,A-$a@d64c6 ,2024-07-02,2024-07-04 20:00:00,68,high ,2,5,NA
T-abcd)41,NA,2024-11-01,2024-11-02 12:00:00,36,NA,44 ,NA,FALSE
T&-5$B0EBB,A-&CEA1F0 ,NA,2023-03-23 05:00:00,29,HIGH,17,NA,FALSE
T-2e5c7e,NA,2024-09-04,NA,63,low,136 ,NA,FALSE
T-ac4493,A-662#2.4b,2023-08-12,2023-08-14 05:00:00,53,medi+um,172 ,NA,FALSE 
T(-6f11%a3,NA,2023-05-13,NA,58,NA,18,NA,FALSE
T-88949f,A-68f37c,2024-10-26,2024-10-27 19:00:00 ,43,low,173,NA,NA
T-)d61(2f3,A-bb1486,2024-05-19,2024-05-19 18:00:00,18,low,1,3,FALSE
T-c12-7ef,A-_149a69,2024-10-01,2024-10-02 01:00:00,25,h!igh,NA,4,FALSE
T-6858fa ,A-+034368 ,2024-05-04,2024-05-05,24,@medium,51 ,NA,FALSE
T-6^d!b7d8 ,A-e888d1,NA,2023-12-07 02:00:00,26 ,urgent,68,3,FALSE
T-ad4$e%c7 ,A-560d27,2024-02-28,2024-02-28 12:00:00,12,NA,62,3,FALSE
t-_a51205,a-cd458b,2023-07-04,2023-07-05 18:00:00,42,urgent ,76,3,false 
T@-4d*d126,A-a&f0cd2,2024-06-27,2024-06-28 12:00:00,36,medium,123,NA,FALSE
T--675!0a4,A-a33200 ,2024-03-14,2024-03-15 13:00:00,37,l*ow ,101,NA,FALSE
T-33d113,&A-7e0a10,2024-08-11,2024-08-12 09:00:00,33,NA,30,NA,FALSE
T!-.5850.6b,NA,2023-12-14,2023-12-14 13:00:00,13,urgent,124,4,FALSE
T-753ba1,!A$-4bfa33,2023-12-08,2023-12-08 19:00:00,19,^hi.gh,29,NA,FALSE
NA,NA,NA,2024-03-23 ,48,urgent,17,3,FALSE
T-6ec2a$9,A-9208f0,2023-06-21,2023-06-23 22:00:00,70,low ,3,NA,FALSE
t-b1d1d0,^a-bcf664,2023-08-13,2023-08-14 01:00:00,25,u^rgen+t ,128,3,false
T-130a8-2,NA,2023-08-22,2023-08-23 01:00:00,25,-low,35,3 ,FALSE
T-66%d999,A-b%44e3e,2023-06-26,NA,39,NA,41,5 ,FALSE
NA,*A-^378b99,2024-07-11,2024-07-11 16:00:00,16 ,low,1,NA,FALSE
T-342b36 ,A-cc102e ,2024-10-17,2024-10-19 13:00:00,61,low,177,5,FALSE
T-223760,A-2e)dab2 ,2023-04-01,2023-04-03 11:00:00,59,lo.w,124,NA,FALSE 
T-9eb&2b5,A-dcc3f1,2024-01-16,2024-01-17 06:00:00 ,30,#u@rgent,NA,5,FALSE
T-f3e7c5,A-7&56192,2023-01-23,2023-01-23 17:00:00 ,17,u$rgent,119 ,5,NA
T-116af1,A-dcc2f0 ,2024-05-08,2024-05-10 04:00:00,52,urgent,NA,NA ,FALSE
T-29279c,A-812c5b,2023-02-20,2023-02-21 19:00:00,43,NA,127,4,FALSE
NA,A-1f559b,2023-08-27,2023-08-29,NA,medium ,126,4,FALSE
T-d3^2d8c,^A-c1e_51^e,2023-01-04,2023-01-05 01:00:00,25,_urgent,55,4,NA
T-$c%b9d4b,A-fd7ad3,2023-07-06,2023-07-07 14:00:00,38,medium,144,4,FALSE
NA,A-d27f50,NA,2024-04-13 15:00:00,15,low,NA,3 ,NA
#T#-411.989,A-2446e3,2024-10-27,2024-10-27 08:00:00,8,me#dium,148,4,FALSE
T-863bc!f,A-bece89,2024-05-28,2024-05-29 02:00:00,26,medium,163,4,TRUE
T-866#ebe,A-b07b56,2023-06-05,2023-06-06 03:00:00,27,NA,115,NA,FALSE 
T-e0+c9bf,A-6da850,2023-01-10,2023-01-12 21:00:00,69,medium,26,NA,FALSE
T-458e24,)A-f25509 ,2024-03-27,2024-03-27 20:00:00,20,mediu*m,147,4,FALSE
T$-c8be02 ,A-378!b99 ,NA,2023-11-05 01:00:00 ,49,NA,115,5,FALSE 
T-7f088c,A-4e44e8,2023-06-21,NA,71,low,175,4,FALSE
T-4a&0f02,A-186a44,2023-01-21,2023-01-23 03:00:00,51 ,NA,NA,NA,FALSE 
T-_f3f$1b8,A-^dbc825,2024-04-11,2024-04-13 22:00:00,70,low,122,NA ,FALSE
T-79b057 ,A!-31a$b9a,2023-01-22,2023-01-23 03:00:00,27,low,66,4,FALSE 
T-11534a,A-524364,2023-03-21,2023-03-23 17:00:00,65,low,110,5,FALSE
T-c0!d8b2,A-8b0451,2024-12-01,2024-12-03 01:00:00,49,urgent,23 ,3,FALSE
T-ad6a24,NA,2024-12-18,2024-12-19 22:00:00,46,urgent,43,NA,FALSE
NA,&A-7c576_8,2024-09-30,2024-09-30 19:00:00,19,med#ium,62,NA,FALSE
T-1d4920,*A-b7b7b#7,2024-05-11,2024-05-11 09:00:00,9,low,101,NA ,FALSE
T-ef0a78,NA,2024-09-09 ,2024-09-10 14:00:00,38,NA,81,3,FALSE
T-b369df,A-c7e5.8!b,NA,2024-08-13 16:00:00,16,#low,125,NA,FALSE
T-29e9b8 ,A-4a267b,2023-05-17,2023-05-17 07:00:00,7,lo(w,166,5,FALSE
T-9*6702f,A-9077b0,2023-09-14,2023-09-16 20:00:00,68,high,176,5,FALSE
T$-9df!3b0,NA,2023-01-23,2023-01-25 07:00:00,55 ,lo#w,42,4,FALSE
^T-#a39933 ,A-ed510f,2023-01-31,2023-02-01 20:00:00,44,urge-nt,129 ,5,FALSE
T-7f+eb_c0,A-779e4e,2023-01-27,2023-01-28 09:00:00 ,33,urgent,NA,3,FALSE
^T-84@717f,A-f19409 ,2024-11-12,2024-11-12 01:00:00,1,urgent,90,4,FALSE
T-!13#5f77,A-cd4+58b,2024-12-02,NA,53,$medi-um,146,NA,FALSE
T-4)1014e,A-a0ca4e,2024-12-02,2024-12-04 13:00:00,61 ,high,40,NA,FALSE
T-5c0331,A-940b8!b,2024-10-25,2024-10-26 23:00:00,47 ,high,47,NA,FALSE
T^-3ec0-96,A-f97b9$a,2023-06-18,2023-06-20 11:00:00,NA,hig!h,NA,3,FALSE
T-251$fda,A-856b1e,2024-09-15 ,2024-09-15 01:00:00,1,(low,123,NA,FALSE
T#-8d3d4@6,A-30b-4ca,2024-09-02,NA,64 ,medium,131,NA,FALSE
T)-051e%5b,A-e08cd*3,2023-09-20,NA,11,urgent ,59,5,FALSE
T-429ce6,A-@c45b23,2024-05-30,2024-05-30 07:00:00,7,h*igh,55,3,FALSE
T-3367b8,A-ba6516,2023-07-17,2023-07-19 18:00:00,66,NA,14,NA,FALSE
T-1e3*043,A-b78bf8,2024-02-19,NA,2,urg&ent,89,5,FALSE
^T-c_0ce!04,A-94f&8c9 ,2024-08-30,2024-09-01 03:00:00,NA,urgent,29,NA,FALSE
T)-864)e85,A-9bfc9+f,2024-03-01 ,2024-03-03 10:00:00,58,low,72,3,FALSE 
T(-2b1a0a,A-89ee83,2024-10-05,2024-10-05 13:00:00,13,*me+dium,35,4,TRUE 
NA,A-c7e58b,2024-12-16,2024-12-18 07:00:00,55,urgent,104,NA,FALSE
T-af95b8,A-58b9f#f,2023-11-30,2023-12-02 17:00:00 ,65,low,120,4,FALSE
T-471c3#e,A-3ce5^b8,2024-08-15 ,2024-08-16 17:00:00,41,high,89,4 ,FALSE
T-862ab3,A-31ab9a,NA,2024-06-18 11:00:00,59,medium,85,3,FALSE
T-7b0fe1,$A-71684$1,NA,2023-04-04 16:00:00,40,low,176,NA,NA
T-ac5eaa,A-55f257,2023-05-22,2023-05-23 12:00:00,36,urgen+t,144 ,5,FALSE 
T--f!27d8b,A-79+20cc,NA,2023-10-01 23:00:00,47,urgent,113,NA,FALSE 
NA,A-2922)b6,2024-10-02,2024-10-03 03:00:00,27,!urg&ent,136 ,NA,FALSE
^T-3a3aa1,NA,2023-10-21,NA,NA,low,24,4,NA
T-e74b9f,A-94d3*da,NA,2024-06-11 12:00:00,36,low,98,3,FALSE 
T-dfad13,A-5b1bcd,2024-12-17 ,2024-12-17 05:00:00 ,5,urgent,143,5,FALSE
T-60%c481,A-52%4)7b3,NA,2024-07-31 09:00:00,57,u*rg_ent,131,4,FALSE 
T-7(72cfe,A-*e51ec7,2024-10-05,2024-10-06 21:00:00,45,high,87,5,FALSE
T-187648,A-5928-32,2024-10-27,2024-10-28 17:00:00,41,medium,51,NA,NA
T-48f8-ab,A-dcc2f0,2023-07-20,2023-07-20 02:00:00,2,NA,107,NA,FALSE
!T!-35b@a6a ,A&-a_b43)8f,2024-03-03,NA,NA,urgent,139,3,FALSE
T-5b9038,NA,2024-07-16,2024-07-16 23:00:00,NA,NA,7,3,FALSE
T-^690c29,A-c222ab,2024-12-01,2024-12-03 23:00:00,71,m.edium,77 ,5,FALSE
T-3f754a,A-!bb3bd#4 ,2024-09-25,2024-09-25 14:00:00,14,urg!ent,36,5,FALSE
T-3^67563,A-e61e98,2024-11-23 ,2024-11-23 05:00:00 ,5,me-dium,175,NA,FALSE
T-0079ed,A-cc98bc,2023-06-13,2023-06-13 03:00:00,3,*urg#ent,NA,NA,FALSE
T-69e)92c,A-ccabf0,2023-09-27,2023-09-28 22:00:00,46,medium,114,3,FALSE
NA,NA,2024-11-13,2024-11-15 06:00:00,54,low,157,NA,FALSE
T-@f708#b2,NA,2023-10-11,2023-10-11 11:00:00,11,lo(w,177,3 ,FALSE
t-b2b3%fd,&a-7df7a7 ,2024-03-19,2024-03-20 02:00:00 ,26,high,132,3,true
T-1dc468,A-4c6f*11,2023-11-29,2023-11-29 20:00:00,20,u!rgent,14,5,FALSE 
T-b78a^44,A-9208f0,2023-09-27,2023-09-28 08:00:00,32,medium,103,4,FALSE
T-194946,A-65(aeb5,NA,2023-08-11 08:00:00,32,NA,173 ,NA ,FALSE
NA,A)-524#7b3,2023-06-11,2023-06-13 04:00:00,52,-high,173,NA,FALSE
T@-ea7839 ,A-ba6516,2024-03-17 ,2024-03-18,24,lo.w ,58 ,3,FALSE
T-3%2cb1*3,A-1986ca,2023-06-14,2023-06-14 15:00:00,15,u+rgent,146,4,FALSE 
NA,A-0b0d6d,2024-01-14,2024-01-15 17:00:00,41,urg!ent,59,NA,FALSE
t#-a80500,a%-f_ce879,2023-01-16,2023-01-17 05:00:00,29,.medium,74,NA,false
T-325ab2,A-^f-03140,2023-09-21,2023-09-22 19:00:00,43,medium,71,NA,FALSE
NA,A-fd-fc91,2023-01-27,2023-01-28 20:00:00,44,urg!ent,55,4 ,FALSE
NA,A-86cdb4,2023-08-07,2023-08-09 14:00:00,62,h&igh,33,5 ,FALSE
T-387b29,A-956988,2024-04-20,2024-04-21 20:00:00,44,@low,83,NA,FALSE
T-862(68f,A-15707_0 ,2024-12-04,2024-12-06 12:00:00,60,low,176,3,FALSE
+T-ef99+b1,A-e+b1312,2023-09-04,2023-09-06 20:00:00,68,low,117,5,FALSE
T-8*9AE7A,A-%503D5A,2024-01-11,2024-01-14,72 ,HIGH,107 ,NA,FALSE
NA,A^-8b0451,2024-12-10,2024-12-11 23:00:00,47,@urgent,104,NA,FALSE
T(-bd64bb,NA,2023-04-25,2023-04-27 19:00:00,67,urgent,172,5,FALSE
T)-6de-aa1,A-5f29%61,2023-06-30,2023-07-02 05:00:00,NA,high,19,NA,NA
T_-1c52db,A-8e47&ca,2023-01-04,2023-01-05 22:00:00,46,mediu$m,90,NA,FALSE
T-be05b0 ,A-396)e5f,2024-08-15,2024-08-16 05:00:00,29 ,urgent,27,NA,FALSE
T-ffd35f,NA,2023-10-15,2023-10-17 10:00:00 ,58,ur&gent ,106,NA,FALSE
T-D15FE8,A-600734,2024-03-15,2024-03-17 19:00:00,67,HIGH,88,4,FALSE
T-742fdb,A-fdfc9$1,2024-11-17,2024-11-17 23:00:00,23,urgent,120,3,FALSE
T-b45de1,#A-a7bd4b ,2023-07-11,NA,11,high,70 ,4 ,FALSE
T-0c38ce,A(-bbe56f,2024-11-30,2024-12-01 03:00:00,27,NA,79,NA,FALSE
NA,A-4bfa3%3,2023-12-12,2023-12-12 12:00:00,12,ur+gent,46,4,FALSE
T-5b2&010 ,#A-038089,2024-04-18,NA,14,medium,149 ,3,FALSE
T-2a5b2f,_A-f92792,2024-07-03,2024-07-05 22:00:00,70,low,80,4,FALSE
NA,A-03436-8 ,2023-07-01,2023-07-01 19:00:00,19,NA,124,NA ,FALSE
T-d6c9b1,A-a_6d261,NA,2024-02-09 01:00:00 ,NA,high,32,5 ,FALSE
_T-8206e8,A-e43bf7,2024-06-17,2024-06-18 14:00:00,38,low,86,NA,NA
T-f@d832d,NA,NA,2023-02-11 04:00:00,4,^low,107,NA,NA
T-3C6#A06 ,A)-C62E55,2024-02-03,2024-02-03 21:00:00,21,NA,132,4,FALSE
T-bdc427,A-5696+2b,2023-01-23,2023-01-25 18:00:00,66,NA,79,NA,FALSE
T-d4a251,NA,2023-01-10 ,2023-01-10 15:00:00,15,urgent,127,3,FALSE
T-d_57ae7,A-bf7919 ,2023-06-11,2023-06-11 17:00:00,NA,low,110,5,FALSE
NA,a-fa3095,2023-10-24,2023-10-26 20:00:00,68,u.rg-ent,132,5,false
T-5df(251,A-b179b^f ,NA,2023-10-08 04:00:00,52,h$igh,139,NA,FALSE
T-%967_CC)C,A-ACB7F7,NA,2023-12-30 02:00:00,50,URGENT,144 ,4,FALSE
T-5b&d570,A-dcc3f-1,2023-06-10,2023-06-12 11:00:00,59,NA,95,NA,FALSE
T-_9b7b66,A-1346!6a,2023-06-24,2023-06-24 21:00:00,NA,high,77,NA,FALSE
T-4b2c43,NA,2024-04-07,2024-04-08 23:00:00,47,me)dium,NA,3,FALSE
T-eeae26,A-0f3e88,2023-11-24,2023-11-26 12:00:00,60,low,104 ,5,FALSE
T-8ec963 ,A-bc4d48,2023-06-24,2023-06-25 19:00:00,43,hi@gh ,133,3,NA
T-c8d035,A-bf7919,2024-10-29,2024-10-29 12:00:00 ,12,&high,53,NA,FALSE
^T-686725,A--993085,NA,2024-03-25 02:00:00,NA,medium,78,NA,FALSE
NA,NA,2024-05-13,2024-05-14 12:00:00,NA,medium,119,5,FALSE
T-fcd24-e,+A-(f1f#639,2024-12-05,NA,22,high,27,5,FALSE
T-6db04f,A-ed510f,2023-07-06,NA,60 ,ur+gent,46,NA,FALSE
T-f0e46-3,A-3c@c791,2023-12-04,2023-12-06 22:00:00,70,low,75,5,NA
t_-d8(9dd4,a-6dee43,2023-11-07,2023-11-08 17:00:00,NA,urgent,NA,5,false
T-+a)d83^da,A-fb+186e,2023-10-18,2023-10-18 21:00:00,21,urgent,91,NA,FALSE 
T-(c8@c1c0,A-f44+6b6,2023-07-28,2023-07-28 14:00:00,14,low,25,NA ,FALSE 
T-8402a1 ,A-1e6fc3,2023-04-25,2023-04-25 08:00:00,8,l&ow,122,NA,FALSE
NA,A-0)5d3b3,2023-08-13 ,NA,11,me_dium,19,NA ,FALSE
T-d370a4,A-fd7ad3,2023-12-23,2023-12-25 06:00:00,54,&urgent ,118,5,TRUE 
T-fd84fa,A-08e34e,2023-03-16 ,2023-03-17 06:00:00,30,medium,NA,3 ,FALSE
T-145a95 ,A-!6f50ae,2023-03-01,2023-03-02 10:00:00,34,medium,144,5,FALSE
T-8028@4c,!A-c_e)550d,2023-08-24,2023-08-26 02:00:00,50,urgen$t,64,3,FALSE
NA,A-ee42db,2024-02-13 ,2024-02-15 05:00:00,NA,med@iu(m,5,NA,FALSE
T-b)03205,A--b-9e@ed8,2023-05-29,2023-05-30 23:00:00 ,47 ,urgent,40,3,FALSE
t-935cb7,a-5f77^81,2024-08-14,2024-08-16 03:00:00,51,high,21,4,false
T-89db4e,NA,2023-08-31,2023-09-02 15:00:00,63 ,med^ium,132,NA,FALSE
T-787a34,A%-396e5f,2024-03-06,2024-03-06 12:00:00,12,NA,147,NA,FALSE
t-c0b6ed ,a%-1986c@a,NA,2024-07-29 07:00:00,55,ur^g*ent,30,3,false
NA,A-cea1f0 ,2023-12-26,2023-12-28,48,low,42,4,FALSE
T.-c98c9f,#A-832ec2,2024-02-28,2024-02-28 20:00:00,20 ,medium,68,NA,FALSE
T-b5f0d3,A-016043,2023-10-02,2023-10-02 20:00:00,20,high,28,4,FALSE
T-6991.09,A-)ce-d9aa,2024-05-14,2024-05-15 10:00:00,34,+urgent,54,NA,FALSE
NA,A-52.4364,2023-09-30,2023-10-02 11:00:00,59,high,59,NA,FALSE
T-fced+c6,A-5a184f,NA,2024-04-14 13:00:00,37 ,high,33,4,NA
T$-f7d63c,A@-65a46c,2024-10-29,2024-10-30 20:00:00,NA,urgent,4,4,FALSE
NA,A-86cdb4,2024-12-02,2024-12-02 01:00:00,1,NA,NA,NA,FALSE
T-22710d,NA,2024-04-19,2024-04-21 03:00:00,51,medium,53 ,NA ,FALSE
T-8384c$f ,A-d922bf,2024-01-23,2024-01-23 13:00:00,13,low,95,NA ,FALSE
T-05+fd42,A-f454%2_6,2024-08-24,2024-08-25 14:00:00,38,NA,38,4,FALSE
T-37b102,NA,2023-04-02,2023-04-03,24,high,133,4,NA
T-dc51a8,A^-0532a9,2024-11-24,2024-11-25 03:00:00,27,l+ow,6,NA ,FALSE
T-76ee80,A-fce8*79,2024-07-17,2024-07-18 03:00:00,27,urgen!t,49,5,FALSE
T@-6ea0dd,A-a09355,2024-02-08 ,2024-02-08 04:00:00,4,low,87,4,FALSE
T-7f%d97)8,A-22d9d@2,2023-12-26,2023-12-26 10:00:00,10,!urgent,8,NA,FALSE
T-621@fb8,A-7f8241,2024-04-19 ,2024-04-20 12:00:00,36,_medium,135 ,3 ,FALSE
T+-adcdc9,NA,2023-06-12,2023-06-14 23:00:00,71,urgent,25,4,FALSE
T-6d98ab,A-#ced9aa,2023-12-22,2023-12-23 22:00:00,46 ,high,124,NA,FALSE
T-1cea26,-A-bcf66$4,2023-12-18,2023-12-20 21:00:00,69,h)igh,169 ,5,TRUE
T-c6d^caf,A-32fb14,2023-03-18,2023-03-20 15:00:00,63,low,24,NA ,FALSE
T-)4bf-7c6 ,A-463db0 ,2024-08-15,2024-08-15 04:00:00,4,low ,171,4,FALSE
T-7dfa96,&A-e888d1,2023-09-12,2023-09-14 16:00:00,64 ,lo!w,98,NA,FALSE
T-&22b4a9,A)-3cc791,2024-09-18,2024-09-20 10:00:00,58,u+r+gent,48,3,FALSE
T-BF0575,A-78F^02@B,2023-04-10 ,2023-04-12 11:00:00,59,^HIGH,125,5,FALSE
T-0ca62f,-A-e40f45,2023-08-31 ,2023-09-01 05:00:00,NA,u-rgent,114,5,FALSE
T-)20c0bf,A-2d4502 ,2023-04-23,2023-04-25 16:00:00,64,urgen*t,30,5,FALSE
T-1c2c18,NA,2024-03-28,2024-03-30 08:00:00,56 ,urgent,122,NA,FALSE 
!T-e0755_8,A-296d7_c,2024-04-27,2024-04-27 14:00:00,14,urgent,31,3,FALSE
T-d6b.e94,A-30!b4ca,2023-05-05,2023-05-07 09:00:00,57,medium,125,4,FALSE
T-e6_c_083,A-443b7c ,2024-05-16,2024-05-17 18:00:00,42,hig^h,81,5 ,FALSE
_T-134BB9,A-2BC93D,2024-11-23,2024-11-23 07:00:00,NA,MEDIU&M,44,5,FALSE
T-118f#13,NA,2024-09-05,2024-09-06 08:00:00,32,high,109,5 ,FALSE
T(-95%6203,A-ccb686,2023-11-06,2023-11-08 19:00:00,67,high,30,4,FALSE
T-2ae381,A-f3ff05,2023-07-12,2023-07-14 02:00:00,50 ,medium ,108,NA,NA
t-897033,a-1b7577,2023-08-07,2023-08-09 15:00:00 ,63,ur-gent,157,3,false
T-f1.4a3d,A%-0be015,2023-04-13 ,2023-04-13 13:00:00,13,u-rge#nt,123,NA,FALSE
#T-6bdc37 ,A-80eeb6,2023-07-23,2023-07-24 17:00:00,41,high,89,5,FALSE
T-2fee89 ,A-42e5e1,2024-01-25,2024-01-26 03:00:00 ,27,high,124,4,FALSE 
T-14ab7d,A-bece89,2023-02-20,2023-02-21 01:00:00,25,medium,NA,5,FALSE
T-c9394$b,A-427b$69,2024-04-09,2024-04-09 06:00:00,6,medi(um,99,NA ,FALSE
+T-7b4c85,A-5a_215a,2023-07-26 ,2023-07-28 16:00:00,64,urge&nt,18,NA,FALSE 
T-*ab2c55,A-45ce7a,2023-08-18,2023-08-19 18:00:00,42,medium,49,3,FALSE
T-11b8_1*6,A--9077b0 ,NA,2024-09-07 02:00:00,2,NA,180,3,FALSE
T-d5-1f64,A-558c%72,NA,2024-08-30 12:00:00,60,_lo.w,30 ,NA ,FALSE
T-675d69,A-1#9b2c8 ,2023-02-03,2023-02-04 08:00:00,32,medium,132,4,FALSE
T-9a10+36,A-44+3b7c,2023-01-24,2023-01-25 07:00:00,31,urgent,51,NA,FALSE 
T-ba404b,A-814!5a0,2023-01-06,2023-01-06 11:00:00,11,NA,30,5,NA
T-9d4edb,A-9_174e_0,2023-06-09,2023-06-11 05:00:00,53,low,173,NA,FALSE
NA,A-3f9cc0,2024-08-17,2024-08-18 20:00:00,44,high,28,NA ,FALSE
T-d9cb01,A-0baac2,2024-03-23,2024-03-25 10:00:00,58,urgent,NA,NA,FALSE
T-_3f_d10a,A-bcbe98,2024-05-14,2024-05-15 15:00:00,39,h^igh,29,NA,FALSE
T-df66b4,A-^425e76,2023-10-05,2023-10-08,72,NA,160,3,FALSE
T-16968a ,NA,2024-10-10,2024-10-11 05:00:00,29,medium,54,NA,FALSE
t-a65a71,a-e)89!1-5-1,2024-04-01,2024-04-03 06:00:00,54,medium,NA,5,false
#T-c28542,A-d*49cc5,2024-07-18,2024-07-20 04:00:00,52,medium ,32,4,FALSE
T-f3737d,A-19&86ca,2023-05-01,2023-05-01 09:00:00,9,l+ow,NA,4,FALSE
T-!fb84f7,A-ce550d,NA,2024-10-27 21:00:00,69,NA,NA,5,FALSE
-T-4DB8D5,A-4#0A55&7,2024-11-24,2024-11-26 03:00:00,51,URGENT,119,5,FALSE
T-9fc!75b,A-4c6f11,NA,2023-12-08 06:00:00 ,54,h!igh,173,5 ,FALSE
T-27_4882,A--3b37d9 ,2023-01-03,2023-01-04 08:00:00,32 ,medium,89,5,FALSE
T-8444_c1,A-69fad4,2023-09-16,2023-09-18 23:00:00,71,(medium,114,4,FALSE
T-&d82bc4,A-157070,2023-08-25,2023-08-26 01:00:00,25,urgent ,152,NA,TRUE
T-6.044+90,A-f+9cc74,2024-09-13,2024-09-15 10:00:00,58,l(ow,115,4,FALSE
T-55)edb1,!A-b9ee)d$8,NA,NA,30,medi+u.m,87,5,FALSE
NA,a-d82ef9,2023-03-26,2023-03-28 16:00:00,64,urg&ent,38,5,false 
T-dd596)0,A-f19b24,2024-01-22,2024-01-22 13:00:00,13,NA,73,NA,NA
T-ef33cf,A-1e^1b80,2024-01-26,2024-01-27,24,.med#ium,16,NA,FALSE
NA,A-fa309-5,2024-10-05,2024-10-07 06:00:00,54,l%ow,91,NA,FALSE
T-@a14a68,A-86)fc1d,2023-08-15,2023-08-17 16:00:00,64,high ,38,NA,FALSE
T-0.e6900,+A-d42@43-1,2023-02-28,2023-03-01 06:00:00,NA,medium,20,NA,FALSE 
T-5e6&6!ab,A^-+c37601,2023-01-26,2023-01-26 19:00:00,19,urgent,180,4,FALSE
T-a5e537,A-186)a44,2023-04-22,2023-04-24 14:00:00,62,@high,NA,3,NA
T-7e77dc,A-7cfe77,2023-12-23,2023-12-23 19:00:00,19,m%edium,42,NA,FALSE
T.-+e#2d68e,A-8ae!3fc ,2023-04-27,2023-04-29 21:00:00,69,high,14,NA,FALSE 
T-f6909c ,A-5a92e7 ,2023-05-18,2023-05-19 23:00:00,47,medium,9,5,FALSE
NA,NA,2023-07-16,2023-07-17 13:00:00,37,urge#nt,70,NA,FALSE
T-2b6bb1,A-993085,2024-02-20,2024-02-22 20:00:00,68,high ,33 ,4,FALSE
T-95452E,A-AA9511,2023-08-09,NA,57,URGE#NT,61 ,NA,NA
